Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,0,0,1,0,0,61
1,4,3,2,0,0,176
2,0,3,5,4,3,211
3,4,7,1,1,0,103
4,1,0,0,0,0,56
5,2,24,7,5,0,62
6,1,4,5,2,0,96
7,1,3,2,3,0,121
