Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,10,38,14,11,1,49
1,0,0,2,0,0,0
2,0,1,0,0,0,0
3,0,0,0,0,0,1
4,1,0,0,0,0,0
