Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,4,2,2,0,0,131
1,4,22,7,5,0,57
2,0,5,6,1,0,161
3,0,0,0,0,0,76
4,0,1,1,4,0,92
5,0,6,5,4,2,166
6,1,1,0,0,0,45
7,1,6,1,1,1,74
8,2,1,1,0,0,62
9,1,0,0,0,0,22
