Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,2,1,0,0,0,5
1,3,0,3,0,0,5
10,0,0,0,0,0,1
11,1,4,1,1,0,4
12,0,1,0,0,0,0
13,0,13,1,1,0,4
2,0,0,0,1,0,6
3,1,0,0,0,0,0
4,0,6,4,4,0,7
5,1,0,0,2,0,4
6,3,2,1,0,0,5
7,0,1,0,0,0,2
8,0,1,1,1,0,4
9,0,10,5,1,1,3
