Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,0,5,4,1,0,172
1,6,18,9,3,1,194
2,5,18,8,6,0,138
3,0,0,0,1,0,58
4,0,1,0,0,0,56
5,1,1,1,4,0,72
6,0,0,0,0,2,99
7,0,0,1,0,0,25
8,0,1,0,0,0,50
9,1,0,0,0,0,22
