Inferred,crime,gothic,multi,non_genre,scifi,sensation
0,6,12,2,41,52,0
1,14,48,4,114,21,2
2,57,26,4,25,3,2
3,4,0,0,33,6,0
4,63,1,1,4,1,0
5,116,34,15,44,6,3
6,4,18,0,46,49,1
7,24,2,1,19,55,1
