Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,5,11,6,8,0,27
1,3,5,1,1,0,15
2,0,10,9,3,2,12
3,3,2,1,0,0,4
4,0,11,2,0,0,0
