Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,3,11,5,4,2,7
1,1,3,1,4,0,10
2,1,1,2,2,0,10
3,2,4,1,1,0,11
4,3,14,5,0,0,7
5,1,3,3,1,0,5
6,0,3,1,0,0,7
7,0,0,1,0,0,1
