Inferred,crime,gothic,multi,non_genre,scifi,sensation
0,89,8,5,30,3,4
1,9,55,3,23,5,0
2,7,21,1,80,64,0
3,1,1,0,12,62,0
4,2,10,2,46,36,2
5,100,16,11,45,11,0
6,9,9,0,28,1,0
7,27,16,2,34,3,2
8,25,4,3,27,6,1
9,19,1,0,1,2,0
