Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,0,22,10,3,2,13
1,5,9,7,8,0,26
2,3,6,1,1,0,14
3,0,0,0,0,0,1
4,3,2,1,0,0,4
