Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,0,5,4,2,0,102
1,1,15,7,5,0,175
2,6,9,3,1,1,97
3,0,0,0,0,0,43
4,0,1,0,0,0,69
5,3,13,8,3,2,189
6,2,1,1,3,0,111
7,1,0,0,1,0,100
