Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,11,35,17,7,3,462
1,0,0,2,1,0,15
2,1,4,3,4,0,182
3,0,0,0,0,0,42
4,0,0,0,0,0,22
5,1,1,1,3,0,96
6,0,4,0,0,0,49
7,0,0,0,0,0,14
8,0,0,0,0,0,1
9,0,0,0,0,0,3
