Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,3,26,16,6,3,588
1,10,16,6,9,0,279
2,0,0,0,0,0,13
3,0,0,0,0,0,1
4,0,2,1,0,0,5
