Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,3,1,2,0,0,5
1,0,0,0,0,0,5
10,0,4,1,1,0,5
11,0,1,0,0,0,0
12,0,16,0,1,0,2
13,0,1,6,1,1,2
14,0,4,3,0,0,7
15,0,2,1,2,1,3
2,1,0,0,0,0,0
3,3,1,0,0,0,8
4,1,0,1,3,0,3
5,0,6,3,2,0,7
6,0,0,1,2,0,3
7,3,2,1,0,0,5
8,0,1,0,0,0,2
9,0,0,0,0,0,1
