Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,13,44,23,15,3,865
1,0,0,0,0,0,7
2,0,0,0,0,0,3
3,0,0,0,0,0,2
4,0,0,0,0,0,5
5,0,0,0,0,0,1
6,0,0,0,0,0,1
7,0,0,0,0,0,2
