Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,0,2,6,2,3,145
1,0,9,1,0,0,49
2,0,1,7,2,0,184
3,4,2,0,0,0,57
4,0,0,2,0,0,135
5,1,0,0,0,0,28
6,5,17,0,3,0,174
7,3,13,7,8,0,114
