Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,0,1,6,2,0,168
1,6,16,0,2,0,146
2,1,0,0,0,0,31
3,2,1,0,0,0,45
4,0,0,1,0,0,100
5,0,2,8,2,3,195
6,4,22,8,9,0,164
7,0,2,0,0,0,37
