Inferred,crime,gothic,multi,non_genre,scifi,sensation
0,205,55,20,206,148,5
1,76,81,7,108,42,4
2,0,0,0,1,0,0
3,0,3,0,4,1,0
4,0,0,0,1,0,0
5,6,2,0,5,0,0
6,1,0,0,0,1,0
7,0,0,0,1,1,0
