Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,3,0,0,0,0,2
1,3,1,0,0,0,4
10,3,2,0,0,0,3
11,0,1,0,0,0,2
12,0,1,0,0,0,0
13,2,28,3,5,0,5
14,0,0,2,0,0,5
15,0,3,13,4,3,9
2,0,0,0,0,0,5
3,0,0,0,0,0,3
4,1,0,0,0,0,0
5,0,0,0,0,0,5
6,0,7,5,5,0,16
7,0,0,0,0,0,1
8,1,1,0,1,0,5
9,0,0,0,0,0,3
