Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,3,26,16,6,3,585
1,10,16,6,9,0,277
2,0,0,0,0,0,1
3,0,2,1,0,0,5
4,0,0,0,0,0,1
5,0,0,0,0,0,13
6,0,0,0,0,0,2
7,0,0,0,0,0,2
