Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,6,12,6,8,0,31
1,0,3,13,4,3,9
2,5,28,2,3,0,12
3,0,0,2,0,0,5
4,2,1,0,0,0,11
