Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,10,39,12,10,1,46
1,0,0,1,0,0,1
2,0,0,3,1,0,1
3,0,0,0,0,0,2
4,1,0,0,0,0,0
