Inferred,crime,gothic,multi,non_genre,scifi,sensation
0,286,139,26,323,188,9
1,0,0,0,2,0,0
2,0,0,0,0,3,0
3,0,2,0,0,0,0
4,0,0,0,0,1,0
5,1,0,0,0,0,0
6,1,0,0,0,0,0
7,0,0,0,1,0,0
8,0,0,0,0,1,0
9,0,0,1,0,0,0
