Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,3,7,3,1,0,21
1,1,8,2,1,0,9
2,0,0,3,1,0,5
3,2,0,1,4,0,4
4,5,24,7,4,1,11
