Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,2,3,1,0,0,4
1,1,2,2,1,0,10
10,0,4,1,1,0,2
11,0,0,0,0,0,1
12,0,4,0,0,0,0
13,0,1,0,0,0,2
14,0,0,0,0,0,1
15,0,1,0,0,0,0
16,0,2,1,0,0,2
17,0,0,1,0,0,0
18,0,0,0,0,0,1
2,1,0,0,1,0,6
3,1,0,0,1,0,3
4,1,0,0,0,0,0
5,0,0,0,0,0,1
6,0,0,3,1,0,0
7,0,0,0,2,0,6
8,4,13,5,3,1,5
9,1,9,2,1,0,6
