Inferred,lavin_deranged,lavin_ghost,lavin_magic,lavin_multi,lavin_slasher,no_lavin_tag
0,10,37,12,7,1,42
1,0,0,1,0,0,0
10,0,0,0,0,0,1
11,0,0,1,0,0,0
12,0,0,0,0,0,1
13,0,1,0,0,0,0
2,0,0,0,0,0,1
3,0,0,0,2,0,1
4,1,0,0,0,0,0
5,0,0,1,0,0,1
6,0,1,0,1,0,1
7,0,0,1,1,0,0
8,0,0,0,0,0,1
9,0,0,0,0,0,1
