,term,spearman,p_value
1157,ceased,0.166184251303,1.5809999102e-07
1158,ceiling,0.031244644515,0.327530836559
1159,celebrate,0.0720935394764,0.0237249247732
1160,celebrated,-0.0140152334028,0.660586582452
1161,celebration,0.107367404423,0.000742301644099
1162,cell,0.0598086774614,0.0607350694002
1163,cellar,-0.142217414488,7.52409573125e-06
1164,cells,0.127185057277,6.31217579664e-05
1165,cement,0.0380520169216,0.233041802735
1166,cemetery,-0.000522754869477,0.986933359445
1167,cent,-0.0592071898022,0.0633787508447
1168,central,0.238203214507,3.67813003988e-14
1169,centre,0.24254077211,1.21932312561e-14
1170,centred,0.0978360147163,0.00212296205345
1171,cents,-0.0306815758965,0.336327740702
1172,centuries,0.318071718459,1.42950065603e-24
1173,century,0.259239929999,1.41611549544e-16
1174,ceremonies,0.135830262753,1.90930382692e-05
1175,ceremony,0.0802768685842,0.0117671072248
1176,certain,-0.0176609458402,0.580029791027
1177,certainly,-0.0817354088346,0.0103183735926
1178,certainty,0.00179402434655,0.955178610414
1179,chagrin,-0.0147676204083,0.643594782576
1180,chain,-0.0464782417309,0.145144076646
1181,chained,0.0944488061574,0.00302084255308
1182,chains,0.111548618918,0.000455507742211
1183,chair,-0.283221862558,1.31461083595e-19
1184,chairs,-0.130165076485,4.21505873931e-05
1185,chalk,-0.0655732583948,0.0397293492475
1186,challenge,0.138626156974,1.2765167689e-05
1187,challenged,0.182875126804,7.55621699685e-09
1188,chamber,0.134103707122,2.43870539753e-05
1189,chambers,0.0994989130022,0.00177835815027
1190,champagne,-0.0470191940344,0.140515263594
1191,champion,0.06953777608,0.0291698886388
1192,chance,0.0220676598997,0.489289223408
1193,chanced,-0.014898154766,0.640665342306
1194,chances,0.026342120119,0.409137189714
1195,change,0.125882040291,7.51048053435e-05
1196,changed,0.102437885962,0.00129207324715
1197,changes,0.180486134362,1.18886074212e-08
1198,changing,0.140352592421,9.91663899478e-06
1199,channel,0.133082295681,2.81468529104e-05
1200,channels,0.196286827057,5.29989321553e-10
1201,chant,0.128002056711,5.6555768232e-05
1202,chaos,0.226591096547,6.35672885508e-13
1203,chap,-0.163614544353,2.46056920303e-07
1204,chapel,0.0272435549332,0.393288347164
1205,chapter,0.0603969102914,0.0582385458514
1206,character,-0.0769473759744,0.0157673376777
1207,characteristic,0.0462693975487,0.14696199101
1208,characteristics,0.0848969968261,0.0077093366943
1209,characters,-0.0751527618448,0.0183841644873
1210,charge,-0.0542159505453,0.0891729788911
1211,charged,0.0703864859867,0.0272533272142
1212,charges,0.0539585876099,0.0907039832166
1213,charging,0.10536733201,0.000932088694181
1214,charitable,-0.00478989296944,0.88071495032
1215,charity,0.0369511251471,0.246850293884
1216,charm,-0.0362171313777,0.256368889562
1217,charmed,0.01305969113,0.682419870863
1218,charming,-0.0508277178748,0.111069005566
1219,charms,0.044252931659,0.165418800098
1220,chase,-0.0185499415511,0.561106128691
1221,chased,0.0562386067628,0.0778516828516
1222,chasing,0.00140990371915,0.964768291028
1223,chat,-0.154032128532,1.20595236423e-06
1224,chatted,-0.0802904003167,0.011752878132
1225,chatter,0.103996977145,0.00108703927622
1226,chattered,0.107140789861,0.000761845571943
1227,chattering,0.0938049708735,0.00322638278729
1228,chatting,-0.0746000702179,0.0192630921479
1229,cheap,-0.0371324542311,0.244537351192
1230,cheat,-0.00939937755143,0.768392147035
1231,cheated,0.102143430916,0.00133458761658
1232,check,-0.0291952875878,0.360269684572
1233,checked,-0.0280040797643,0.380210135718
1234,checking,-0.0313979868622,0.325161217322
1235,checks,-0.0706248285998,0.0267350137629
1236,cheek,0.0412684905111,0.195856314443
1237,cheekbones,-0.00247067304907,0.938302482545
1238,cheeks,0.0414557095585,0.193833978244
1239,cheer,0.0903109467001,0.0045805889345
1240,cheered,0.132457352608,3.07119748927e-05
1241,cheerful,-0.0443678507566,0.164322209033
1242,cheerfully,-0.0600245079679,0.0598089680063
1243,cheerfulness,-0.0162653667302,0.610324857769
1244,cheering,0.127386470485,6.14392200433e-05
1245,cheese,0.0518965721833,0.103745794238
1246,chemical,0.175702858551,2.89302123831e-08
1247,cherish,0.064155892601,0.0442192296162
1248,cherished,0.0722031698862,0.023512504613
1249,cherry,0.0223284026266,0.48416991719
1250,chest,0.0920441715618,0.00385512460874
1251,chestnut,-0.00357067159652,0.910929989513
1252,chewed,0.0622069937575,0.051084845545
1253,chewing,0.00504617721644,0.874384146698
1254,chicken,-0.0511947902676,0.108509413949
1255,chickens,0.0915027890875,0.00406967061099
1256,chief,0.0469112007586,0.141430166469
1257,chiefly,0.0222610183248,0.485490125267
1258,child,0.0967098562613,0.00238997239378
1259,childhood,0.171314526656,6.40471461155e-08
1260,childish,0.0727901595877,0.0224029666729
1261,children,0.27588119922,1.20032790653e-18
1262,chill,0.064190225411,0.0441056191212
1263,chilled,0.0779549665221,0.0144464429138
1264,chilling,0.0234937240562,0.461649036353
1265,chilly,0.032281544999,0.311725029011
1266,chimed,0.00391569416607,0.90236456378
1267,chimney,-0.0527402538373,0.0982403152607
1268,chin,-0.0460410294173,0.148969698326
1269,china,-0.0400236312959,0.209696990447
1270,chinese,0.110770494476,0.000499479180946
1271,chocolate,-0.0214646311182,0.50123946499
1272,choice,0.197963675294,3.75037122026e-10
1273,choke,0.0486795278875,0.127014618861
1274,choked,0.0898101585333,0.00481206053096
1275,choking,0.0332478722817,0.297454612674
1276,choose,0.157745692636,6.58677552314e-07
1277,chooses,0.106276744484,0.00084082355328
1278,choosing,0.0944131408181,0.00303190879278
1279,chorus,0.100569204196,0.00158455965974
1280,chose,0.15176331573,1.73296989751e-06
1281,chosen,0.209704220535,3.05675030933e-11
1282,christ,0.114791956446,0.000308281672082
1283,christian,0.0955734492139,0.00269020887159
1284,christmas,0.0715930245842,0.0247159752268
1285,chuckle,-0.0377028831647,0.237360454164
1286,chuckled,-0.000233296481778,0.994168375252
1287,chuckling,-0.00320254475038,0.920080380776
1288,church,0.00199253657812,0.950225146356
1289,churches,0.157801012329,6.52700254655e-07
1290,cigar,-0.178013144818,1.88850200889e-08
1291,cigarette,-0.17672562855,2.39689384248e-08
1292,cigarettes,-0.120322614956,0.00015474513717
1293,cigars,-0.103623573038,0.00113320726135
1294,circle,0.196671094945,4.89739880786e-10
1295,circled,0.154031365939,1.20610040146e-06
1296,circles,0.109999682443,0.00054690691512
1297,circling,0.218044435057,4.69670082999e-12
1298,circuit,0.0990638719051,0.00186317277663
1299,circular,0.137537503594,1.49455280307e-05
1300,circulation,0.0404510518621,0.204867248813
1301,circumstance,-0.0730779187908,0.0218758416823
1302,circumstances,-0.133394086554,2.69444419125e-05
1303,circus,-0.00476293915362,0.881381220661
1304,cities,0.297201969979,1.61735155853e-21
1305,citizen,0.0825828466541,0.00955147064466
1306,citizens,0.120329982949,0.000154600045416
1307,city,0.0954359396611,0.00272878292394
1308,civil,0.15270804122,1.49108261946e-06
1309,civilised,0.28051293184,2.99651375502e-19
1310,civilization,0.343805426405,1.1026047781e-28
1311,clad,0.103372570529,0.00116525145708
1312,claim,0.0427258017024,0.180517286201
1313,claimed,0.0829066314701,0.00927212859658
1314,claiming,0.000230144616456,0.994247159876
1315,claims,0.047651239459,0.135251542117
1316,clambered,0.156719546845,7.79586419733e-07
1317,clamour,0.169998028945,8.09726801545e-08
1318,clap,0.118656065771,0.000191061758959
1319,clapped,0.0776982485509,0.0147733891852
1320,clapping,0.0487902393669,0.126151545134
1321,clasp,0.00187371008219,0.95318999849
1322,clasped,0.0135748722045,0.670614026211
1323,clasping,0.0283138472878,0.374960665337
1324,class,0.108015644904,0.000688932865744
1325,classes,0.161759517661,3.37185483855e-07
1326,classic,0.0637182473266,0.0456891766704
1327,classical,0.108711107468,0.00063565052054
1328,clatter,0.0387827162562,0.224184130979
1329,clattering,0.0475590188097,0.13600994317
1330,claw,0.093597593877,0.00329524710618
1331,claws,0.177973360952,1.90251413076e-08
1332,clay,0.148970766853,2.68829914923e-06
1333,clean,-0.019119473266,0.549141630503
1334,cleaned,-0.0422187493871,0.185749896964
1335,cleaning,0.00477493216472,0.8810847555
1336,clear,0.0619051344926,0.0522240783518
1337,cleared,-0.00923780453107,0.772262706604
1338,clearer,0.0652676851926,0.0406632126272
1339,clearing,0.107601739128,0.000722581664496
1340,clearly,0.0998889296536,0.0017053492542
1341,clenched,0.0317491172559,0.319777211776
1342,clergyman,-0.0434165816315,0.173565664426
1343,clerk,-0.16546752011,1.78982786462e-07
1344,clerks,0.0282671033775,0.375749932346
1345,clever,-0.11276852976,0.000393768968284
1346,cleverly,-0.00364467244691,0.909091961496
1347,click,0.020377522812,0.52316665877
1348,clicked,0.0927985615541,0.00357326250065
1349,clicking,0.0586954089611,0.0657022531716
1350,client,-0.286954882464,4.16117956628e-20
1351,clients,-0.161996693033,3.23936572417e-07
1352,cliff,0.142897698847,6.79725580981e-06
1353,cliffs,0.146271809041,4.07858863937e-06
1354,climate,0.175697798899,2.89570702431e-08
1355,climax,0.0774411483054,0.0151073303111
1356,climb,0.143552220058,6.16159281085e-06
1357,climbed,0.0418737289191,0.189373869698
1358,climbing,0.138635814673,1.27472551127e-05
1359,cling,0.0991943842896,0.00183734671778
1360,clinging,0.189337841488,2.1510293371e-09
1361,clipped,0.0359371407601,0.260066074614
1362,cloak,0.0397306781144,0.21305449215
1363,clock,-0.157997973808,6.31839412117e-07
1364,close,0.0543578501757,0.088337774819
1365,closed,-0.130036430251,4.2899593639e-05
1366,closely,0.000998546808541,0.975043542101
1367,closer,0.162985594749,2.73906303496e-07
1368,closest,0.162801207201,2.82631230575e-07
1369,closet,-0.194961381944,6.95106501909e-10
1370,closing,-0.0270941503272,0.395889167532
1371,cloth,0.0321037177528,0.314399427748
1372,clothed,0.15402263036,1.2077974274e-06
1373,clothes,-0.0975229997981,0.00219429495186
1374,clothing,0.11427160739,0.000328432903031
1375,cloud,0.221709394883,2.01232727821e-12
1376,clouded,0.0608562944211,0.0563485983191
1377,clouds,0.277439074981,7.54862182227e-19
1378,cloudy,0.14462498898,5.24082065787e-06
1379,club,-0.112452812134,0.00040895142252
1380,clubs,0.00385616719407,0.903841580816
1381,clue,-0.234556914199,9.15047281157e-14
1382,clump,0.00335100779916,0.916388749797
1383,clumsily,0.133718053897,2.57468227834e-05
1384,clumsy,0.117981985415,0.000207908728649
1385,clung,0.110607574649,0.00050917242068
1386,cluster,0.163551503796,2.48720174451e-07
1387,clustered,0.137907477906,1.416754865e-05
1388,clutch,0.0166490781382,0.601925534917
1389,clutched,0.0230911064542,0.469363241761
1390,clutching,0.0579940044783,0.0690000990519
1391,co,0.0767198461002,0.0160798992832
1392,coach,-0.061701920826,0.0530029041736
1393,coal,0.104257061824,0.00105591529305
1394,coals,0.0419968735575,0.188074477187
1395,coarse,0.0667068723134,0.0364220794921
1396,coast,0.092961402681,0.00351493253546
1397,coat,-0.286776791316,4.39765847134e-20
1398,coated,0.0552663084059,0.0831388339587
1399,coats,0.00875831339545,0.783782154336
1400,cock,-0.0384437321578,0.228263016882
1401,cocked,-0.0227459469656,0.476032803875
1402,code,0.125589673547,7.80739220593e-05
1403,coffee,-0.139156253769,1.18166127804e-05
1404,coffin,-0.0159741802557,0.616733286427
1405,coil,0.0819973088722,0.0100757176209
1406,coiled,0.112647074677,0.000399546256362
1407,coin,0.0173197195613,0.587371834863
1408,coincidence,-0.209274118624,3.35972978027e-11
1409,coins,0.0410237918152,0.198522765105
1410,cold,0.117614120247,0.000217680464941
1411,colder,0.122071119942,0.000123678070376
1412,coldly,-0.046937674214,0.14120546554
1413,coldness,0.0400775313271,0.209083438
1414,collapse,0.155379686262,9.69899625567e-07
1415,collapsed,0.20562685331,7.42696277881e-11
1416,collar,-0.101493711648,0.00143299302638
1417,colleague,-0.0137543251782,0.666520508835
1418,colleagues,0.177261059836,2.17113052654e-08
1419,collect,-0.0539959976139,0.0904801355842
1420,collected,-0.0335085023863,0.293681569503
1421,collecting,-0.00797173513444,0.802780935884
1422,collection,-0.0620655735165,0.0516159595182
1423,college,0.0557188427364,0.0806429867711
1424,colonel,0.0782473084879,0.0140819006492
1425,colony,0.16532476638,1.83448849093e-07
1426,colossal,0.170354811846,7.60005722626e-08
1427,colour,0.127706565034,5.88522089838e-05
1428,coloured,0.0502552480827,0.115155538287
1429,colouring,0.0710869149337,0.0257543123954
1430,colourless,0.0267851829248,0.40130044188
1431,colours,0.194818658519,7.15624506835e-10
1432,column,0.142313540091,7.41706736935e-06
1433,columns,0.137625858075,1.47561227363e-05
1434,com,0.0393637158335,0.217314648855
1435,comb,-0.0271301406723,0.395261704699
1436,combat,0.188787983676,2.39786612041e-09
1437,combed,0.00487035343994,0.878726554251
1438,combination,0.114021726441,0.000338541347693
1439,combine,0.103571115799,0.00113983619909
1440,combined,0.136076983817,1.84324036477e-05
1441,come,-0.0641276868385,0.0443127495719
1442,comedy,-0.0219144151641,0.492311486838
1443,comes,-0.00570343827911,0.858185900199
1444,comfort,0.162041368932,3.21497730042e-07
1445,comfortable,0.00867186203483,0.785864214455
1446,comfortably,-0.00290440834523,0.927498854343
1447,comforted,0.0370704498497,0.245326532806
1448,comforting,0.161240048237,3.68053026011e-07
1449,comforts,0.0293631739825,0.357512975284
1450,comic,0.005015490703,0.875141758583
1451,coming,0.0195289734488,0.540617383241
1452,command,0.267773751876,1.27881910477e-17
1453,commanded,0.105409728884,0.000927637944575
1454,commander,0.275149842867,1.49079483755e-18
1455,commanding,0.13322729341,2.75814723117e-05
1456,commands,0.231040280083,2.17233968819e-13
1457,commence,0.0375031006232,0.239856933809
1458,commenced,0.0132698242986,0.677594899816
1459,comment,0.018447544029,0.563270539681
1460,commented,-0.029685534059,0.352257082651
1461,comments,0.00393784734752,0.901814972326
1462,commerce,0.146428122118,3.98210338013e-06
1463,commercial,0.0394587873362,0.216205113533
1464,commission,0.00965512690372,0.762277351833
1465,commit,-0.0833575780458,0.0088952106549
1466,committed,-0.242641218476,1.18823623262e-14
1467,committee,0.0986533328414,0.00194659756723
1468,committing,-0.1124890387,0.00040718200902
1469,common,0.180124311678,1.27266014025e-08
1470,commonly,0.0409810952736,0.198990726711
1471,commonplace,0.0578840883465,0.0695290015883
1472,commotion,0.0553056521496,0.0829193917672
1473,communicate,0.0398806318958,0.211331079994
1474,communicated,0.00244965494159,0.93882631314
1475,communicating,0.00747767309413,0.814774935134
1476,communication,0.135024427737,2.14112220778e-05
1477,communications,0.156434457318,8.16799622737e-07
1478,community,0.14717292356,3.55159751825e-06
1479,compact,0.0627154479073,0.0492129106367
1480,companies,0.118129640893,0.000204103445507
1481,companion,0.00988159854409,0.75687489514
1482,companions,0.165714579008,1.71500356392e-07
1483,companionship,0.0899247140274,0.00475819828187
1484,company,-0.0170149132578,0.593966333426
1485,comparative,0.071133143548,0.0256579311608
1486,comparatively,0.11547572977,0.000283556214991
1487,compare,0.0571084966707,0.0733562225629
1488,compared,0.159506785472,4.92001652776e-07
1489,comparing,0.033536816525,0.293273615387
1490,comparison,0.183100201266,7.23811334537e-09
1491,compartment,0.0167633118493,0.599435083699
1492,compass,0.169611232676,8.67181967151e-08
1493,compassion,0.0814902227556,0.0105502359231
1494,compel,0.0177014771893,0.579160554667
1495,compelled,0.0665882290911,0.036756866707
1496,compelling,0.0766506925402,0.0161759681531
1497,compensation,0.111033684489,0.000484182351169
1498,competent,0.0702262836177,0.0276065580238
1499,competition,0.137050936736,1.6030749397e-05
1500,complain,0.0215608799266,0.49932180249
1501,complained,0.00295795141996,0.926166069285
1502,complaining,7.72632758486e-05,0.998068663555
1503,complaint,0.0321154010639,0.31422325785
1504,complaints,0.0672910764842,0.0348111706819
1505,complete,0.103685401517,0.00112543978978
1506,completed,0.0762299080614,0.0167714547825
1507,completely,0.0802026572056,0.0118454146937
1508,completion,0.113731425586,0.000350649633644
1509,complex,0.190875690456,1.58471139797e-09
1510,complexion,-0.0862557217752,0.00678239004076
1511,complicated,0.104002616111,0.0010863555779
1512,complied,-0.0277542407184,0.384476710417
1513,compliment,-0.000613699528344,0.98466039008
1514,compliments,0.00221173764839,0.944757672898
1515,comply,0.0243590762276,0.445310514327
1516,compose,0.04769539261,0.13488959374
1517,composed,0.0747416348221,0.0190345424584
1518,composition,0.0831815422748,0.00904069069972
1519,composure,-0.0330329610569,0.300590032677
1520,compound,0.166110700377,1.60129593328e-07
1521,comprehend,0.106897845882,0.000783326913359
1522,comprehension,0.133419877439,2.68471950377e-05
1523,compressed,0.099150247286,0.00184604365463
1524,compromise,0.116606121095,0.000246708173016
1525,comrade,0.061566925545,0.0535256179238
1526,comrades,0.145894608816,4.32071616836e-06
1527,con,-0.0464932469322,0.145014126881
1528,conceal,-0.0752576289923,0.0182214126194
1529,concealed,-0.0913527990243,0.00413099515175
1530,concealing,-0.00733805810419,0.818172272645
1531,concealment,-0.0402469840107,0.207162992231
1532,conceded,0.0119268878701,0.70865014769
1533,conceivable,0.0825151337233,0.00961082792963
1534,conceive,0.0798040210374,0.0122740008449
1535,conceived,0.0580978565683,0.0685034125276
1536,concentrate,0.0720423850692,0.0238246091704
1537,concentrated,0.126926311709,6.53471918132e-05
1538,concentration,0.168546782471,1.04638518547e-07
1539,conception,0.148527408919,2.88028634199e-06
1540,concern,0.108432582173,0.000656512639397
1541,concerned,-0.00807269209737,0.80033567222
1542,concerning,-0.0124215908188,0.697150526902
1543,concerns,0.00214048901277,0.946534536019
1544,concert,0.0392893885938,0.218184931153
1545,concession,0.0296644388529,0.352599526968
1546,conclude,0.0281000036493,0.378579763699
1547,concluded,-0.00707260237945,0.824641132606
1548,concluding,-0.0110774521401,0.728549950484
1549,conclusion,-0.0980274155489,0.00208039639001
1550,conclusions,-0.0566182435757,0.0758629637035
1551,concrete,0.135117205909,2.11312898261e-05
1552,condemn,0.0926916756281,0.00361202571242
1553,condemned,0.0946999608101,0.00294395013773
1554,condition,0.0552332981525,0.0833233129315
1555,conditions,0.181257911969,1.02761876454e-08
1556,conduct,0.0407897342487,0.201097967597
1557,conducted,0.0192412915099,0.546598930902
1558,conducting,-0.0808561846638,0.0111714103385
1559,conductor,-0.00734923172213,0.817900251666
1560,confer,0.0556285591505,0.0811360130781
1561,conference,0.0235569627695,0.460443831582
1562,conferred,0.0390607441509,0.220877753862
1563,confess,-0.137842237165,1.43018756914e-05
1564,confessed,-0.121057532855,0.000140886185866
1565,confession,-0.170985757204,6.79212385463e-08
1566,confide,-0.109097296102,0.000607741687181
1567,confided,-0.0882716871925,0.0055907528329
1568,confidence,0.00549947088096,0.863206645236
1569,confident,0.0824941146003,0.00962932000228
1570,confidential,-0.156960798753,7.49374224954e-07
1571,confidently,0.0604824444785,0.0578827199391
1572,confine,0.0633239619656,0.0470484804579
1573,confined,0.112922357275,0.000386563660981
1574,confinement,0.0293772287934,0.357282797085
1575,confirm,-0.0351138712524,0.271149866546
1576,confirmation,0.00247192974218,0.938271163046
1577,confirmed,0.00803476315331,0.801254115831
1578,conflict,0.188737801076,2.42171859878e-09
1579,confound,-0.103272207225,0.00117829672324
1580,confounded,-0.0555436279231,0.0816020382117
1581,confront,0.0931029627284,0.00346492983316
1582,confronted,-0.00118020789731,0.970505233485
1583,confused,0.054226394876,0.0891112890746
1584,confusion,0.106595841496,0.000810812977765
1585,congenial,-0.0445450153756,0.162642377901
1586,congratulate,-0.0172142063342,0.589650787871
1587,congratulated,-0.00150819266926,0.962313939621
1588,congratulations,0.034944733948,0.273466420751
1589,congregation,0.151032876593,1.94536330924e-06
1590,conjecture,-0.102460017796,0.00128892875945
1591,conjured,-0.0104728298861,0.742827537951
1592,connect,-0.089131110711,0.00514280329424
1593,connected,-0.110346339109,0.00052508133605
1594,connecting,0.0422936274197,0.184970210784
1595,connexion,-0.167931054481,1.16586500475e-07
1596,connexions,-0.0152809234473,0.632107588301
1597,conquer,0.18923998846,2.19307023911e-09
1598,conquered,0.170454010341,7.46714540539e-08
1599,conquest,0.209296850454,3.34300693349e-11
1600,conscience,-0.0419664185267,0.1883952183
1601,conscientious,-0.002544861674,0.936453707128
1602,conscious,0.055830319026,0.0800375846092
1603,consciously,0.141282034626,8.64549359098e-06
1604,consciousness,0.161900848905,3.29228984247e-07
1605,consent,0.0460429207608,0.148952985081
1606,consented,-0.0422685769969,0.185230784981
1607,consequence,0.0168023890661,0.598584217876
1608,consequences,0.0845466276308,0.00796605249925
1609,consequently,-0.00904112392928,0.776981923042
1610,consider,-0.00924089275831,0.772188673227
1611,considerable,0.0361896120585,0.25673064975
1612,considerably,0.00964118861985,0.762610229239
1613,considerate,-0.0490042387583,0.124496204624
1614,consideration,-0.0101133582966,0.75135854736
1615,considerations,0.00910580779268,0.775428961512
1616,considered,0.0328071860056,0.303907552493
1617,considering,-0.0556896836861,0.0808019540612
1618,consisted,0.0678411348549,0.033350343319
1619,consistent,0.0457345344698,0.15169703234
1620,consisting,0.0537311372982,0.0920745506449
1621,consolation,0.0615319077922,0.0536619096948
1622,console,0.104395415766,0.0010396961042
1623,consoled,0.0311431235797,0.329105794728
1624,conspicuous,0.00664747982662,0.835025534514
1625,conspiracy,-0.0288582636197,0.365843737028
1626,constant,0.218609833626,4.12507417151e-12
1627,constantly,0.141568127401,8.28659766367e-06
1628,consternation,0.0560688121941,0.0787547646886
1629,constituted,0.0904370917176,0.00452389333416
1630,constitution,0.118610602484,0.00019215645026
1631,constrained,0.0253045619471,0.427841265592
1632,constructed,0.200740054221,2.10130130576e-10
1633,construction,0.189997117551,1.88753156483e-09
1634,consult,-0.100448501699,0.00160540055762
1635,consultation,-0.0178431813648,0.576126373012
1636,consulted,-0.0581131721225,0.0684304127277
1637,consulting,-0.0205961888503,0.518716956329
1638,consumed,0.0818497583182,0.0102117948003
1639,consuming,0.072784127353,0.0224141336579
1640,contact,0.170864806637,6.94027319441e-08
1641,contain,0.0133037558663,0.676817010833
1642,contained,-0.0406337196009,0.202827970805
1643,containing,-0.0300612450697,0.34619330352
1644,contains,0.0322848255677,0.311675832622
1645,contemplate,0.0649491941676,0.0416562602894
1646,contemplated,0.0358315211451,0.26147027261
1647,contemplating,0.0224211960047,0.48235507483
1648,contemplation,0.0547034189061,0.0863301234509
1649,contempt,0.145195717083,4.80614386596e-06
1650,contemptuous,0.0751024411591,0.0184627113487
1651,contemptuously,0.0133398470392,0.675989990086
1652,contend,0.0586857900568,0.0657465857165
1653,content,0.168074373558,1.13693005956e-07
1654,contented,0.0508722917564,0.110755676878
1655,contentment,0.182935174074,7.47004729457e-09
1656,contents,-0.156344022852,8.28956929626e-07
1657,contest,0.0988225782211,0.00191179919702
1658,continent,0.206775330141,5.79448021184e-11
1659,continual,0.0809607067357,0.011066827548
1660,continually,0.0756513952621,0.017621486328
1661,continue,0.137767695093,1.44568380077e-05
1662,continued,0.0459822021844,0.149490251176
1663,continues,0.138039164049,1.39000652438e-05
1664,continuing,0.0793266252377,0.0128052707569
1665,continuous,0.216772431496,6.28095068108e-12
1666,contract,0.0529463115572,0.0969317155005
1667,contracted,0.0596991418309,0.0612095925458
1668,contradict,-0.0672672713341,0.0348756044582
1669,contradiction,0.0737147110426,0.0207475162921
1670,contrary,0.00580566352074,0.855671721701
1671,contrast,0.0531993130498,0.0953440693537
1672,contrasted,0.0339261770727,0.287702168987
1673,contribute,0.111605920564,0.00045241659801
1674,contributed,0.0577388742198,0.0702328452667
1675,contrive,0.0688852055046,0.0307212389533
1676,contrived,0.0352229802153,0.269662621283
1677,control,0.295125256757,3.15722795517e-21
1678,controlled,0.200476349765,2.22095913539e-10
1679,controlling,0.105978564097,0.000869793574825
1680,convenience,0.0195250427941,0.540698889607
1681,convenient,0.0327918962791,0.304133093105
1682,conveniently,0.0394404564619,0.216418727154
1683,conventional,0.025067865306,0.432176800714
1684,conversation,-0.0777631570247,0.0146901150488
1685,conversations,0.112606249607,0.00040150588338
1686,converse,0.0615043040781,0.0537695492716
1687,conversed,-0.0182854703002,0.566704541105
1688,conversing,-0.0158189776819,0.620160973269
1689,convert,0.154913613882,1.04601494048e-06
1690,converted,0.0379226662416,0.234635286299
1691,convey,0.0413566308081,0.19490230962
1692,conveyed,-0.0603051544647,0.0586222694281
1693,convicted,-0.192985744058,1.0377366434e-09
1694,conviction,-0.0297702245252,0.350884395777
1695,convince,-0.0274907862569,0.38900733567
1696,convinced,-0.109665295032,0.000568756953871
1697,convincing,-0.0469425936639,0.141163740521
1698,convulsed,0.0022679629037,0.943355669729
1699,convulsive,0.0194588560992,0.542072262564
1700,convulsively,-0.0266818496553,0.403120074938
1701,cook,-0.0148729294755,0.641231012303
1702,cooked,0.108366228679,0.000661575550769
1703,cooking,0.0946328683469,0.0029643143737
1704,cool,-0.0015396975247,0.96152731326
1705,cooled,0.0820464169911,0.0100307870368
1706,cooler,0.0670149440691,0.0355648564504
1707,cooling,0.132395951429,3.09756336693e-05
1708,coolly,-0.0567555744323,0.0751538326571
1709,coolness,0.00138451150256,0.965402409507
1710,cooperation,0.0967929455353,0.0023692698592
1711,cope,0.126162431317,7.23577218597e-05
1712,copied,-0.0634226407062,0.0467051367067
1713,copies,0.032180018835,0.313250072599
1714,copper,0.118569431106,0.000193152874068
1715,copy,-0.0883326513795,0.00555785521499
1716,cord,0.0173607716561,0.586486262508
1717,cordial,-0.0681913153784,0.0324478914843
1718,cordially,-0.0609948556579,0.0557886544767
1719,cords,0.101632215599,0.00141147179913
1720,core,0.192723397801,1.09410809314e-09
1721,corn,0.196712332871,4.85601759023e-10
1722,corner,-0.23961706193,2.57255596184e-14
1723,cornered,0.054035592126,0.0902437002779
1724,corners,-0.0215394103567,0.499749225057
1725,corps,0.10453672455,0.00102336838688
1726,corpse,-0.0821711191062,0.00991749277016
1727,correct,0.0108999195949,0.732732728327
1728,corrected,0.0477697131646,0.134282034633
1729,correctly,0.0810729664377,0.0109554707723
1730,correspondence,-0.114419872839,0.000322569162722
1731,corresponding,0.0566004553041,0.0759552139189
1732,corridor,0.0166866776039,0.601105300881
1733,corridors,0.207590785245,4.8539348559e-11
1734,corrupt,0.114753941422,0.000309713790806
1735,corruption,0.134697281725,2.24266841788e-05
1736,cost,0.0637315732613,0.0456438186403
1737,costly,0.0945388483662,0.00299306774399
1738,costs,0.102836253935,0.00123654086659
1739,costume,0.0132397881953,0.678283770922
1740,cosy,-0.012118501453,0.704187948901
1741,cot,0.0197412728093,0.536224259317
1742,cottage,-0.0905855535486,0.00445798110228
1743,cottages,-0.000390477115181,0.990239546152
1744,cotton,-0.0182029654361,0.568456487028
1745,couch,-0.0463654401742,0.146123826455
1746,cough,0.00763228215775,0.811016794157
1747,coughed,0.0269932484387,0.39765151134
1748,coughing,0.0605397699054,0.0576452548981
1749,could,0.0633939330168,0.0468048046774
1750,council,0.241631159789,1.53977313417e-14
1751,counsel,-0.028266879947,0.375753707409
1752,count,0.0577783143033,0.07004110672
1753,counted,0.103186638019,0.00118952531825
1754,countenance,-0.0132202271023,0.678732544519
1755,counter,-0.0539416331859,0.0908055785783
1756,counting,-0.00631356595298,0.843202279285
1757,countless,0.237957889548,3.91260318017e-14
1758,countries,0.184812182365,5.20933857179e-09
1759,country,0.0768564651635,0.0158915775324
1760,countrymen,0.060237415888,0.0589068958558
1761,countryside,0.120728107089,0.000146947506025
1762,counts,0.114940814304,0.000302733206005
1763,county,-0.122331381404,0.000119590097907
1764,couple,-0.124505728615,9.00773010869e-05
1765,coupled,0.0424296762479,0.183559760113
1766,couples,0.0607638508078,0.0567247668389
1767,courage,0.0585753689595,0.0662572709373
1768,courageous,0.125667663369,7.72712431131e-05
1769,course,-0.0146900829279,0.645337497167
1770,courses,0.145095911185,4.87958392331e-06
1771,court,-0.0813203199288,0.0107136087948
1772,courteous,-0.0120703110135,0.705309233715
1773,courteously,-0.0290745008371,0.362261231522
1774,courtesy,0.0201269651873,0.528289275821
