position,authors,genres,lavin_genres,ids,big_genres,titles,dates,cosine_similarities
136,Dickens%2C+Charles%2C,teamblack | pbgothic | stew,no_lavin_tag,137,gothic,The+old+curiosity+shop,1841,0.114355313
469,Benson%2C+E.+F.,teamred | random,no_lavin_tag,470,non_genre,%22Queen+Lucia%22,1920,0.114231315
765,Bloch%2C+Robert%2C,teamblack | pbgothic | lavin_slasher,lavin_slasher,766,gothic,Psycho,1959,0.114089592
797,MacDonald%2C+John+D.,chirandom | teamred | chimyst,no_lavin_tag,798,crime,A+deadly+shade+of+gold,1965,0.113927373
836,Silverberg%2C+Robert%2C,teamblack | chiscifi,no_lavin_tag,837,scifi,Downward+to+the+earth,1970,0.113701433
437,Fowler%2C+Ellen+Thorneycrof,teamred | random,no_lavin_tag,438,non_genre,Ten+degrees+backward,1915,0.113288446
668,Stout%2C+Rex%2C,teamred | det100 | chimyst,no_lavin_tag,669,crime,The+silent+speaker,1946,0.113266129
650,Green%2C+Henry%2C,chirandom | teamblack,no_lavin_tag,651,non_genre,Caught,1943,0.113210079
628,Stout%2C+Rex%2C,teamred | det100 | chimyst,no_lavin_tag,629,crime,Mountain+cat+Murders,1939,0.113176623
487,Burroughs%2C+Edgar+Rice%2C,teamblack | chiscifi,no_lavin_tag,488,scifi,The+mucker,1921,0.113056017
510,Hough%2C+Emerson%2C,chirandom | teamred,no_lavin_tag,511,non_genre,The+young+Alaskans+on+the,1922,0.11288812
185,Reade%2C+Charles%2C,sensation | teamblack | stew,no_lavin_tag,186,sensation,Hard+Cash,1863,0.112736462
525,Fletcher%2C+J.+S.,teamblack | chimyst,no_lavin_tag,526,crime,The+safety+pin,1924,0.112650187
368,Chambers%2C+Robert+W.,teamred | det100 | stew,no_lavin_tag,369,crime,The+tracer+of+lost+person,1906,0.112592336
918,Vardeman%2C+Robert+E%2C,chirandom | teamred | chiscifi | stew,no_lavin_tag,919,scifi,The+Klingon+gambit,1981,0.112433787
716,Van+Vogt%2C+A.+E.+1912-2000,chirandom | teamblack | chiscifi,no_lavin_tag,717,scifi,The+house+that+stood+stil,1950,0.112224348
241,Adams%2C+Robert+Chamblet%2C,teamblack | random,no_lavin_tag,242,non_genre,On+board+the+%22Rocket%22,1879,0.112218531
969,Hess%2C+Joan%2C,teamblack | chimyst | stew,no_lavin_tag,970,crime,Mischief+in+Maggody,1988,0.112199824
395,Roe%2C+Clifford+Griffith%2C,teamred | random,no_lavin_tag,396,non_genre,Panders+and+their+white+s,1910,0.112197304
363,Dickens%2C+Charles%2C,teamred | locghost | lavin_ghost,lavin_ghost,364,gothic,A+Christmas+carol+in+pros,1905,0.112144199
632,Rawson%2C+Clayton%2C,teamred | chimyst | stew,no_lavin_tag,633,crime,The+headless+lady,1940,0.112142413
711,Bentley%2C+E.+C.,chifantasy | teamblack,no_lavin_tag,712,non_genre,Elephant%27s+work,1950,0.112082758
895,Daniels%2C+Les%2C,teamred | chihorror | stew,no_lavin_tag,896,gothic,The+black+castle,1978,0.11204037
8,Campe%2C+Joachim+Heinrich%2C,teamblack | random,no_lavin_tag,9,non_genre,The+new+Robinson+Crusoe%3B,1780,0.112040049
719,Davis%2C+Dorothy+Salisbury%2C,teamblack | chimyst,no_lavin_tag,720,crime,A+gentle+murderer,1951,0.112015254
342,Chapman%2C+Allen.,teamblack | locdetmyst | stew,no_lavin_tag,343,crime,Boys+of+Spring+Hill%2C+or%2C+,1900,0.111956328
815,Vance%2C+Jack%2C,teamblack | chimyst,no_lavin_tag,816,crime,The+Pleasant+Grove+murder,1967,0.111936795
707,Seton%2C+Anya%2C,chirandom | teamblack,no_lavin_tag,708,non_genre,Foxfire,1950,0.111878259
701,Howard%2C+Robert+E.,chifantasy | teamblack,no_lavin_tag,702,non_genre,Conan+the+conqueror,1950,0.111602135
698,Stout%2C+Rex%2C,teamred | det100 | chimyst,no_lavin_tag,699,crime,The+second+confession,1949,0.111495149
68,Byron%2C+Medora+Gordon.,teamblack | random,no_lavin_tag,69,non_genre,The+Englishman,1812,0.111488421
626,Berkeley%2C+Anthony%2C,teamblack | chimyst,no_lavin_tag,627,crime,Death+in+the+house,1939,0.111311148
659,Hughes%2C+Dorothy+B.+1904-+,hardboiled | teamblack | chimyst,no_lavin_tag,660,crime,Dread+journey,1945,0.111307464
615,Allingham%2C+Margery%2C,chirandom | teamred | chimyst | cozy,no_lavin_tag,616,crime,Dancers+in+mourning,1937,0.111227742
835,Spillane%2C+Mickey%2C,hardboiled | teamblack | chimyst | stew,no_lavin_tag,836,crime,Survival+Zero,1970,0.111227422
905,Cline%2C+C.+Terry%2C,chirandom | teamblack,no_lavin_tag,906,non_genre,Cross+current,1979,0.111216894
431,Bramah%2C+Ernest%2C,det100 | teamblack,no_lavin_tag,432,crime,Max+Carrados,1914,0.11120297
810,Zelazny%2C+Roger%2C,chifantasy | teamblack | chiscifi,no_lavin_tag,811,scifi,This+immortal,1966,0.111127865
382,Orczy%2C+Emmuska+Orczy%2C,teamred | det100 | stew,no_lavin_tag,383,crime,The+man+in+the+corner,1909,0.111093657
669,Rand%2C+Ayn%2C,teamred | chiscifi,no_lavin_tag,670,scifi,Anthem,1946,0.110981725
665,Forester%2C+C.+S.,chirandom | teamblack,no_lavin_tag,666,non_genre,Lord+Hornblower,1946,0.11092049
689,Derleth%2C+August%2C,teamred | pbgothic | chiscifi | lavin_ghost | lavin_magic,lavin_multi,690,multi,Two+stories+by+Derleth,1948,0.11083997
213,McWatters%2C+George+S,teamred | locdetective,no_lavin_tag,214,crime,Knots+untied,1871,0.110824533
813,Alexander%2C+Lloyd%2C,teamred | chifantasy,no_lavin_tag,814,non_genre,The+castle+of+Llyr,1966,0.110736627
736,Goudge%2C+Elizabeth%2C,chirandom | teamred,no_lavin_tag,737,non_genre,The+heart+of+the+family,1953,0.110726503
422,Emerson%2C+Alice+B.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,423,crime,Ruth+Fielding+at+Briarwoo,1913,0.110704194
536,Buchan%2C+John%2C,chirandom | chifantasy | teamblack,no_lavin_tag,537,non_genre,Witch+wood,1927,0.110590479
976,Weinstein%2C+Howard%2C,chirandom | teamblack | chiscifi | stew,no_lavin_tag,977,scifi,Power+hungry,1989,0.110554671
874,Butler%2C+Octavia+E%2C,teamred | chifantasy | chiscifi,no_lavin_tag,875,scifi,Patternmaster,1976,0.110435788
589,Dos+Passos%2C+John%2C,chirandom | teamred,no_lavin_tag,590,non_genre,1919,1932,0.11026874
843,Blatty%2C+William+Peter,teamblack | pbgothic | lavin_magic,lavin_magic,844,gothic,The+exorcist,1971,0.110116322
557,Wallace%2C+Edgar%2C,chirandom | teamblack | chimyst | stew,no_lavin_tag,558,crime,The+lone+house+mystery,1929,0.11011173
718,Spillane%2C+Mickey%2C,hardboiled | chimyst | teamred,no_lavin_tag,719,crime,The+big+kill,1951,0.109901592
387,Rinehart%2C+Mary+Roberts%2C,det100 | teamblack,no_lavin_tag,388,crime,The+man+in+lower+ten,1909,0.109867371
418,Sinclair%2C+May.,teamred | random,no_lavin_tag,419,non_genre,The+combined+maze,1913,0.109836428
598,Linklater%2C+Eric%2C,chirandom | teamred,no_lavin_tag,599,non_genre,Magnus+Merriman,1934,0.109821082
3,Walpole%2C+Horace%2C,teamred | pbgothic | stew | lavin_ghost,lavin_ghost,4,gothic,The+castle+of+Otranto%3B,1764,0.109744645
963,Morrison%2C+Toni,teamblack | pbgothic | lavin_ghost,lavin_ghost,964,gothic,Beloved,1987,0.109698435
970,Rosenberg%2C+Joel%2C,teamred | chifantasy | chiscifi,no_lavin_tag,971,scifi,Not+for+glory,1988,0.109677182
786,Vonnegut%2C+Kurt%2C,teamblack | chiscifi,no_lavin_tag,787,scifi,Cat%27s+Cradle,1963,0.109562337
40,Anonymous8,teamred | lockandkey | stew,no_lavin_tag,41,crime,The+Three+Sharpers,1800,0.109529881
897,King%2C+Stephen%2C,teamred | chihorror | stew | lavin_magic,lavin_magic,898,gothic,The+stand,1978,0.109429417
916,Niven%2C+Larry%2C,teamred | chiscifi | stew,no_lavin_tag,917,scifi,Oath+of+fealty,1981,0.109383793
214,Le+Fanu%2C+Joseph+Sheridan%2C,teamred | det100,no_lavin_tag,215,crime,Checkmate,1871,0.109250938
168,Irving%2C+John+Treat%2C,teamblack | random,no_lavin_tag,169,non_genre,The+attorney,1853,0.108896872
555,Burroughs%2C+Edgar+Rice%2C,teamred | chiscifi | stew,no_lavin_tag,556,scifi,Tanar+of+Pellucidar,1929,0.1085724
856,Gardner%2C+John%2C,chirandom | teamred | chifantasy,no_lavin_tag,857,non_genre,Jason+and+Medeia,1973,0.108461041
197,Kingsley%2C+Charles%2C,teamblack | random,no_lavin_tag,198,non_genre,Hereward,1866,0.108332992
721,Merwin%2C+Sam%2C,chirandom | teamred | chiscifi,no_lavin_tag,722,scifi,The+house+of+many+worlds,1951,0.108283305
238,Auerbach%2C+Berthold%2C,teamred | random,no_lavin_tag,239,non_genre,Landolin,1878,0.107941163
381,Egan%2C+Maurice+Francis%2C,teamblack | random,no_lavin_tag,382,non_genre,The+wiles+of+Sexton+Magin,1909,0.107885745
206,Collins%2C+Wilkie%2C,teamred | det100 | pbgothic | lavin_deranged,lavin_deranged,207,multi,The+moonstone,1868,0.107650931
651,Cain%2C+James+M.,hardboiled | chimyst | teamred,no_lavin_tag,652,crime,Double+indemnity,1943,0.107650725
57,Bayfield%2C+E.+G.%2C,teamred | random,no_lavin_tag,58,non_genre,A+winter+in+Bath,1807,0.107633776
768,Stout%2C+Rex%2C,teamred | chimyst,no_lavin_tag,769,crime,Plot+it+yourself,1959,0.10762727
847,Pronzini%2C+Bill%2C,teamred | chimyst,no_lavin_tag,848,crime,The+stalker,1971,0.107556748
830,Du+Maurier%2C+Daphne%2C,chifantasy | teamblack,no_lavin_tag,831,non_genre,The+house+on+the+strand,1969,0.107520065
900,Adler%2C+Warren%2C,chirandom | teamblack,no_lavin_tag,901,non_genre,The+Casanova+embrace,1978,0.107455507
199,Kirkus%2C+William%2C,teamblack | random,no_lavin_tag,200,non_genre,Only+to+be+married,1867,0.107408531
680,Robins%2C+Denise%2C,chirandom | teamred,no_lavin_tag,681,non_genre,More+than+love,1947,0.107317527
616,Linklater%2C+Eric%2C,chirandom | teamred,no_lavin_tag,617,non_genre,Juan+in+China,1937,0.107317516
471,Raine%2C+William+MacLeod%2C,chirandom | teamred,no_lavin_tag,472,non_genre,Oh%3A+you+Tex%21,1920,0.107243622
771,MacInnes%2C+Helen%2C,chirandom | teamblack,no_lavin_tag,772,non_genre,Decision+at+Delphi,1960,0.107092626
691,Mitchell%2C+Gladys%2C,teamblack | chimyst,no_lavin_tag,692,crime,The+Dancing+Druids,1948,0.10706495
894,Brown%2C+Wesley%2C,chirandom | teamred,no_lavin_tag,895,non_genre,Tragic+magic,1978,0.107044386
727,Spillane%2C+Mickey%2C,chirandom | hardboiled | teamblack | chimyst | stew,no_lavin_tag,728,crime,Kiss+me%3A+deadly,1952,0.107012822
335,Kipling%2C+Rudyard%2C,teamred | random,no_lavin_tag,336,non_genre,The+day%27s+work,1898,0.106840566
890,Bova%2C+Ben%2C,teamred | chiscifi | stew,no_lavin_tag,891,scifi,Colony,1978,0.106839465
263,Hume%2C+Fergus%2C,teamred | det100,no_lavin_tag,264,crime,The+mystery+of+a+hansom+c,1886,0.106727434
726,Jones%2C+Raymond+F.,teamblack | chiscifi,no_lavin_tag,727,scifi,Son+of+the+stars,1952,0.10653778
826,Macdonald%2C+Ross%2C,teamred | chimyst,no_lavin_tag,827,crime,The+goodbye+look,1969,0.106437589
509,Kyne%2C+Peter+B.,chirandom | teamred,no_lavin_tag,510,non_genre,Cappy+Ricks+retires,1922,0.106306169
773,Vance%2C+Jack%2C,teamred | chimyst,no_lavin_tag,774,crime,The+man+in+the+cage,1960,0.106050173
757,Taylor%2C+Robert+Lewis%2C,chirandom | teamred,no_lavin_tag,758,non_genre,The+travels+of+Jaimie+McP,1958,0.106001195
870,Platt%2C+Kin%2C,teamblack | chimyst,no_lavin_tag,871,crime,The+body+beautiful+murder,1976,0.10583568
147,Sewell%2C+Elizabeth+Missing,teamred | random,no_lavin_tag,148,non_genre,Gertrude,1846,0.105637659
559,Manning%2C+Frederic%2C,chirandom | teamblack,no_lavin_tag,560,non_genre,Her+privates%3A+we,1930,0.105393787
504,Wells%2C+Carolyn%2C,teamred | det100,no_lavin_tag,505,crime,The+vanishing+of+Betty+Va,1922,0.1051988
958,Flynn%2C+Robert%2C,chirandom | teamred,no_lavin_tag,959,non_genre,Wanderer+Springs,1987,0.105122536
619,Hyde%2C+Robin%2C,chirandom | teamred,no_lavin_tag,620,non_genre,The+godwits+fly,1938,0.104886301
755,Moore%2C+C.+L.,teamred | chiscifi,no_lavin_tag,756,scifi,Doomsday+morning,1957,0.104850273
759,MacInnes%2C+Helen%2C,chirandom | teamblack,no_lavin_tag,760,non_genre,North+from+Rome,1958,0.104496913
789,Snow%2C+C.+P.,chirandom | teamblack,no_lavin_tag,790,non_genre,Corridors+of+power,1964,0.104318012
821,Ellin%2C+Stanley%2C,teamblack | chimyst,no_lavin_tag,822,crime,House+of+cards,1967,0.104296396
560,Sayers%2C+Dorothy+L.,teamblack | chimyst | cozy,no_lavin_tag,561,crime,Strong+poison,1930,0.104253778
226,Walraven%2C+E.+G.,teamred | random,no_lavin_tag,227,non_genre,The+two+orphans%2C+or%2C+The+,1875,0.104226914
158,Harris%2C+Alexander%2C,teamblack | random,no_lavin_tag,159,non_genre,The+emigrant+family+%3B,1849,0.104156803
906,King%2C+Stephen%2C,teamblack | chihorror | chiscifi | stew | lavin_ghost,lavin_ghost,907,multi,The+dead+zone,1979,0.104042097
872,L%27Amour%2C+Louis%2C,chirandom | teamblack,no_lavin_tag,873,non_genre,To+the+Far+Blue+Mountains,1976,0.103939622
478,Stevenson%2C+Burton+Egbert%2C,det100 | teamblack,no_lavin_tag,479,crime,The+gloved+hand%3B,1920,0.103664718
971,Grissom%2C+Ken%2C,chirandom | teamblack | chimyst | stew,no_lavin_tag,972,crime,Drop-off,1988,0.103516339
574,Hill%2C+Grace+Livingston%2C,chirandom | teamred,no_lavin_tag,575,non_genre,The+chance+of+a+lifetime,1931,0.103402604
954,Braun%2C+Lilian+Jackson%2C,teamred | chimyst,no_lavin_tag,955,crime,The+cat+who+played+Brahms,1987,0.103327464
794,Ball%2C+John+Dudley%2C,teamred | chimyst,no_lavin_tag,795,crime,In+the+heat+of+the+night,1965,0.10312902
410,London%2C+Jack%2C,teamblack | anatscifi | stew,no_lavin_tag,411,scifi,The+scarlet+plague,1912,0.102815404
352,Benson%2C+Arthur+Christophe,teamblack | pbgothic | lavin_ghost,lavin_ghost,353,gothic,The+hill+of+trouble+and+o,1903,0.102791907
785,Kerouac%2C+Jack%2C,chirandom | teamblack,no_lavin_tag,786,non_genre,Visions+of+Gerard,1963,0.102391088
126,Dickens%2C+Charles%2C,newgate | teamblack | stew,no_lavin_tag,127,crime,Oliver+Twist,1837,0.102374015
485,Byrne%2C+Donn%2C,chirandom | chifantasy | teamblack,no_lavin_tag,486,non_genre,Messer+Marco+Polo,1921,0.102020493
229,Mason%2C+Charles+Welsh.,teamblack | random,no_lavin_tag,230,non_genre,The+rape+of+the+gamp%3B+or%2C,1875,0.101938312
859,Platt%2C+Kin%2C,teamblack | chimyst,no_lavin_tag,860,crime,The+Princess+Stakes+murde,1973,0.101922629
819,McNichols%2C+Charles+Longstreth%2C,chirandom | teamred,no_lavin_tag,820,non_genre,Crazy+weather,1967,0.101715252
572,Taylor%2C+Phoebe+Atwood,det100 | teamblack,no_lavin_tag,573,crime,The+Cape+Cod+mystery,1931,0.101502315
923,Montalbano%2C+William+D%2C,teamblack | chimyst | stew,no_lavin_tag,924,crime,Trap+line,1982,0.101402375
818,Reed%2C+Ishmael%2C,chifantasy | teamblack,no_lavin_tag,819,non_genre,The+free-lance+pallbearer,1967,0.101257166
658,Lewis%2C+C.+S.,chifantasy | teamblack | chiscifi,no_lavin_tag,659,scifi,That+hideous+strength,1945,0.10121607
769,Sheckley%2C+Robert%2C,teamblack | chiscifi,no_lavin_tag,770,scifi,Store+of+infinity,1960,0.101045739
129,Dickens%2C+Charles%2C,teamred | pbgothic | stew,no_lavin_tag,130,gothic,Oliver+Twist,1838,0.1010184
493,Bennett%2C+John%2C,teamred | chifantasy,no_lavin_tag,494,non_genre,Madame+Margot,1921,0.100997342
653,Burroughs%2C+Edgar+Rice%2C,teamred | chifantasy | chiscifi,no_lavin_tag,654,scifi,Land+of+terror,1944,0.100980184
712,Castor%2C+Henry%2C,chirandom | teamred,no_lavin_tag,713,non_genre,The+year+of+the+Spaniard,1950,0.100945615
739,Heinlein%2C+Robert+A.,teamblack | chiscifi | stew,no_lavin_tag,740,scifi,The+star+beast,1954,0.100845536
679,Blunden%2C+Godfrey,chirandom | teamblack,no_lavin_tag,680,non_genre,A+Room+on+the+Route,1947,0.100747573
606,Burroughs%2C+Edgar+Rice%2C,chifantasy | teamblack,no_lavin_tag,607,non_genre,Tarzan+and+the+leopard+me,1935,0.100175852
629,Chandler%2C+Raymond%2C,hardboiled | det100 | teamblack | chimyst,no_lavin_tag,630,crime,The+big+sleep,1939,0.100001323
934,Cherryh%2C+C.+J%2C,teamred | chifantasy | chiscifi,no_lavin_tag,935,scifi,Chanur%27s+venture,1984,0.099714359
839,L%27Amour%2C+Louis%2C,chirandom | teamred,no_lavin_tag,840,non_genre,Galloway,1970,0.09966323
777,Garrett%2C+Randall%2C,teamred | chiscifi | stew,no_lavin_tag,778,scifi,Unwise+child,1962,0.099480851
784,Shannon%2C+Dell%2C,teamblack | chimyst,no_lavin_tag,785,crime,Extra+kill,1962,0.099408885
779,Bradbury%2C+Ray%2C,teamblack | chihorror | chiscifi | lavin_magic,lavin_magic,780,multi,Something+wicked+this+way,1962,0.099207976
379,Rinehart%2C+Mary+Roberts%2C,teamred | det100 | locdetmyst,no_lavin_tag,380,crime,The+circular+staircase,1908,0.099107149
714,Fast%2C+Howard%2C,chirandom | teamblack,no_lavin_tag,715,non_genre,The+proud+and+the+free,1950,0.098845148
548,Wells%2C+Carolyn%2C,teamblack | chimyst | stew,no_lavin_tag,549,crime,Deep-Lake+mystery,1928,0.098737527
975,Somtow%2C+S.+P%2C,teamblack | chihorror | stew,no_lavin_tag,976,gothic,Moon+dance,1989,0.098717248
492,Putnam%2C+Nina+Wilcox%2C,chirandom | teamred,no_lavin_tag,493,non_genre,West+Broadway,1921,0.098685728
258,Chekhov%2C+Anton%2C,teamred | lockandkey | stew,no_lavin_tag,259,crime,The+Safety+Match,1884,0.098649376
646,Christie%2C+Agatha%2C,chirandom | teamblack | chimyst | stew,no_lavin_tag,647,crime,Five+little+pigs,1942,0.098331966
402,Cowan%2C+James%2C,teamred | random,no_lavin_tag,403,non_genre,The+adventures+of+Kimble+,1911,0.098292987
968,Anthony%2C+Piers%2C,chifantasy | teamblack,no_lavin_tag,969,non_genre,Heaven+cent,1988,0.097965493
744,Manfred%2C+Frederick+Feikem,chirandom | teamred,no_lavin_tag,745,non_genre,Lord+Grizzly,1954,0.097733344
781,L%27Engle%2C+Madeleine%2C,chifantasy | teamblack | chiscifi,no_lavin_tag,782,scifi,A+wrinkle+in+time,1962,0.09753074
578,Connington%2C+J.+J.,chirandom | teamblack | chimyst,no_lavin_tag,579,crime,The+boathouse+riddle,1931,0.097412888
851,Malzberg%2C+Barry+N%2C,chirandom | teamblack | chiscifi,no_lavin_tag,852,scifi,Herovit%27s+world,1973,0.09730984
812,Asimov%2C+Isaac%2C,teamred | chiscifi | stew,no_lavin_tag,813,scifi,Fantastic+voyage,1966,0.097300648
549,Burroughs%2C+Edgar+Rice%2C,teamred | chiscifi | stew,no_lavin_tag,550,scifi,The+monster+men,1929,0.097230551
255,Oliphant%2C,teamred | pbgothic | stew,no_lavin_tag,256,gothic,A+little+pilgrim+in+the+u,1882,0.09704086
926,Wilcox%2C+Collin%2C,teamblack | chimyst | stew,no_lavin_tag,927,crime,Stalking+horse,1982,0.096822546
800,Prather%2C+Richard+S%2C,teamred | chimyst,no_lavin_tag,801,crime,The+meandering+corpse,1965,0.096717546
973,Goldsborough%2C+Robert%2C,chirandom | teamblack | chimyst,no_lavin_tag,974,crime,The+last+coincidence,1989,0.096670241
364,Pain%2C+Barry%2C,det100 | teamblack | stew,no_lavin_tag,365,crime,The+memoirs+of+Constantin,1905,0.09641296
863,Platt%2C+Kin%2C,teamred | chimyst | stew,no_lavin_tag,864,crime,The+giant+kill,1974,0.096246485
590,Faulkner%2C+William,teamblack | pbgothic,no_lavin_tag,591,gothic,Light+in+August,1932,0.096241589
655,Hughes%2C+Dorothy+B.,chifantasy | teamblack | chimyst,no_lavin_tag,656,crime,The+delicate+ape,1944,0.09578517
657,Walker%2C+Mildred,chirandom | teamred,no_lavin_tag,658,non_genre,Winter+wheat,1944,0.095675338
962,Anthony%2C+Piers%2C,chifantasy | teamblack,no_lavin_tag,963,non_genre,Being+a+green+mother,1987,0.095563371
585,Evans%2C+Margiad%2C,chirandom | teamred,no_lavin_tag,586,non_genre,Country+dance,1932,0.095280846
576,Leinster%2C+Murray%2C,teamblack | chiscifi,no_lavin_tag,577,scifi,Murder+madness,1931,0.094963322
652,Queen%2C+Ellery%2C,teamred | det100 | chimyst | cozy | stew,no_lavin_tag,653,crime,There+was+an+old+woman,1943,0.094738918
745,Crane%2C+Frances%2C,teamred | chimyst,no_lavin_tag,746,crime,Death+in+lilac+time,1955,0.094495429
770,Sigal%2C+Clancy%2C,chirandom | teamblack,no_lavin_tag,771,non_genre,Weekend+in+Dinlock,1960,0.094385942
272,Clarke%2C+Rebecca+Sophia%2C,teamblack | random,no_lavin_tag,273,non_genre,Drones%27+honey,1887,0.094379912
678,Hartley%2C+L.+P.,chirandom | teamblack,no_lavin_tag,679,non_genre,Eustace+and+Hilda,1947,0.094079878
880,Saul%2C+John%2C,teamred | chihorror | lavin_slasher,lavin_slasher,881,gothic,Suffer+the+children,1977,0.094005203
610,Bristow%2C+Gwen%2C,chirandom | teamblack,no_lavin_tag,611,non_genre,Deep+summer,1937,0.09396488
62,Bayfield%2C+E.+G.%2C,teamred | random,no_lavin_tag,63,non_genre,A+winter+in+Bath,1807,0.093304318
937,Gibson%2C+William,teamred | pbgothic | chiscifi | stew,no_lavin_tag,938,multi,Neuromancer,1984,0.093257569
534,Biggers%2C+Earl+Derr%2C,teamred | det100 | chimyst,no_lavin_tag,535,crime,Fifty+candles,1926,0.092861195
747,Stout%2C+Rex%2C,teamred | chimyst,no_lavin_tag,748,crime,Before+midnight,1955,0.092647096
893,Swift%2C+Edward%2C,chirandom | teamred,no_lavin_tag,894,non_genre,Splendora,1978,0.092576136
72,Lewis%2C+Alethea%2C,teamblack | random,no_lavin_tag,73,non_genre,Rhoda,1816,0.092416102
921,McIntyre%2C+Vonda+N%2C,teamred | chiscifi,no_lavin_tag,922,scifi,The+entropy+effect,1981,0.09234183
660,Halliday%2C+Brett%2C,teamred | chimyst,no_lavin_tag,661,crime,Murder+is+my+business,1945,0.092220738
508,Marquand%2C+John+P.,teamred | random,no_lavin_tag,509,non_genre,The+unspeakable+gentleman,1922,0.092033176
854,Davis%2C+Dorothy+Salisbury%2C,chirandom | teamblack | chimyst,no_lavin_tag,855,crime,The+little+brothers,1973,0.091953328
604,Heyer%2C+Georgette%2C,chirandom | teamblack,no_lavin_tag,605,non_genre,Regency+buck,1935,0.091871227
752,Crane%2C+Frances%2C,teamblack | chimyst,no_lavin_tag,753,crime,Horror+on+the+Ruby+X,1956,0.091631906
128,Lover%2C+Samuel%2C,teamblack | random,no_lavin_tag,129,non_genre,Rory+O%27More,1837,0.091526903
169,Dickens%2C+Charles%2C,teamred | det100,no_lavin_tag,170,crime,Bleak+house,1853,0.091488961
408,Rose%2C+William+Ganson%2C,teamblack | random,no_lavin_tag,409,non_genre,Putting+Marshville+on+the,1912,0.091377028
787,Caldwell%2C+Taylor%2C,chirandom | teamblack,no_lavin_tag,788,non_genre,Grandmother+and+the+pries,1963,0.091313099
932,Meade%2C+Marion%2C,chirandom | teamblack,no_lavin_tag,933,non_genre,Sybille,1983,0.091288233
353,Meyrink%2C+Gustav%2C,teamred | lockandkey | stew,no_lavin_tag,354,crime,The+Man+on+the+Bottle,1903,0.091217199
527,Ford%2C+Ford+Madox%2C,chirandom | teamred,no_lavin_tag,528,non_genre,No+more+parades,1925,0.091107933
434,Ostrander%2C+Isabel%2C,teamred | det100 | stew,no_lavin_tag,435,crime,At+one-thirty,1915,0.091042469
817,Braun%2C+Lilian+Jackson%2C,chirandom | teamblack | chimyst,no_lavin_tag,818,crime,The+cat+who+ate+Danish+mo,1967,0.091015537
373,Hope%2C+Laura+Lee.,teamred | locdetmyst | juvenile | drop,no_lavin_tag,374,crime,The+Bobbsey+twins+at+the+,1907,0.091012879
144,Dickens%2C+Charles%2C,teamblack | random,no_lavin_tag,145,non_genre,Martin+Chuzzlewit,1844,0.09092748
873,Vonnegut%2C+Kurt%2C,chifantasy | teamblack,no_lavin_tag,874,non_genre,Slapstick,1976,0.090796378
497,Marquand%2C+John+P.,chirandom | teamred,no_lavin_tag,498,non_genre,The+unspeakable+gentleman,1922,0.090715621
554,Berkeley%2C+Anthony%2C,teamblack | chimyst,no_lavin_tag,555,crime,The+poisoned+chocolates+c,1929,0.090539629
192,Dickens%2C+Charles%2C,teamblack | pbgothic,no_lavin_tag,193,gothic,Our+mutual+friend,1865,0.090502897
603,Marsh%2C+Ngaio%2C,chirandom | teamblack | chimyst | cozy,no_lavin_tag,604,crime,The+nursing+home+murder,1935,0.090317094
442,Wells%2C+Carolyn%2C,teamred | det100,no_lavin_tag,443,crime,The+bride+of+a+moment,1916,0.09028628
569,Williams%2C+Charles%2C,chirandom | teamblack,no_lavin_tag,570,non_genre,Many+dimensions,1931,0.090230002
362,Gibbon%2C+Perceval%2C,teamblack | random,no_lavin_tag,363,non_genre,Salvator,1905,0.090144123
582,Snow%2C+C.+P.,teamblack | chimyst | stew,no_lavin_tag,583,crime,Death+under+sail,1932,0.09008167
670,Welty%2C+Eudora%2C,chirandom | teamblack,no_lavin_tag,671,non_genre,Delta+Wedding,1946,0.08975072
960,Gregory%2C+Philippa%2C,chirandom | teamred,no_lavin_tag,961,non_genre,Wideacre,1987,0.089620882
795,Spencer%2C+Elizabeth%2C,chirandom | teamblack,no_lavin_tag,796,non_genre,The+voice+at+the+back+doo,1965,0.089593901
227,Optic%2C+Oliver%2C,teamblack | random,no_lavin_tag,228,non_genre,Getting+an+indorser%2C+and+,1875,0.089468321
774,Robbins%2C+Harold%2C,chirandom | teamred,no_lavin_tag,775,non_genre,The+carpetbaggers,1961,0.089382499
943,Dickson%2C+Gordon+R%2C,teamred | chiscifi,no_lavin_tag,944,scifi,The+forever+man,1986,0.089073436
630,Chandler%2C+Raymond%2C,det100 | teamblack | hardboiled | stew,no_lavin_tag,631,crime,Farewell+My+Lovely,1940,0.088905904
849,Highsmith%2C+Patricia%2C,chirandom | teamred | crime,no_lavin_tag,850,crime,A+dog%27s+ransom,1972,0.08859889
570,Smith%2C+Thorne%2C,chifantasy | teamblack | chiscifi,no_lavin_tag,571,scifi,The+night+life+of+the+god,1931,0.088420169
715,Coxe%2C+George+Harmon%2C,teamred | chimyst,no_lavin_tag,716,crime,The+frightened+fiance,1950,0.088170996
961,Collins%2C+Max+Allan%2C,teamblack | chimyst,no_lavin_tag,962,crime,Spree,1987,0.087969547
816,Fox%2C+Paula%2C,chirandom | teamblack,no_lavin_tag,817,non_genre,Poor+George,1967,0.087849053
428,Bell%2C+J.+J.,teamblack | random,no_lavin_tag,429,non_genre,The+misadventures+of+Jose,1914,0.087360227
