doc_id,oed_ratio_no_set,oed_ratio_set
uiuo.ark+=13960=t4km00443,0.723340522405943,0.286008230452675
uiuo.ark+=13960=t3jw90j80,0.551847536617843,0.242980561555076
uiuo.ark+=13960=t6zw24n6x,0.642301710730949,0.267889248471773
uiuo.ark+=13960=t09w14g77,0.718317715305667,0.285714285714286
mdp.39015021039998,0.634553562169449,0.22892295280355
mdp.39015063967478,0.461502996772706,0.235777126099707
uiuo.ark+=13960=t1rf6b61z,0.709284967905658,0.266990291262136
uva.x000960744,0.674455356135004,0.2995756718529
mdp.39015021040004,0.584312390033487,0.221812662619254
mdp.39015021039980,0.605327995072374,0.226315789473684
uc1.b254212,0.843574879227053,0.347203728362184
ucm.5324200594,0.73198127925117,0.228382571158775
mdp.39015059372105,0.723940114733455,0.269458001541228
uiuo.ark+=13960=t00z7jj1c,0.587730870712401,0.254215304798962
uiuo.ark+=13960=t1ng5958h,0.577484631147541,0.289351851851852
hvd.hwjtfk,0.621984355701935,0.284249501566505
nyp.33433075768253,0.602957312294268,0.219421306444542
dul1.ark+=13960=t41r7h934,0.645672695827628,0.267585884552466
umn.31951002081141q,0.704071825406128,0.210889800820739
uiuo.ark+=13960=t8x92v101,0.665783430489313,0.276694045174538
uc1.b3575696,0.689734014175749,0.277317659631312
uc1.b3575698,0.724482988659106,0.390567428150332
mdp.39015051156498,0.741776821395635,0.265607264472191
nyp.33433074937610,0.688202949262684,0.283612726650701
uc1.b3290572,0.561112496882015,0.227937195452084
hvd.32044014279723,0.517460096187356,0.234401761683386
uiuo.ark+=13960=t15m6kw75,0.516244605488152,0.233678901653124
uiuo.ark+=13960=t44q88m18,0.533631991567297,0.242461387594999
hvd.32044020321865,0.596244376118262,0.205630513751946
uc2.ark+=13960=t0ms3qz4m,0.635387488328665,0.231295425395468
wu.89100297621,0.624946862065108,0.205863847992953
uc2.ark+=13960=t3hx1bd9t,0.812649050844224,0.324489795918367
uc1.b316144,0.647555142173798,0.269810869044769
mdp.39015063994266,0.650358393065511,0.260043431053203
nyp.33433074937438,0.58877331420373,0.231379873920149
nyp.33433074937446,0.55360167782528,0.250130412102243
nyp.33433081585105,0.556171492598927,0.218139171227521
njp.32101032308387,0.710139233357071,0.224971231300345
uc2.ark+=13960=t3rv0jp0n,0.708911019983076,0.277989679156383
nyp.33433074863691,0.768785001217434,0.26429710640237
uc2.ark+=13960=t8ff3s14j,0.765432098765432,0.309428950863214
uc2.ark+=13960=t1mg7hw3f,0.65787613122172,0.215990453460621
njp.32101067634046,0.549566955363091,0.239844425237684
uc2.ark+=13960=t4wh2p202,0.602410383189122,0.234529702970297
mdp.39015030996832,0.647177822177822,0.214745972738538
njp.32101067645505,0.85246972513944,0.273927392739274
hvd.hwjme4,0.712141314810479,0.227287319422151
mdp.39015002313487,0.734763285024155,0.249125728559534
nyp.33433074878889,0.66480875283848,0.244931871053506
mdp.39015000551799,0.719908963947654,0.228741359909982
umn.31951002096159c,0.637844240450104,0.257894736842105
uc1.31822038205001,0.629064680146624,0.259699129057799
nyp.33433074868807,0.809054212865975,0.286849525762625
uc1.b3326097,0.633790650406504,0.214274797493505
nyp.33433074919402,0.579218753385185,0.220194465220643
dul1.ark+=13960=t9n30pf1s,0.63812883836404,0.230294616689804
mdp.39015004880715,0.77236470529949,0.211450960566229
PoeRueMorgue1841,0.535809018567639,0.285067873303167
nnc1.1002365251,0.56216760902424,0.228596262494568
PoeMysteryMarieRoget1842,0.510992275698158,0.260990539788536
njp.32101068601341,0.529070246232397,0.215109061890406
njp.32101007059791,0.937864401132767,0.336661466458658
uc1.b248744,0.793465008534504,0.256370138578453
njp.32101075374379,0.602757990526983,0.195860730839711
uc2.ark+=13960=t7hq42c97,0.68363246718457,0.209963628347845
PoePurloinedLetter1845,0.414646996838778,0.290890269151139
uc2.ark+=13960=t0bv79z1x,0.551586199233291,0.226773226773227
mdp.39015006997806,0.665775563521478,0.263678516228748
uc1.32106010644463,0.566329413909398,0.189954240715122
mdp.39015004274992,0.667130789937808,0.237035739313245
mdp.39076006220961,0.725065526279487,0.237887067395264
nyp.33433074931118,0.751861804222649,0.251720391162622
uiuo.ark+=13960=t3vt1zh5r,0.76558396682792,0.286827747466875
nyp.33433082170576,0.721431698774081,0.286897590361446
uc2.ark+=13960=t9f47kt3k,0.873102374464772,0.307335190343547
mdp.39076006220979,0.795854496947309,0.251037754496936
nyp.33433082514187,0.637426542605289,0.235124760076775
nyp.33433074863782,0.727390599675851,0.271932381229962
uiuo.ark+=13960=t8pc3d497,0.707930498275979,0.262806236080178
inu.30000060903741,0.66503047916076,0.230407124681934
uiuo.ark+=13960=t2j683k08,0.566241237635814,0.182586796186364
uva.x000180089,0.679060573257401,0.234087022610678
uc2.ark+=13960=t8df6mw4h,0.795537474311119,0.260733988966179
nyp.33433022846707,0.504274128735296,0.217919777739191
uiuo.ark+=13960=t2s475w45,0.66927868193691,0.25164171263462
uc2.ark+=13960=t2r49vz0v,0.649873101253835,0.231114808652246
uc2.ark+=13960=t6154fk9b,0.637436830402264,0.218443070207348
mdp.49015001286492,0.68886394543139,0.19263220439691
uc1.b3324210,0.787346803577344,0.267721656189031
nyp.33433074954748,0.787382649021604,0.206002892960463
nyp.33433074920608,0.753117479763728,0.274193548387097
uc2.ark+=13960=t9862rx2r,0.943978530694398,0.373586612392583
uiuo.ark+=13960=t7pn9mm7s,0.743205574912892,0.337055417700579
uc2.ark+=13960=t2h70nx9q,0.879239162488941,0.351373513735137
RecollectionsAD,0.56368345323741,0.234093376764387
nyp.33433074870266,0.593081417342693,0.234134876152594
uiuo.ark+=13960=t9c53x809,0.764203663458553,0.259455170589791
uc1.b3324220,0.698813139835752,0.220612813370474
mdp.39015038723360,0.734726930320151,0.214597831364298
uc1.b3324403,0.690528634361233,0.235005658242173
njp.32101067187755,0.799001524221874,0.250765045902754
dul1.ark+=13960=t4jm31m6k,0.771324218623743,0.262223768922916
uc1.b4101364,0.763314798686943,0.312849162011173
uc2.ark+=13960=t3bz6dj56,0.745677459918265,0.22164667393675
NottingHM,0.66989160619905,0.289099526066351
uc2.ark+=13960=t5n87gd14,0.763498875093742,0.222563828365192
dul1.ark+=13960=t1qf9gh9b,0.691440978173923,0.231929425156517
uc1.b250128,0.734007008393774,0.265734265734266
uc1.b250127,0.738953904943874,0.264341957255343
uc1.b250129,0.741769953422278,0.261719796410394
nyp.33433074929393,0.702277001612037,0.246898002103049
uva.x000380956,0.555053319875368,0.224764468371467
uva.x000237148,0.772579865160868,0.204050016598429
wu.89099780959,0.771322571733039,0.227132435465769
nyp.33433076060874,0.83447482476323,0.269461077844311
uc1.32106006960592,0.600612423447069,0.219899341850561
nyp.33433074945779,0.766824658722208,0.215375499925937
uc2.ark+=13960=t9571nb3d,1.09483142984532,0.322220117446486
dostoevskypunishment,0.759110200497585,0.319860930030422
uiuo.ark+=13960=t42r4bj1d,0.820179922306277,0.322467986030268
mdp.39015030307881,0.617854690289795,0.224627395315827
njp.32101067630820,0.896251238765677,0.233037897310513
uc2.ark+=13960=t1sf2p11n,0.750965428466348,0.241210753901109
nyp.33433075833354,0.635910746431113,0.231009830205541
njp.32101068580768,0.78444666001994,0.369365002423655
uiuo.ark+=13960=t58d0ds3h,0.818181818181818,0.292639138240575
inu.30000007708815,0.696822119484717,0.236519152101153
uiuo.ark+=13960=t48p6974b,0.632595855440985,0.254513888888889
EllisSteamManPrairies1868,0.690062746242522,0.318118304611085
uiuo.ark+=13960=t3223k32d,0.810846686261496,0.305984555984556
mdp.39015004307362,0.678051800639769,0.293291183702143
nyp.33433074880075,0.774379052979322,0.249837627192033
spielhagenskeleton,0.765521549031855,0.324772162386081
uc1.b3386909,0.693978162901128,0.231776077325816
njp.32101067344661,0.826725621698617,0.237265188695211
uc2.ark+=13960=t6251m863,0.804436493738819,0.305742701315367
mdp.39015018606049,0.75271875,0.239640539191213
uva.x030223689,0.5069594803588,0.222359940505702
inu.30000007695723,0.662465091705034,0.214221259700415
njp.32101067707909,0.703499849044334,0.22865692659743
njp.32101031806142,0.645660083160083,0.306115107913669
uc2.ark+=13960=t9t14vb5t,0.653933606184629,0.315808170515098
uc2.ark+=13960=t44q7rc7f,0.817416518567019,0.401328273244782
nyp.33433075818801,0.614136474772172,0.235912129894938
uc2.ark+=13960=t53f4sg3b,0.694894257145385,0.334935304990758
nyp.33433082168877,0.680117887100431,0.337382661512976
njp.32101031806159,0.663240257747775,0.283061159141851
uiuo.ark+=13960=t1qf99m3q,0.697613985353177,0.283932283932284
uc1.b4101416,0.663372956909361,0.280541561712846
uc2.ark+=13960=t9474d81g,0.687541449549976,0.234038424218902
uc1.$b813705,0.596858380933622,0.242017879948914
uiuo.ark+=13960=t0ft97228,0.834124140602305,0.313754104341481
nyp.33433075818611,0.673031496062992,0.263486655309483
vergacastleoftrezza,0.800957592339261,0.430544896392939
mdp.39015010330341,0.39355581127733,0.267916207276736
njp.32101067641678,0.971319643011871,0.342779105496757
mdp.39015026244999,0.690450984543722,0.281520395550062
mdp.39015035566440,0.723263059927973,0.245472837022133
uc2.ark+=13960=t5db7zr5v,0.820845624385447,0.343342981186686
uc2.ark+=13960=t5bc3wr6q,0.629710320342129,0.287423103212577
uiuo.ark+=13960=t2697pf21,0.877265404752316,0.313833028641073
uva.x030743237,1.05249244712991,0.490449148167269
uc1.b3578701,0.579226955377922,0.223151125401929
dul1.ark+=13960=t3dz0xh78,0.558690848830786,0.226229508196721
verajelihovskygeneralswill,0.792057117358322,0.411934552454283
mdp.39015078569723,0.605298457411133,0.255006675567423
nyp.33433074818778,0.526960858854658,0.220806794055202
uva.x030832557,0.648837362492589,0.259533163854865
uc1.$b813836,0.612216988299651,0.257352941176471
mdp.39015062658789,0.879466412577418,0.352329611089719
mdp.39015063559390,1.25187333816775,0.488203266787659
uc1.b318291,0.629487291466504,0.262659380692168
uiuo.ark+=13960=t9474zg09,0.599774351259872,0.232211803640375
coo.31924013476498,1.00330064126745,0.353259034110098
mdp.39015000541717,0.720125786163522,0.296671490593343
uc2.ark+=13960=t5n874v29,0.728021302744777,0.248023304203079
uc2.ark+=13960=t1dj5cf2j,0.812935893761345,0.310673443456163
njp.32101063580268,0.748998822143699,0.294811968158111
uiuo.ark+=13960=t7cr65585,0.703001876172608,0.279718137254902
uc1.b117774,0.596613705665222,0.26913803496082
mdp.39015059642994,0.775675179129157,0.328718177757928
uc2.ark+=13960=t4bn9zk9h,0.64407796101949,0.193974473137429
inu.30000042783591,0.729096530401924,0.265760487461917
njp.32101013621246,0.828041914294651,0.296569322370286
uc1.b4107807,0.760752442699297,0.252933507170795
uc2.ark+=13960=t0js9hc64,0.811271460562329,0.272582841579664
uc2.ark+=13960=t0cv4hf87,0.749374687343672,0.313740458015267
dul1.ark+=13960=t3zs3df24,0.766664834862889,0.271836950767602
uc1.b4104961,0.913690476190476,0.327658207516865
nyp.33433074939723,0.780039495670667,0.302129097668131
uc2.ark+=13960=t1gh9jr4d,0.735702020869106,0.298157453936348
nnc1.0040976017,0.78448275862069,0.302240623477837
nnc1.0022035958,0.597376130429245,0.246993746993747
uva.x000674483,0.713161323951003,0.24056504322159
uva.x001307832,0.761127300307373,0.248101831174632
nyp.33433074866686,0.846194865544298,0.313371616078753
uc2.ark+=13960=t2h70dt42,0.666594336552023,0.29312132734186
dul1.ark+=13960=t66401k8k,0.527358592986646,0.223880597014925
nyp.33433075761720,0.754287954523179,0.305521472392638
uc2.ark+=13960=t4cn73z09,0.716840199185152,0.299353912419239
nyp.33433074864889,0.696800179010964,0.235335358728675
nnc1.0111708131,0.788831924622419,0.278260869565217
nnc1.0040976025,0.641499699028291,0.269552012148823
mdp.39015007007282,0.551982618142314,0.281278538812785
mdp.39015066036578,0.8810147299509,0.268279472829031
uc1.b3325448,0.732425068119891,0.291524459613197
mdp.39015066083661,0.89120177629753,0.34211545912437
nyp.33433075737753,0.704095004095004,0.28112693123296
mdp.39015012876820,0.890658747300216,0.336147352264006
nyp.33433039680552,0.698384283484807,0.24622030237581
coo.31924014157121,0.771773281387458,0.307230723072307
nyp.33433076056781,0.670570546806995,0.262909691110587
uc1.b3578934,0.653445133065986,0.254502369668246
uc1.$b382267,0.714830318433249,0.267830791933104
nyp.33433079897819,0.870187462205201,0.407949790794979
uc1.b4105364,0.629244044269368,0.27136690647482
njp.32101068138443,0.557255352309081,0.240542763157895
mdp.39015049217741,0.807895583436739,0.269471799462847
nyp.33433075843544,0.658211993111007,0.263341378385626
njp.32101013566920,0.650746086105675,0.250704225352113
nyp.33433075827018,0.543619424054207,0.226517832834195
nyp.33433075727168,0.630537337475549,0.284978800726832
uc2.ark+=13960=t45q4sn3p,0.767480916030534,0.33076593923834
uva.x000885514,0.63766749713824,0.238459855611464
uc1.b4105459,0.821257258268114,0.304332874828061
uc2.ark+=13960=t48p64044,0.905055487053021,0.312397596941562
nyp.33433075765705,0.773487202248853,0.27982133473463
nyp.33433082173273,0.855732555530626,0.365153886280647
uc2.ark+=13960=t9668pw05,0.832799487508008,0.404255319148936
mdp.39015063949229,0.724313496369251,0.245140167792101
inu.30000007703436,0.765295615889015,0.275650466372116
uc1.b4104774,0.675907284084456,0.208448250834664
uc2.ark+=13960=t17m0b23x,0.834101787204145,0.271942800788955
dul1.ark+=13960=t98637h6g,0.702970297029703,0.294471605866867
mdp.39015011950766,0.620175230878522,0.29895271342431
nyp.33433074897426,0.700007129108149,0.252198056455345
palmarinishadows,0.740810556079171,0.381282495667244
uva.x000459624,0.782832042882668,0.266449837378034
StokerDracula1897,1.02246103873665,0.268021097870678
nyp.33433074915269,0.807123761597735,0.284758138119866
uc1.b3578887,0.666390842642394,0.216595931508854
uc1.b249346,0.795239968528718,0.386852821407795
wu.89069113231,0.702494449523312,0.300353356890459
njp.32101076806486,1.02666666666667,0.435370152761457
uc1.b249543,0.846571223115644,0.315337763012182
JamesTurnOfScrew1898,0.74837698679203,0.271699489423778
uc1.b244810,0.740072469126673,0.248816412414519
nyp.33433074866413,1.00586377988272,0.304706853839802
uva.x000676502,0.717632552404439,0.289869864761419
uc1.b4104310,0.787284894837476,0.270975918884664
nyp.33433074876388,0.92158400313664,0.310576043889058
dul1.ark+=13960=t80k32x0x,0.628303198887344,0.241325966850829
nnc1.cu01664417,0.791227714748784,0.301034807149577
mdp.39076002720709,0.827280405405405,0.380815347721823
nyp.33433076024060,0.665145067698259,0.27116212338594
njp.32101021206436,0.724958210106725,0.254830031792614
11274,0.920001912685889,0.263196751568845
nyp.33433074954656,0.822419928825623,0.355035128805621
uc2.ark+=13960=t45q4tp5h,0.755102040816326,0.255989639542413
njp.32101063580995,0.596712905736392,0.237250959605191
inu.39000002156706,1.05887593733759,0.401299169974738
mdp.39015030365178,0.606915377616015,0.417218543046358
nyp.33433074850870,0.871344733380553,0.279681467181467
nyp.33433075763080,0.551333234757751,0.242566143760243
uc1.32106001959946,0.738397129186603,0.264679911699779
mdp.39015039487205,0.897040878584503,0.475871313672922
uc1.b4103074,0.758756254467477,0.258204549400938
uc2.ark+=13960=t7tm74c51,0.615399534522886,0.273953357684743
nyp.33433074850961,0.643895798527319,0.22374541003672
nyp.33433074857248,0.794455616202241,0.281283138918346
mdp.39076002621501,0.866216883330591,0.37221269296741
nyp.33433081593646,0.738131699846861,0.442622950819672
uc1.32106001980371,1.30044052863436,0.771386430678466
dul1.ark+=13960=t1qf9cr59,0.676171079429735,0.331435079726651
uc1.b3578940,0.752695372664568,0.289451236849588
nyp.33433074941562,0.691004022939314,0.277947464874771
nyp.33433068179716,0.778887866438806,0.319937573156457
uc1.b3324205,0.782229965156794,0.264083015671326
wu.89004395398,0.667259094695918,0.302148302148302
RedThumbMark,0.574044349325248,0.233449477351916
nyp.33433082332010,0.80018153526971,0.447647058823529
mdp.39015063941135,0.622289423218764,0.214765100671141
nyp.33433074870282,0.840977919718077,0.265108072342303
nyp.33433075766463,0.714827269948028,0.256528772821817
njp.32101066455278,0.783233205898416,0.289724310776942
uc2.ark+=13960=t10p0xs0f,0.628640358435292,0.270802266626901
uc2.ark+=13960=t3707xt9q,0.788934564323742,0.285455095252495
coo.31924013525971,0.727826542643784,0.251659145208389
uc2.ark+=13960=t9s17v81t,0.78678961234475,0.30601256356566
uc2.ark+=13960=t4qj79t1j,0.609592603293846,0.267258665138929
uc2.ark+=13960=t0pr7n71q,0.666704683698297,0.228630771688768
nyp.33433075746895,0.654521710741104,0.254014989293362
mdp.39015011950758,0.585105824273935,0.264313193030097
uc2.ark+=13960=t7hq41f5s,0.743141550771576,0.243547044129892
uc2.ark+=13960=t83j39v3z,0.791408835803713,0.301578510108003
uc2.ark+=13960=t40r9p16h,0.748957948609719,0.273291925465839
nyp.33433076060080,0.804772569310371,0.269052885582144
inu.30000011752437,0.68912982521731,0.214444857036762
mdp.39015006963881,0.752524919136577,0.296987557301899
nyp.33433074848668,0.732375044733389,0.260144927536232
njp.32101068574530,0.692124722064223,0.260416666666667
uva.x001752097,0.649943123989702,0.275447154471545
nyp.33433075968796,0.696229997287768,0.342494714587738
uc1.$b807274,0.860182859439365,0.254517843583903
nyp.33433076073786,0.645182249366513,0.252873563218391
uc2.ark+=13960=t5j961w9x,0.706142671605176,0.232131289138415
uc2.ark+=13960=t3pv6dr2h,0.8139320516197,0.322662786467806
uc2.ark+=13960=t3xs5jt7k,0.989289617486339,0.40843621399177
uc1.32106001930137,0.798618664346313,0.260773480662983
uc2.ark+=13960=t5v69m62h,0.7518406236466,0.337867647058824
uc1.b3578339,1.02124336144955,0.364298093587522
mdp.39076002194574,0.756572323526121,0.346844535659312
uc2.ark+=13960=t2794143s,0.676109350237718,0.272630173564753
uc2.ark+=13960=t6zw19x28,0.651148656861553,0.264811242766602
mdp.39015074379739,0.642556481401941,0.281015037593985
uc2.ark+=13960=t0xp6w75n,0.70237615787354,0.430086788813886
coo.31924051019580,0.745282309600782,0.277117973079968
mdp.39015001553547,0.928589976629447,0.418272218769422
ien.35556027278860,0.831268723180309,0.291771269177127
uc1.b4095602,0.720362128262189,0.264990328820116
uc1.b3123600,0.717041543264228,0.283685968819599
mdp.39015085433426,0.874921036007581,0.365163572060124
nyp.33433076053762,0.849556313993174,0.404128191200435
mdp.39015031332862,0.72539969228711,0.269962917181706
mdp.39015048759016,0.752780920060332,0.254278192189557
mdp.39076002657265,0.781288782816229,0.326976559396106
uc2.ark+=13960=t3222sk2s,0.760846372688478,0.247089262613195
inu.30000118528748,0.728890326755095,0.343020485945688
mdp.39015083943665,0.753799731783639,0.37272323411817
uc2.ark+=13960=t8z89353s,0.739537074417979,0.272677143644886
uva.x000429691,0.738237991112365,0.28972230174635
uc2.ark+=13960=t5x63bm4w,0.835458937198068,0.323446768654386
uva.x000315604,0.768361734253667,0.239751552795031
uc2.ark+=13960=t1bk18j97,0.707875457875458,0.408498971898561
nyp.33433076047871,0.701247108518556,0.245562794877556
nyp.33433074879481,0.728234622645651,0.241311003061408
mdp.39015000613680,0.655927670953776,0.244502246393947
inu.39000005852087,0.794857462269424,0.343635624237495
uc2.ark+=13960=t1zc7v45r,0.626691300331468,0.225273670059535
nyp.33433075749287,0.747463668768851,0.283998799159412
nyp.33433074841895,0.782742365238778,0.227941176470588
nyp.33433074949615,0.809908536585366,0.256395786305493
nyp.33433075741243,0.864323548885456,0.277078707130521
mdp.39076002286230,0.820989379541643,0.334751773049645
umn.319510024638086,0.678281461434371,0.317092034029389
nyp.33433076076144,0.857563850687623,0.284340659340659
uc2.ark+=13960=t53f4nk4h,0.841209969676799,0.29465776293823
nyp.33433076081649,0.911006289308176,0.35737308622079
uc1.b3728033,0.753529937444147,0.369156367544331
nyp.33433074968045,0.72849713295106,0.271122994652406
uc2.ark+=13960=t3125st2r,0.835314880178339,0.282484407484408
uva.x001705067,0.860677864427115,0.265561843168957
mdp.39076002607435,0.883755042170884,0.325815738963532
mdp.39015010776881,0.874893253629377,0.328808864265928
nyp.33433082530043,0.659938208032956,0.354533734422003
nyp.33433068179559,0.807690454392136,0.258871436881908
uc2.ark+=13960=t2h70dm6b,1.1542873129109,0.462025316455696
uc2.ark+=13960=t7pn9035n,1.0842523955885,0.392422662495655
nyp.33433074807342,0.777318016006969,0.319444444444444
nyp.33433082485636,0.814373420007223,0.395804195804196
nyp.33433076054620,0.692392624489345,0.254017750059966
uc2.ark+=13960=t1pg1k81k,0.900496660387053,0.353049060064191
uc2.ark+=13960=t7np1xq4d,0.783736836391271,0.33352534562212
nyp.33433082251855,0.799719642544244,0.266213262084042
mdp.39015013429249,0.750192752505783,0.246210569438755
mdp.39076002660483,0.758691649518033,0.355813953488372
nyp.33433082524822,0.921985815602837,0.547722342733189
nyp.33433074926712,0.705947955390335,0.264973199720345
LindsayVoyageToArcturus1920,0.841419073343029,0.252141699467469
4485,0.985586624387431,0.329355608591885
4463,0.936976170912079,0.301835690640987
nyp.33433082514302,0.754306510311363,0.28070611636002
4459,0.840781124318527,0.258015843078084
4458,0.805333142693737,0.286993285252425
4497,0.925149468126407,0.262695816835944
mdp.39015063960556,0.773086536512869,0.289490445859873
nyp.33433075746812,0.696189290161893,0.232969746861494
nyp.33433074970710,0.679574732267577,0.267862864466517
mdp.39015031235545,1.1424544258598,0.522277227722772
4449,0.674788935410804,0.240559440559441
nyp.33433076047608,0.717950052029136,0.248249522597072
4625,0.619099690176781,0.319367588932806
4529,1.11476817401259,0.550221565731167
mdp.39076002194368,0.852475496355868,0.343065693430657
4528,0.664331070724765,0.341463414634146
4599,0.882067851373183,0.4875
nyp.33433075732655,0.788595191979036,0.259867135599844
mdp.39015002753815,0.723402574836111,0.267424242424242
4605,1.00092980009298,0.343974960876369
4514,0.802582496413199,0.383923215356929
4611,0.951990525644529,0.326997422680412
uc1.32106002123104,0.772017923362176,0.242647058823529
dul1.ark+=13960=t16m3xm4f,0.676707907477138,0.275515463917526
4705,0.809865635928585,0.321652526742899
njp.32101067301786,0.740042928690675,0.382749326145553
4708,0.686967883334738,0.234721681588167
uc2.ark+=13960=t93776z9n,0.702968270214944,0.253784505788068
mdp.39015063096088,0.8816,0.386067415730337
uc1.31822033251729,0.816247906197655,0.335380255077941
nyp.33433074968417,0.647180762852405,0.32103134479272
nyp.33433076073893,0.900861728199858,0.276897689768977
4730,0.876502969723309,0.341478129713424
4720,0.698018918436552,0.294957801341701
4655,0.76826043847086,0.261082474226804
mdp.39015062473205,0.806416131989001,0.321010248901903
4698,0.710301342307841,0.269603880355699
4690,1.11259008677747,0.3904
nyp.33433076072051,0.722994410031727,0.25351379489849
mdp.39015085351131,0.675159903533606,0.336807002917882
4748,0.658864541832669,0.298554913294798
uc2.ark+=13960=t9c53g45j,0.725458898643256,0.282762524766487
uc2.ark+=13960=t70v8bj6k,0.742137905873769,0.27183787561146
uc2.ark+=13960=t23b5ww6x,0.829741192763784,0.295473713803767
11113,0.708909370199693,0.261609907120743
11114,0.80327868852459,0.284453981878875
11109,0.734287174246295,0.28716020821284
10008,0.70582555519794,0.282926829268293
11018,0.641231246766684,0.237106918238994
10216,0.770469353031498,0.24845908607864
11123,0.587079731027858,0.231758704812597
11121,0.831608054452638,0.299292214357937
10235,0.858265812069174,0.336437246963563
11022,0.664321747581802,0.241894197952218
11156,0.780039234919078,0.277912294861447
11148,0.808071675160283,0.293259883344135
11141,0.697674418604651,0.264293721973094
11166,0.708419216743301,0.308068459657702
11169,0.793647205109365,0.283414774360448
10265,0.601250854049509,0.218695652173913
10250,0.808370947886746,0.408521303258145
