doc_id,gl_ratio_no_set,gl_ratio_set
mdp.39015021040004,0.887018452573648,0.406377998829725
mdp.39015021039980,0.936506995494427,0.407664537628437
uc1.b254212,1.70237769882482,0.607565011820331
ucm.5324200594,1.22292993630573,0.422350922350922
mdp.39015059372105,1.2111273289259,0.446688741721854
uiuo.ark+=13960=t00z7jj1c,0.919813760993275,0.408514121981171
uiuo.ark+=13960=t1ng5958h,0.958060492672279,0.486474881923572
hvd.hwjtfk,0.970921305182342,0.463851109520401
nyp.33433075768253,0.902133794694348,0.372925994205952
dul1.ark+=13960=t41r7h934,1.08698328935796,0.473818646232439
umn.31951002081141q,1.11003093866197,0.403358342265095
uiuo.ark+=13960=t8x92v101,1.10448891292591,0.487521968365554
uc1.b3575696,1.13163256267163,0.49535192563081
uc1.b3575698,1.20698051948052,0.644691780821918
mdp.39015051156498,1.15836012861736,0.442128189172371
nyp.33433074937610,1.13086749851456,0.478059071729958
uc1.b3290572,1.00274390243902,0.374547846103256
hvd.32044014279723,0.843320949765789,0.394140742977952
uiuo.ark+=13960=t15m6kw75,0.818173328352634,0.36783169324737
uiuo.ark+=13960=t44q88m18,0.890825905182614,0.386728395061728
hvd.32044020321865,0.976644560695308,0.386273734177215
uc2.ark+=13960=t0ms3qz4m,1.05324707638716,0.418298743057586
wu.89100297621,1.02292832143743,0.385887980865059
uc2.ark+=13960=t3hx1bd9t,1.37475198412698,0.564274447949527
uc1.b316144,1.09399240798812,0.453511053315995
mdp.39015063994266,1.14979539091105,0.433417538794659
nyp.33433074937438,0.922708997643144,0.392465143874221
nyp.33433074937446,0.843014838943178,0.422073791348601
nyp.33433081585105,0.877634519511776,0.405318661164603
njp.32101032308387,1.13851626322612,0.412948381452318
uc2.ark+=13960=t3rv0jp0n,1.20585030592574,0.480920845159256
nyp.33433074863691,1.21594400819392,0.43609022556391
uc2.ark+=13960=t8ff3s14j,1.29248649199715,0.523876901308808
uc2.ark+=13960=t1mg7hw3f,1.06998596879119,0.395867964853954
njp.32101067634046,0.876332788543856,0.416170212765957
uc2.ark+=13960=t4wh2p202,0.970540098199673,0.418852459016393
mdp.39015030996832,1.1057927127088,0.413473423980223
njp.32101067645505,1.44437569607722,0.447558509101416
hvd.hwjme4,1.41168409664623,0.420131291028446
mdp.39015002313487,1.19249695493301,0.43390243902439
nyp.33433074878889,1.28729416548079,0.432065875514652
mdp.39015000551799,1.41911580454627,0.412652068126521
umn.31951002096159c,1.07251566696509,0.43172268907563
uc1.31822038205001,0.955183217545294,0.423362592842674
nyp.33433074868807,1.30749229001633,0.464297358982719
uc1.b3326097,1.19492763245253,0.411195577055978
nyp.33433074919402,0.911837655016911,0.409476978095664
dul1.ark+=13960=t9n30pf1s,1.0610149979214,0.419309039280644
mdp.39015004880715,1.38120454395641,0.396951219512195
PoeRueMorgue1841,0.803300774671607,0.448994787788533
nnc1.1002365251,0.932212401143085,0.405162412993039
PoeMysteryMarieRoget1842,0.780575539568345,0.419518377693283
njp.32101068601341,0.843394105283738,0.38781163434903
njp.32101007059791,1.56329377472413,0.548015873015873
uc1.b248744,1.27569331158238,0.431262879010892
njp.32101075374379,1.00226139981774,0.374670648164412
uc2.ark+=13960=t7hq42c97,1.38268809087314,0.397770219198791
PoePurloinedLetter1845,0.670502725620836,0.440045248868778
uc2.ark+=13960=t0bv79z1x,0.932639611515782,0.418402777777778
mdp.39015006997806,1.27994700335126,0.439580995136551
uc1.32106010644463,0.926271627422922,0.369731460074693
mdp.39015004274992,1.0481437531785,0.433862433862434
mdp.39076006220961,1.27424867413082,0.435294117647059
nyp.33433074931118,1.34739774075411,0.447230642050152
uiuo.ark+=13960=t3vt1zh5r,1.13449391465106,0.467336683417085
nyp.33433082170576,1.1466581795035,0.45219298245614
uc2.ark+=13960=t9f47kt3k,1.44796053423174,0.511411992263056
mdp.39076006220979,1.384835956255,0.425837320574163
nyp.33433082514187,1.01156567652024,0.406228688338259
nyp.33433074863782,1.19907729254882,0.438336856941508
uiuo.ark+=13960=t8pc3d497,1.181376311077,0.447170428524697
inu.30000060903741,1.12289319513294,0.411505353768633
uiuo.ark+=13960=t2j683k08,0.98342378444159,0.381067125645439
uva.x000180089,1.10529081990189,0.40855614973262
uc2.ark+=13960=t8df6mw4h,1.38067288544178,0.448027551659361
nyp.33433022846707,0.847790794611908,0.377927254608869
uiuo.ark+=13960=t2s475w45,1.13728786423311,0.438069524130948
uc2.ark+=13960=t2r49vz0v,1.02729844413013,0.404052734375
uc2.ark+=13960=t6154fk9b,1.00743494423792,0.383830845771144
mdp.49015001286492,1.17584705141198,0.378917378917379
uc1.b3324210,1.48084471225607,0.458190861050668
nyp.33433074954748,1.51012909059428,0.390425740631744
nyp.33433074920608,1.3302299337001,0.48997867803838
uc2.ark+=13960=t9862rx2r,1.5858147229115,0.634146341463415
uiuo.ark+=13960=t7pn9mm7s,1.83710582317663,0.581344902386117
uc2.ark+=13960=t2h70nx9q,1.46472727272727,0.609164420485175
RecollectionsAD,0.903914590747331,0.405331717661315
nyp.33433074870266,0.992682799351905,0.398004725649777
uiuo.ark+=13960=t9c53x809,1.31570050710948,0.453687521845509
uc1.b3324220,1.19232033904497,0.427720504009164
mdp.39015038723360,1.174455667789,0.400513179379519
uc1.b3324403,1.18710155670867,0.430166076776477
njp.32101067187755,1.61560366208396,0.451455060520216
dul1.ark+=13960=t4jm31m6k,1.52424963396779,0.49808847624249
uc1.b4101364,1.67283889494009,0.499150382327952
uc2.ark+=13960=t3bz6dj56,1.42722254503196,0.429111111111111
NottingHM,1.01284125379171,0.450470640968176
uc2.ark+=13960=t5n87gd14,1.45769985974755,0.432531155994843
dul1.ark+=13960=t1qf9gh9b,1.44585214637105,0.452358926919519
uc1.b250128,1.28707512448582,0.465976331360947
uc1.b250127,1.29128875764607,0.463097514340344
uc1.b250129,1.30174060708979,0.454784240150094
nyp.33433074929393,1.08140606991932,0.425895316804408
uva.x000380956,0.878058366905768,0.418060200668896
uva.x000237148,1.4923592918949,0.403270291568164
wu.89099780959,1.49754523776126,0.466340269277846
nyp.33433076060874,1.4453202987849,0.473454545454545
uc1.32106006960592,0.973195139385275,0.388614504808942
nyp.33433074945779,1.22508578248545,0.398408136192792
uc2.ark+=13960=t9571nb3d,2.12772984964259,0.591152019002375
dostoevskypunishment,1.19159042927516,0.519409513395298
uiuo.ark+=13960=t42r4bj1d,1.46476009758742,0.532660902977906
mdp.39015030307881,1.052555432186,0.39792899408284
njp.32101067630820,1.73208813658252,0.467758710348414
uc2.ark+=13960=t1sf2p11n,1.3303407063355,0.435372408497568
nyp.33433075833354,1.05694472565297,0.406259140099444
njp.32101068580768,1.32453333333333,0.622742474916388
uiuo.ark+=13960=t58d0ds3h,1.61489299893483,0.498043818466354
inu.30000007708815,1.22149514178069,0.412834765032845
uiuo.ark+=13960=t48p6974b,1.10676673526207,0.425514057910197
EllisSteamManPrairies1868,1.15608417200366,0.519196692262256
uiuo.ark+=13960=t3223k32d,1.35013640137587,0.508114856429463
mdp.39015004307362,1.12641138929799,0.5
nyp.33433074880075,1.25503010343231,0.447894893998208
spielhagenskeleton,1.28309509011809,0.557861961598339
uc1.b3386909,1.26019738076476,0.423117709437964
njp.32101067344661,1.48385202583676,0.432629462041227
uc2.ark+=13960=t6251m863,1.60942695090945,0.514110429447853
mdp.39015018606049,1.32966545747682,0.427891837756635
uva.x030223689,0.731522008423487,0.375522388059702
inu.30000007695723,1.0746383363472,0.390909090909091
njp.32101067707909,1.32293691192349,0.426027755957057
njp.32101031806142,1.20602974458455,0.509325044404973
uc2.ark+=13960=t9t14vb5t,1.22261943451414,0.52343059239611
uc2.ark+=13960=t44q7rc7f,1.75333421365377,0.626934097421203
nyp.33433075818801,1.09919373416264,0.410675717371182
uc2.ark+=13960=t53f4sg3b,1.32460372157133,0.563819577735125
nyp.33433082168877,1.09361587982833,0.517938682322244
njp.32101031806159,1.19704942679947,0.466692337312283
uiuo.ark+=13960=t1qf99m3q,1.19932328514303,0.473325310870437
uc1.b4101416,1.19660370504904,0.464474678760393
uc2.ark+=13960=t9474d81g,1.2609333605054,0.413037447988904
uc1.$b813705,1.03711857151593,0.427516976675524
uiuo.ark+=13960=t0ft97228,1.55854076122745,0.536903039073806
nyp.33433075818611,1.12828843106181,0.440429338103757
vergacastleoftrezza,1.37824529991047,0.734343434343434
mdp.39015010330341,0.527833285755067,0.389455782312925
njp.32101067641678,1.76960332103321,0.573192239858907
mdp.39015026244999,1.15289530446325,0.461968680089485
mdp.39015035566440,1.26126034112961,0.427063935443824
uc2.ark+=13960=t5db7zr5v,1.40807118686552,0.555006735518635
uc2.ark+=13960=t5bc3wr6q,1.07019367028814,0.448151125401929
uiuo.ark+=13960=t2697pf21,1.57010508849558,0.553655408294143
uva.x030743237,2.43522890576884,0.928902627511592
uc1.b3578701,0.881860147033681,0.3657824933687
dul1.ark+=13960=t3dz0xh78,0.798877687838308,0.375190258751903
verajelihovskygeneralswill,1.31163816878103,0.713945172824791
mdp.39015078569723,0.955859576664946,0.394849785407725
nyp.33433074818778,0.840402640504759,0.397949673811743
uva.x030832557,1.32267787012513,0.433494363929147
uc1.$b813836,1.05541490857947,0.440875397105542
mdp.39015062658789,2.10969473331097,0.659562211981567
mdp.39015063559390,2.19190358467244,0.818840579710145
uc1.b318291,1.05089947089947,0.422597864768683
uiuo.ark+=13960=t9474zg09,1.01174512161287,0.386254295532646
coo.31924013476498,1.66001866106835,0.57713794585303
mdp.39015000541717,1.05403635172753,0.481399468556244
uc2.ark+=13960=t5n874v29,1.28642948444823,0.432091346153846
uc2.ark+=13960=t1dj5cf2j,1.44669805625981,0.545052292839903
njp.32101063580268,1.45964398927091,0.526711813393529
uiuo.ark+=13960=t7cr65585,1.06098877374784,0.477106579453636
uc1.b117774,1.03741268778107,0.484690067214339
mdp.39015059642994,1.32878297084683,0.524479459763647
uc2.ark+=13960=t4bn9zk9h,1.22351292713795,0.39047619047619
inu.30000042783591,1.21542394546229,0.463211772232885
njp.32101013621246,1.24741154227064,0.484992679355783
uc1.b4107807,1.35231232650168,0.457478005865103
uc2.ark+=13960=t0js9hc64,1.5576140593888,0.495709570957096
uc2.ark+=13960=t0cv4hf87,1.31896551724138,0.506692160611855
dul1.ark+=13960=t3zs3df24,1.24656112120426,0.451550387596899
uc1.b4104961,1.65320910973085,0.580911062906725
nyp.33433074939723,1.31673270893372,0.479174627435995
uc2.ark+=13960=t1gh9jr4d,1.29585253456221,0.50124599501602
nnc1.0040976017,1.29763042231989,0.504851120776179
nnc1.0022035958,0.948509284604572,0.428748068006182
uva.x000674483,1.37199384787472,0.449047475052918
uva.x001307832,1.21833317566928,0.4157134256472
nyp.33433074866686,1.57052478738851,0.555047619047619
uc2.ark+=13960=t2h70dt42,1.19296331651439,0.476393024245002
dul1.ark+=13960=t66401k8k,0.778028331887829,0.362111630464669
nyp.33433075761720,1.36831534019583,0.492116579073101
uc2.ark+=13960=t4cn73z09,1.23085665577497,0.476190476190476
nyp.33433074864889,1.036866359447,0.394626865671642
nnc1.0111708131,1.35403561619562,0.493914157591288
nnc1.0040976025,1.04102884515256,0.443033854166667
mdp.39015007007282,0.874903275728656,0.43209229155742
mdp.39015066036578,1.41203941291183,0.462864721485411
uc1.b3325448,1.24264878852035,0.564522736583367
mdp.39015066083661,1.47951891232351,0.592189817103312
nyp.33433075737753,1.24302101309512,0.48048503220917
mdp.39015012876820,1.46647622248362,0.574540174249758
nyp.33433039680552,1.09128136014928,0.420333084762615
coo.31924014157121,1.42979365878208,0.579789473684211
nyp.33433076056781,1.18960746130983,0.470880211780278
uc1.b3578934,1.09994518545587,0.450718015665796
uc1.$b382267,1.24010180995475,0.475116124751161
nyp.33433079897819,1.42621359223301,0.681730148482892
uc1.b4105364,1.11167821120428,0.465432565168115
njp.32101068138443,0.794730474526146,0.412433862433862
mdp.39015049217741,1.42258792775665,0.477685441674361
nyp.33433075843544,1.150801504057,0.459340659340659
njp.32101013566920,1.10760911548861,0.444444444444444
nyp.33433075827018,0.777422235451704,0.398612425102491
nyp.33433075727168,1.01568682871679,0.46996879875195
uc2.ark+=13960=t45q4sn3p,1.21103547115729,0.514866204162537
uva.x000885514,1.0913280268119,0.429887106357695
uc1.b4105459,1.2832334091379,0.481465329262974
uc2.ark+=13960=t48p64044,1.59844240251009,0.51472602739726
nyp.33433075765705,1.4347216659992,0.520121488230828
nyp.33433082173273,1.31623931623932,0.617182564750474
uc2.ark+=13960=t9668pw05,1.55339539978094,0.70285316631872
mdp.39015063949229,1.28672772513103,0.436363636363636
inu.30000007703436,1.33726188844731,0.468699318845281
uc1.b4104774,1.08014025334049,0.408237157727993
uc2.ark+=13960=t17m0b23x,1.41204583718025,0.468381897086175
dul1.ark+=13960=t98637h6g,1.16438796847354,0.487864077669903
mdp.39015011950766,1.04438095238095,0.501586042823156
nyp.33433074897426,1.23995956254021,0.441148922884796
palmarinishadows,1.26440879382056,0.679266895761741
uva.x000459624,1.32003798670465,0.461163357715082
StokerDracula1897,1.69573226895916,0.461081234078687
nyp.33433074915269,1.33972194637537,0.47265625
uc1.b3578887,1.10764787032247,0.405895691609977
uc1.b249346,1.23023973415618,0.571236559139785
wu.89069113231,1.13822330888346,0.48963963963964
njp.32101076806486,1.86819705958215,0.74762946754194
uc1.b249543,1.51461988304094,0.535195936139332
JamesTurnOfScrew1898,1.23322639140745,0.451612903225806
uc1.b244810,1.25912596401028,0.474816369359916
nyp.33433074866413,1.86093275947224,0.556941778630838
uva.x000676502,1.27305691313259,0.468926553672316
uc1.b4104310,1.39638472032742,0.461964038727524
nyp.33433074876388,1.59783335562391,0.549498473615351
dul1.ark+=13960=t80k32x0x,1.13293943870015,0.435399321615788
nnc1.cu01664417,1.5083426028921,0.56635596981802
mdp.39076002720709,1.57388836329234,0.599652375434531
nyp.33433076024060,1.10898679227856,0.443786982248521
njp.32101021206436,1.2473331679484,0.455234159779614
11274,1.52579402664646,0.484044139576499
nyp.33433074954656,1.43141744904969,0.630434782608696
uc2.ark+=13960=t45q4tp5h,1.34656153725654,0.442170818505338
njp.32101063580995,1.04949836818566,0.457040572792363
inu.39000002156706,2.19022668947819,0.704511650966782
mdp.39015030365178,0.996606334841629,0.709090909090909
nyp.33433074850870,1.37473910191425,0.465625
nyp.33433075763080,0.888016184695942,0.406958682820752
uc1.32106001959946,1.36165206101915,0.465593434343434
mdp.39015039487205,1.98276274838401,0.839495040577096
uc1.b4103074,1.34179613489958,0.469139004149378
uc2.ark+=13960=t7tm74c51,1.19639855942377,0.455228981544771
nyp.33433074850961,0.988567635344446,0.403347554972104
nyp.33433074857248,1.55478018143754,0.509287925696594
mdp.39076002621501,1.56444743331092,0.639608520437536
nyp.33433081593646,1.22318007662835,0.706806282722513
uc1.32106001980371,2.8627325208467,1.38252427184466
dul1.ark+=13960=t1qf9cr59,1.17625553203771,0.550445800093853
uc1.b3578940,1.22810574116121,0.491160645657187
nyp.33433074941562,1.16515763063161,0.481308411214953
nyp.33433068179716,1.33464244804451,0.557504873294347
uc1.b3324205,1.3682383569569,0.464705882352941
wu.89004395398,1.15510430383256,0.499330058061635
RedThumbMark,0.846656340494309,0.383082952318746
nyp.33433082332010,1.54474370112945,0.735820895522388
mdp.39015063941135,1.07266921476607,0.404147698533131
nyp.33433074870282,1.54983635822672,0.489690721649485
nyp.33433075766463,1.32692307692308,0.468586387434555
njp.32101066455278,1.40123503275849,0.525780955965374
uc2.ark+=13960=t10p0xs0f,1.06221904372701,0.447622585438336
uc2.ark+=13960=t3707xt9q,1.57399697199092,0.519607843137255
coo.31924013525971,1.32526513855628,0.437281009110021
uc2.ark+=13960=t9s17v81t,1.59248516809492,0.565751741089717
uc2.ark+=13960=t4qj79t1j,1.11044234952864,0.472482216398353
uc2.ark+=13960=t0pr7n71q,1.10729451731622,0.411079410366144
nyp.33433075746895,1.0423159293996,0.434531886024423
mdp.39015011950758,0.962893081761006,0.446258084385587
uc2.ark+=13960=t7hq41f5s,1.32724189902035,0.466748017083588
uc2.ark+=13960=t83j39v3z,1.5406810766721,0.563651591289782
uc2.ark+=13960=t40r9p16h,1.45650802551342,0.480690737833595
nyp.33433076060080,1.37251589825119,0.470605187319885
inu.30000011752437,1.19904953390605,0.401451702959241
mdp.39015006963881,1.48759956553222,0.540224719101124
nyp.33433074848668,1.13039131676664,0.43718112244898
njp.32101068574530,1.20440620518837,0.450926561427591
uva.x001752097,1.10899882560188,0.452219112355058
nyp.33433075968796,1.38254570541566,0.577848101265823
uc1.$b807274,1.62059747561043,0.530691530691531
nyp.33433076073786,1.33819367012608,0.437747470303564
uc2.ark+=13960=t5j961w9x,1.06468051744414,0.411353711790393
uc2.ark+=13960=t3pv6dr2h,1.37520552449852,0.583333333333333
uc2.ark+=13960=t3xs5jt7k,1.83583519642287,0.77296886864085
uc1.32106001930137,1.34702024522384,0.498358502954695
uc2.ark+=13960=t5v69m62h,1.30585953733204,0.606167846309403
uc1.b3578339,1.85917587085811,0.637784090909091
mdp.39076002194574,1.52390499691548,0.56125
uc2.ark+=13960=t2794143s,1.15990180032733,0.443059882312219
uc2.ark+=13960=t6zw19x28,0.990738806489799,0.447663889894966
mdp.39015074379739,1.0404887646267,0.452988047808765
uc2.ark+=13960=t0xp6w75n,1.15480961923848,0.662921348314607
coo.31924051019580,1.20440715471141,0.468906361686919
mdp.39015001553547,1.55953134895503,0.729898516783763
ien.35556027278860,1.5194678780013,0.501286291804484
uc1.b4095602,1.35378890392422,0.465894465894466
uc1.b3123600,1.23463624039765,0.579710144927536
mdp.39015085433426,1.31945169712794,0.588133640552995
nyp.33433076053762,1.97793163132843,0.701157742402315
mdp.39015031332862,1.28041094707761,0.46301824212272
mdp.39015048759016,1.46328374431085,0.473739130434783
mdp.39076002657265,1.31807780320366,0.544250132485427
uc2.ark+=13960=t3222sk2s,1.28878081502599,0.440349781386633
inu.30000118528748,1.1504678250907,0.552816901408451
mdp.39015083943665,1.56293200450088,0.629206730769231
uc2.ark+=13960=t8z89353s,1.37937235860085,0.480590062111801
uva.x000429691,1.19871349095967,0.467527675276753
uc2.ark+=13960=t5x63bm4w,1.57991289428534,0.582601054481547
uva.x000315604,1.26020289373025,0.423344017094017
uc2.ark+=13960=t1bk18j97,1.33693771626298,0.658536585365854
nyp.33433076047871,1.05675580987971,0.42260816575259
nyp.33433074879481,1.3776207440285,0.46489773355445
mdp.39015000613680,1.07965638422491,0.430560159098442
inu.39000005852087,1.376953125,0.532555879494655
uc2.ark+=13960=t1zc7v45r,1.09956612806703,0.425439950602038
nyp.33433075749287,1.36589481578701,0.508394317692639
nyp.33433074841895,1.36245525652923,0.446764705882353
nyp.33433074949615,1.54344076748949,0.493718592964824
nyp.33433075741243,1.33815276952532,0.485761589403974
mdp.39076002286230,1.54443801812223,0.58462492250465
umn.319510024638086,1.16057142857143,0.517985611510791
nyp.33433076076144,1.4401285046729,0.480566986739826
uc2.ark+=13960=t53f4nk4h,1.46777324791303,0.505103969754253
nyp.33433076081649,1.54335378323108,0.638172043010753
uc1.b3728033,1.30615942028985,0.610596026490066
nyp.33433074968045,1.30754845290717,0.468782699686083
uc2.ark+=13960=t3125st2r,1.68748050651862,0.514810648668916
uva.x001705067,1.48759431717762,0.506679700228087
mdp.39076002607435,1.47051597051597,0.55115712545676
mdp.39015010776881,1.58673672478306,0.585838607594937
nyp.33433082530043,1.39723813721169,0.598049837486457
nyp.33433068179559,1.34428017450315,0.458617863971592
uc2.ark+=13960=t2h70dm6b,2.52893467777291,0.816239316239316
uc2.ark+=13960=t7pn9035n,2.04183467741935,0.673067454455933
nyp.33433074807342,1.66092563872337,0.560698335363378
nyp.33433082485636,1.57977922729553,0.766172506738544
nyp.33433076054620,1.18168327326691,0.464031339031339
uc2.ark+=13960=t1pg1k81k,1.4974358974359,0.573191250701066
uc2.ark+=13960=t7np1xq4d,1.34879904520364,0.59520697167756
nyp.33433082251855,1.41484523984157,0.473259334006054
mdp.39015013429249,1.33306331848252,0.46756082345602
mdp.39076002660483,1.37288634024408,0.574754267977237
nyp.33433082524822,1.98515376458112,0.959214501510574
nyp.33433074926712,1.34774946765548,0.461614173228346
LindsayVoyageToArcturus1920,1.32273291925466,0.450331125827815
4485,1.67650230369572,0.572884359769606
4463,1.43106261472568,0.51174711661683
nyp.33433082514302,1.31294289287203,0.500870170553428
4459,1.46941457586619,0.467339667458432
4458,1.16604325906651,0.480166346769034
4497,1.54175824175824,0.512026458208058
mdp.39015063960556,1.46978503551988,0.510265183917879
nyp.33433075746812,1.20600536862476,0.431018935978359
nyp.33433074970710,1.25510616784631,0.488513220632857
mdp.39015031235545,2.38932633420822,0.827922077922078
4449,1.14310197086547,0.420902160101652
nyp.33433076047608,1.26157267030524,0.445625
4625,1.01607267645003,0.539247311827957
4529,1.97864225781846,0.948768472906404
mdp.39076002194368,1.34971498998613,0.586102719033233
4528,1.18922191946715,0.567300916138125
4599,2.21724759615385,0.847294938917976
nyp.33433075732655,1.37220399642112,0.481319322825452
mdp.39015002753815,1.42241768155165,0.491301059001513
4605,1.55603553671856,0.569661995053586
4514,1.51196369636964,0.827586206896552
4611,1.56027527289986,0.570063694267516
uc1.32106002123104,1.29886649228086,0.477607864554888
dul1.ark+=13960=t16m3xm4f,1.19347889944189,0.472587719298246
4705,1.52002976559593,0.554979253112033
njp.32101067301786,1.33705080545229,0.589203423304806
4708,1.13415414922433,0.402657128257537
uc2.ark+=13960=t93776z9n,1.1832884097035,0.443486295041577
mdp.39015063096088,1.85077616424637,0.730169971671388
uc1.31822033251729,1.34081715210356,0.572614107883817
nyp.33433074968417,1.05142716535433,0.519298245614035
nyp.33433076073893,1.46443514644351,0.470256187581416
4730,1.62466111055327,0.562125107112254
4720,1.16962476699895,0.532093362509117
4655,1.30699394754539,0.440993788819876
mdp.39015062473205,1.53792675356921,0.564341085271318
4698,1.14563738242946,0.452310426540284
4690,1.73300106799573,0.627101879327399
nyp.33433076072051,1.38240555614017,0.458143074581431
mdp.39015085351131,1.42736616045406,0.582677165354331
4748,0.997296079315007,0.490388387602982
uc2.ark+=13960=t9c53g45j,1.22406060001993,0.48682745825603
uc2.ark+=13960=t70v8bj6k,1.1862893867714,0.473214285714286
uc2.ark+=13960=t23b5ww6x,1.40885014345619,0.530268199233716
11113,1.15459107938079,0.446471600688468
11114,1.2544268963867,0.441689623507805
11109,1.25168864586684,0.474062854979175
10008,1.25159720109522,0.456360078277886
11018,1.14867374005305,0.401445086705202
10216,1.33609253953093,0.442612942612943
11123,0.870235242866478,0.380541505504314
11121,1.43291575889615,0.486614853195164
10235,1.52740039688597,0.532409698169223
11022,1.15971394517282,0.434900542495479
11156,1.23624880663876,0.454390160573967
11148,1.18480272771554,0.476210350584307
11141,1.14008014323472,0.445501097293343
11166,1.08031824209131,0.520652173913044
11169,1.34170602547588,0.491025129637016
10265,1.00013022528975,0.40032154340836
10250,1.66569598136284,0.675718849840256
11203,1.3563751317176,0.485931810658722
