doc_id,walker_ratio_no_set,walker_ratio_set
uiuo.ark+=13960=t86h4xr9x,0.505109426892617,0.609963806685118
dul1.ark+=13960=t3dz14r97,0.472268588770865,0.557973478408704
nyp.33433067303937,0.532575454533724,0.584291187739464
njp.32101037977574,0.521744627054362,0.605874616396317
uiuo.ark+=13960=t18k7vt5k,0.514966995855293,0.659305993690852
uc2.ark+=13960=t82j6cs08,0.491101461684301,0.518134715025907
dul1.ark+=13960=t0tq6sw6t,0.483587232499093,0.576830398517145
nyp.33433074915970,0.558280044101433,0.638537449392713
uiuo.ark+=13960=t9f481w8n,0.509782826261009,0.529250814332248
uiuo.ark+=13960=t7br98r5d,0.470270436197317,0.584541949697081
uiuo.ark+=13960=t6251zn27,0.492604783849023,0.578082894905685
uiuo.ark+=13960=t5z615j7x,0.504247340629066,0.58297449486585
uiuo.ark+=13960=t95723s7x,0.555693316801984,0.655487236817589
uiuo.ark+=13960=t09w1328x,0.562964165415365,0.634950461223095
njp.32101013133523,0.537077363896848,0.582582582582583
njp.32101038161780,0.542239732005945,0.654767496477219
mdp.39015063759552,0.525639932468153,0.615169794459339
uc1.31158008377706,0.527022660257705,0.594469357249626
uiuo.ark+=13960=t2b85z60c,0.530511546723953,0.616286118407759
uc1.b287473,0.539972937926369,0.639716840536513
mdp.39015063556271,0.545344185404883,0.62304115722404
mdp.39015004200997,0.568060517842177,0.668782458165032
uiuo.ark+=13960=t4km00443,0.53276455980133,0.637032085561497
uiuo.ark+=13960=t3jw90j80,0.535598653630389,0.648029477731496
uiuo.ark+=13960=t6zw24n6x,0.522443706164636,0.643280834526488
uiuo.ark+=13960=t09w14g77,0.513160303107955,0.63042588042588
mdp.39015021039998,0.541848133097655,0.628222996515679
mdp.39015063967478,0.570002739833262,0.676154672395274
uiuo.ark+=13960=t1rf6b61z,0.52681435824892,0.62234395750332
uva.x000960744,0.580741245053402,0.65142210730446
mdp.39015021040004,0.531933399602386,0.651205692449598
mdp.39015021039980,0.535920772874781,0.640488447264456
uc1.b254212,0.564528494761053,0.638132996936385
ucm.5324200594,0.5228365101892,0.563356406272072
mdp.39015059372105,0.547741211846407,0.649427849606182
uiuo.ark+=13960=t00z7jj1c,0.539998317631225,0.668401040624375
uiuo.ark+=13960=t1ng5958h,0.527062283572886,0.63409257898604
hvd.hwjtfk,0.553216165581229,0.669417395609837
nyp.33433075768253,0.578402806683713,0.653380226651036
dul1.ark+=13960=t41r7h934,0.560002088391156,0.593414724380318
umn.31951002081141q,0.553353696085918,0.51533358969429
uiuo.ark+=13960=t8x92v101,0.57372210690192,0.638151137197359
uc1.b3575696,0.549120405052827,0.63579890205143
uc1.b3575698,0.516738831978034,0.61316437873988
mdp.39015051156498,0.492898484152503,0.624112559700529
nyp.33433074937610,0.552827478124592,0.647817836812144
uc1.b3290572,0.542607669616519,0.651813302976094
hvd.32044014279723,0.540210217550721,0.664748413752398
uiuo.ark+=13960=t15m6kw75,0.540893976211792,0.666090264568563
uiuo.ark+=13960=t44q88m18,0.536517992904207,0.656957928802589
hvd.32044020321865,0.526254959888256,0.537538122120563
uc2.ark+=13960=t0ms3qz4m,0.518915671003675,0.610434574976122
wu.89100297621,0.532533460045933,0.568671271840715
uc2.ark+=13960=t3hx1bd9t,0.430988796429734,0.357517553062707
uc1.b316144,0.518508280929675,0.653092856136396
mdp.39015063994266,0.526751741497395,0.665404248312202
nyp.33433074937438,0.539625005593592,0.625084197763707
nyp.33433074937446,0.536880800289261,0.6272
nyp.33433081585105,0.560629053833789,0.575251392005319
njp.32101032308387,0.525062188043637,0.578116700811898
uc2.ark+=13960=t3rv0jp0n,0.533096280087527,0.653851270453638
nyp.33433074863691,0.567222948292618,0.642819637700184
uc2.ark+=13960=t8ff3s14j,0.508715139442231,0.518886450271457
uc2.ark+=13960=t1mg7hw3f,0.542374379633021,0.607890421529854
njp.32101067634046,0.546823253681153,0.642974787786646
uc2.ark+=13960=t4wh2p202,0.536931178827024,0.629638439581351
mdp.39015030996832,0.494986249916158,0.568052994604931
njp.32101067645505,0.565320510737841,0.6466065747614
hvd.hwjme4,0.5070645492666,0.571253929444638
mdp.39015002313487,0.572459736864065,0.618235238366032
nyp.33433074878889,0.490097759483605,0.508434828655723
mdp.39015000551799,0.489911925043957,0.568818409032147
umn.31951002096159c,0.518825615352524,0.610974106041924
uc1.31822038205001,0.588044496219649,0.618492051917748
nyp.33433074868807,0.563630095664914,0.669094219390077
uc1.b3326097,0.49987960924601,0.58335458641503
nyp.33433074919402,0.499241148621609,0.56423253603675
dul1.ark+=13960=t9n30pf1s,0.473909352685631,0.582005701827939
mdp.39015004880715,0.545984866162205,0.585838921335352
PoeRueMorgue1841,0.736052508204407,0.690355329949239
nnc1.1002365251,0.554361666480509,0.643212788259958
PoeMysteryMarieRoget1842,0.753578295236061,0.698979591836735
njp.32101068601341,0.565679335664915,0.611451730229658
njp.32101007059791,0.561002373236022,0.668813087365124
uc1.b248744,0.575456919060052,0.642810069856333
njp.32101075374379,0.528647043374614,0.528762253581816
uc2.ark+=13960=t7hq42c97,0.493938196348946,0.395230587307844
PoePurloinedLetter1845,0.737082066869301,0.71243842364532
uc2.ark+=13960=t0bv79z1x,0.570863253373647,0.623953789932807
mdp.39015006997806,0.496861924686192,0.655949137148047
uc1.32106010644463,0.525722918441011,0.472811766396781
mdp.39015004274992,0.548638853771597,0.59609465178915
mdp.39076006220961,0.517240356083086,0.599631751227496
nyp.33433074931118,0.498237281496352,0.617305883582401
uiuo.ark+=13960=t3vt1zh5r,0.57581644925525,0.641686182669789
nyp.33433082170576,0.558400184239819,0.679017857142857
uc2.ark+=13960=t9f47kt3k,0.576727365827119,0.667137809187279
mdp.39076006220979,0.515397423255363,0.604241472172352
nyp.33433082514187,0.547266552726788,0.591410936277493
nyp.33433074863782,0.540524093163922,0.656719022687609
uiuo.ark+=13960=t8pc3d497,0.53409505564678,0.632179054054054
inu.30000060903741,0.499296143330813,0.534123678308235
uiuo.ark+=13960=t2j683k08,0.5369425938027,0.285853334282933
uva.x000180089,0.549048140792988,0.641756988020536
uc2.ark+=13960=t8df6mw4h,0.537295719313562,0.633208255159475
nyp.33433022846707,0.540454992195178,0.617367004760919
uiuo.ark+=13960=t2s475w45,0.544188476917485,0.620719549198093
uc2.ark+=13960=t2r49vz0v,0.526317205385847,0.591745218266679
uc2.ark+=13960=t6154fk9b,0.530242831939643,0.628442340791738
mdp.49015001286492,0.524388006019011,0.565682176385938
uc1.b3324210,0.52652708940878,0.629026286560533
nyp.33433074954748,0.510360068811637,0.550272505168201
nyp.33433074920608,0.492317628662723,0.641253066616343
uc2.ark+=13960=t9862rx2r,0.58193428777423,0.666748406081413
uiuo.ark+=13960=t7pn9mm7s,0.483385401874467,0.642618570474282
uc2.ark+=13960=t2h70nx9q,0.581145867945127,0.663009404388715
RecollectionsAD,0.693964664310954,0.559663671964985
nyp.33433074870266,0.528128413642432,0.612467260345731
uiuo.ark+=13960=t9c53x809,0.513598894318574,0.61436447623305
uc1.b3324220,0.529580960443282,0.533380480905233
mdp.39015038723360,0.550004194712081,0.595432449784463
uc1.b3324403,0.560155266470835,0.598069375198897
njp.32101067187755,0.494030427464618,0.526529960903215
dul1.ark+=13960=t4jm31m6k,0.509964463110286,0.483328521939954
uc1.b4101364,0.523322584919829,0.657534246575342
uc2.ark+=13960=t3bz6dj56,0.504300453982666,0.542300582966017
NottingHM,0.750616856413142,0.677728441224585
uc2.ark+=13960=t5n87gd14,0.512199135167866,0.560441910192445
dul1.ark+=13960=t1qf9gh9b,0.525585529875551,0.435867249691669
uc1.b250128,0.501281112737921,0.628598395469561
uc1.b250127,0.514423454816988,0.637162382037097
uc1.b250129,0.505223001689795,0.624232887490165
nyp.33433074929393,0.577722165095333,0.619324934632755
uva.x000380956,0.519131158660665,0.595431903778399
uva.x000237148,0.51693394391598,0.474433081369498
wu.89099780959,0.546821105468211,0.510703152060963
nyp.33433076060874,0.56802219566033,0.547917832307569
uc1.32106006960592,0.507450545823215,0.641749595001157
nyp.33433074945779,0.547630239735126,0.601247969911958
uc2.ark+=13960=t9571nb3d,0.497237760721565,0.523793250747544
dostoevskypunishment,0.752420282986934,0.696757457846952
uiuo.ark+=13960=t42r4bj1d,0.540197413206263,0.644631669907107
mdp.39015030307881,0.501596717489979,0.604501925165367
njp.32101067630820,0.537034319377765,0.581001283697048
uc2.ark+=13960=t1sf2p11n,0.544935120414375,0.595476118347975
nyp.33433075833354,0.485908941665755,0.636187273667874
njp.32101068580768,0.510029554172169,0.63423517169615
uiuo.ark+=13960=t58d0ds3h,0.512260502724556,0.636916835699797
inu.30000007708815,0.547080176767677,0.609401349072513
uiuo.ark+=13960=t48p6974b,0.492655855376844,0.646491051679067
EllisSteamManPrairies1868,0.720714435219424,0.65145340939962
uiuo.ark+=13960=t3223k32d,0.601405215511417,0.622711267605634
mdp.39015004307362,0.535571057864051,0.618294235315512
nyp.33433074880075,0.530015292645628,0.613333333333333
spielhagenskeleton,0.719272727272727,0.675023877745941
uc1.b3386909,0.529369204116988,0.581800370088168
njp.32101067344661,0.532068429809805,0.556865106675843
uc2.ark+=13960=t6251m863,0.523285351397121,0.629931010083142
mdp.39015018606049,0.534954502015208,0.583986717092519
uva.x030223689,0.588390097616206,0.644553072625698
inu.30000007695723,0.542214509777748,0.622136587454507
njp.32101067707909,0.52289479914766,0.593852255825483
njp.32101031806142,0.534696036052607,0.646001615508885
uc2.ark+=13960=t9t14vb5t,0.546330838566165,0.649835558135036
uc2.ark+=13960=t44q7rc7f,0.508137329823668,0.632245951654541
nyp.33433075818801,0.529072353964167,0.645032735553658
uc2.ark+=13960=t53f4sg3b,0.479227819648288,0.478505990133897
nyp.33433082168877,0.501927353595256,0.676256718305406
njp.32101031806159,0.530862207896857,0.643000547545172
uiuo.ark+=13960=t1qf99m3q,0.545476693194738,0.601467772814295
uc1.b4101416,0.531866068634609,0.640050242239368
uc2.ark+=13960=t9474d81g,0.533590989399293,0.624007473143391
uc1.$b813705,0.549835362018573,0.590856880312428
uiuo.ark+=13960=t0ft97228,0.473984399027036,0.646548160396858
nyp.33433075818611,0.477702143902284,0.626001635322976
vergacastleoftrezza,0.734582000913659,0.702290076335878
mdp.39015010330341,0.732228589128078,0.675276752767528
njp.32101067641678,0.503755522827688,0.653933865450399
mdp.39015026244999,0.543311048810294,0.620527000650618
mdp.39015035566440,0.529696578437702,0.625226625226625
uc2.ark+=13960=t5db7zr5v,0.594317496481941,0.642012962256958
uc2.ark+=13960=t5bc3wr6q,0.52998621000197,0.618778486782133
uiuo.ark+=13960=t2697pf21,0.541619851690154,0.636926250644662
uva.x030743237,0.525736278447122,0.650247524752475
uc1.b3578701,0.571508581029724,0.650135606354126
dul1.ark+=13960=t3dz0xh78,0.587467314157639,0.617180312787489
verajelihovskygeneralswill,0.733836426677544,0.709367945823928
mdp.39015078569723,0.563012229135379,0.677386317083163
nyp.33433074818778,0.56803908731602,0.502230720203952
uva.x030832557,0.529973535841675,0.622068591568388
uc1.$b813836,0.516774761790376,0.570188525701885
mdp.39015062658789,0.415281038080334,0.522731201382887
mdp.39015063559390,0.598566308243728,0.731718898385565
uc1.b318291,0.499574442215332,0.653292629742695
uiuo.ark+=13960=t9474zg09,0.53023641642472,0.613697759415223
coo.31924013476498,0.546477743617164,0.607934054611025
mdp.39015000541717,0.571246948738812,0.659887943556755
uc2.ark+=13960=t5n874v29,0.501949171602069,0.60415709692237
uc2.ark+=13960=t1dj5cf2j,0.540420152892313,0.648765325505094
njp.32101063580268,0.46687778158165,0.604589972226283
uiuo.ark+=13960=t7cr65585,0.558952976604123,0.645217391304348
uc1.b117774,0.539120988814186,0.592820999367489
mdp.39015059642994,0.54499335668559,0.67783302800314
uc2.ark+=13960=t4bn9zk9h,0.511367820324006,0.577861484461947
inu.30000042783591,0.558328916301258,0.612593383137673
njp.32101013621246,0.76449930828988,0.668518518518519
uc1.b4107807,0.566869663385858,0.590407036203723
uc2.ark+=13960=t0js9hc64,0.507856563484428,0.622866675221353
uc2.ark+=13960=t0cv4hf87,0.533808425906519,0.644516129032258
dul1.ark+=13960=t3zs3df24,0.552117817583165,0.610131852879945
uc1.b4104961,0.543726985796949,0.616154759884609
nyp.33433074939723,0.572772662267607,0.671608181647589
uc2.ark+=13960=t1gh9jr4d,0.52905842043631,0.631251941596769
nnc1.0040976017,0.548961499493414,0.629722222222222
nnc1.0022035958,0.547819175838732,0.659217061057552
uva.x000674483,0.543682795698925,0.609228104898565
uva.x001307832,0.551519744498877,0.629124155293494
nyp.33433074866686,0.550897624858047,0.597444996451384
uc2.ark+=13960=t2h70dt42,0.537956960374391,0.636363636363636
dul1.ark+=13960=t66401k8k,0.576142508747747,0.592793014389374
nyp.33433075761720,0.494547236858228,0.668891537544696
uc2.ark+=13960=t4cn73z09,0.532360949047063,0.654689784833925
nyp.33433074864889,0.554243731853254,0.639829302987198
nnc1.0111708131,0.567618234023872,0.647713393947618
nnc1.0040976025,0.56879423414064,0.644988864142539
mdp.39015007007282,0.607834227028992,0.646805273833671
mdp.39015066036578,0.581192807834323,0.572289724027503
uc1.b3325448,0.540490988191423,0.620394839110835
mdp.39015066083661,0.537277316533856,0.640609137055838
nyp.33433075737753,0.514084316849866,0.642173080271635
mdp.39015012876820,0.538660110633067,0.645924082140635
nyp.33433039680552,0.543431354417114,0.609836765176571
coo.31924014157121,0.502587760956793,0.534494397191846
nyp.33433076056781,0.536729103837534,0.601570680628272
uc1.b3578934,0.578379120879121,0.630645608201718
uc1.$b382267,0.574818613278054,0.626320980696069
nyp.33433079897819,0.560252764612954,0.640689300411523
uc1.b4105364,0.528307599152286,0.62424341567152
njp.32101068138443,0.568098120722629,0.592944517256444
mdp.39015049217741,0.540143910721498,0.621635347892331
nyp.33433075843544,0.528988926202437,0.626070705497586
njp.32101013566920,0.571778607249994,0.615009380863039
nyp.33433075827018,0.580276625172891,0.610284367172536
nyp.33433075727168,0.541289782244556,0.635646958011997
uc2.ark+=13960=t45q4sn3p,0.583095342706503,0.669956668271546
uva.x000885514,0.577972127786573,0.629441624365482
uc1.b4105459,0.52218872315667,0.617652547116999
uc2.ark+=13960=t48p64044,0.561564889726255,0.635308127418875
nyp.33433075765705,0.552872522386558,0.609347442680776
nyp.33433082173273,0.552286909415072,0.677464788732394
uc2.ark+=13960=t9668pw05,0.494300518134715,0.624701195219123
mdp.39015063949229,0.534472188161855,0.612941738299905
inu.30000007703436,0.548586928631648,0.613201140839332
uc1.b4104774,0.530335385001884,0.592820945945946
uc2.ark+=13960=t17m0b23x,0.519772654498879,0.605600933488915
dul1.ark+=13960=t98637h6g,0.574033621426536,0.642109758701687
mdp.39015011950766,0.565475137143868,0.649446494464945
nyp.33433074897426,0.509977201682845,0.607991504048852
palmarinishadows,0.736584327086882,0.692538808212319
uva.x000459624,0.528664937631221,0.620144927536232
StokerDracula1897,0.770480431736519,0.61698092156644
nyp.33433074915269,0.525188358694046,0.622135460872517
uc1.b3578887,0.556056638541364,0.58041958041958
uc1.b249346,0.514321140731556,0.60286951813752
wu.89069113231,0.533099809338004,0.638899960143483
njp.32101076806486,0.576644870088536,0.66626936829559
uc1.b249543,0.552044570587617,0.625435804153403
JamesTurnOfScrew1898,0.777692644483363,0.685228331780056
uc1.b244810,0.54921245376381,0.567090723372644
nyp.33433074866413,0.505896180215475,0.54013525433696
uva.x000676502,0.539751781764561,0.608683890166374
uc1.b4104310,0.554428912870283,0.636883273164862
nyp.33433074876388,0.505808732742171,0.621209582844698
dul1.ark+=13960=t80k32x0x,0.536274152387896,0.593649617000247
nnc1.cu01664417,0.502599547372928,0.603174603174603
mdp.39076002720709,0.509508615188258,0.61779359430605
nyp.33433076024060,0.567442395650548,0.643632603825607
njp.32101021206436,0.749482462885195,0.621233258928571
11274,0.737243998903552,0.546450151057402
nyp.33433074954656,0.576247745039086,0.651659377411886
uc2.ark+=13960=t45q4tp5h,0.53439398479854,0.628657164291073
njp.32101063580995,0.727189046139685,0.628725988076838
inu.39000002156706,0.60532799152679,0.671594717129903
mdp.39015030365178,0.552987784747441,0.701977401129944
nyp.33433074850870,0.590500663408408,0.636087736239481
nyp.33433075763080,0.525307069247443,0.613143631436314
uc1.32106001959946,0.528629737609329,0.593814183883049
mdp.39015039487205,0.47387797311272,0.649214659685864
uc1.b4103074,0.549545543287273,0.595552999808319
uc2.ark+=13960=t7tm74c51,0.538543793136969,0.633928571428571
nyp.33433074850961,0.57909379006701,0.625851347349719
nyp.33433074857248,0.477388301768337,0.633826968043648
mdp.39076002621501,0.502437639040091,0.640730717185386
nyp.33433081593646,0.540498034076016,0.716182572614108
uc1.32106001980371,0.736190840668453,0.703936109526526
dul1.ark+=13960=t1qf9cr59,0.512123096052223,0.630439265828006
uc1.b3578940,0.581079782890629,0.634862991086167
nyp.33433074941562,0.479000984121074,0.620401634974231
nyp.33433068179716,0.567685788490454,0.650509074811864
uc1.b3324205,0.48561160346249,0.552994878646181
wu.89004395398,0.486642108651336,0.604529290660678
RedThumbMark,0.73587085398109,0.644654567637639
nyp.33433082332010,0.491150606656525,0.637326813365933
mdp.39015063941135,0.533757325694463,0.565677612935489
nyp.33433074870282,0.512661633538246,0.608852867830424
nyp.33433075766463,0.551893095768374,0.610797320373046
njp.32101066455278,0.549286001241737,0.6243301955105
uc2.ark+=13960=t10p0xs0f,0.522469599953005,0.60801282051282
uc2.ark+=13960=t3707xt9q,0.51451928808652,0.62125670763372
coo.31924013525971,0.545172257479601,0.598646461674268
uc2.ark+=13960=t9s17v81t,0.461530498693098,0.553336166595835
uc2.ark+=13960=t4qj79t1j,0.53749683303775,0.61887829319541
uc2.ark+=13960=t0pr7n71q,0.558430914975483,0.620889564721536
nyp.33433075746895,0.559359289138314,0.628647214854111
mdp.39015011950758,0.716781514972974,0.623830877642537
uc2.ark+=13960=t7hq41f5s,0.511024927282395,0.578923147722043
uc2.ark+=13960=t83j39v3z,0.512965550897274,0.59834278238116
uc2.ark+=13960=t40r9p16h,0.557938511268092,0.622694094226941
nyp.33433076060080,0.516747321736442,0.586557828898548
inu.30000011752437,0.512179557022118,0.594081272084806
mdp.39015006963881,0.483415988891093,0.630612244897959
nyp.33433074848668,0.532516586100945,0.61036157582299
njp.32101068574530,0.534952703069327,0.609233906204486
uva.x001752097,0.493005835368125,0.642411642411642
nyp.33433075968796,0.583460272222495,0.643241711533012
uc1.$b807274,0.518958057395143,0.52977192713914
nyp.33433076073786,0.511099271887764,0.640728476821192
uc2.ark+=13960=t5j961w9x,0.532130869749405,0.584491850431448
uc2.ark+=13960=t3pv6dr2h,0.505655024345359,0.599343784177907
uc2.ark+=13960=t3xs5jt7k,0.542006781363808,0.634152585765489
uc1.32106001930137,0.550630017739251,0.618184123763632
uc2.ark+=13960=t5v69m62h,0.516429870042421,0.534067796610169
uc1.b3578339,0.581142966178505,0.643042190969652
mdp.39076002194574,0.471723132002917,0.60180412371134
uc2.ark+=13960=t2794143s,0.595745738283386,0.62795891022778
uc2.ark+=13960=t6zw19x28,0.533787255909558,0.620314001922461
mdp.39015074379739,0.483611912669462,0.572446171280557
uc2.ark+=13960=t0xp6w75n,0.527724925251427,0.652852267186738
coo.31924051019580,0.540247909199522,0.571736785329018
mdp.39015001553547,0.542451420029895,0.627289377289377
ien.35556027278860,0.551909699435622,0.620070584624827
uc1.b4095602,0.513856194295177,0.60167605080529
uc1.b3123600,0.50159231477826,0.578889413245241
mdp.39015085433426,0.54223762439195,0.611493232749057
nyp.33433076053762,0.505101835047389,0.661200585651537
mdp.39015031332862,0.514420998010897,0.600193076816991
mdp.39015048759016,0.491384326187173,0.597920727745289
mdp.39076002657265,0.49440203562341,0.569881692400241
uc2.ark+=13960=t3222sk2s,0.567438148443735,0.62722280334728
inu.30000118528748,0.559803921568627,0.664763458401305
mdp.39015083943665,0.508713636671865,0.592102408331525
uc2.ark+=13960=t8z89353s,0.494939163417077,0.609419960623959
uva.x000429691,0.472382048331415,0.628758797184901
uc2.ark+=13960=t5x63bm4w,0.578627750222561,0.636028178463603
uva.x000315604,0.529224960745223,0.587160645029598
uc2.ark+=13960=t1bk18j97,0.451067538126362,0.609553478712357
nyp.33433076047871,0.521443067272697,0.583916513198281
nyp.33433074879481,0.523241400681748,0.572547444522542
mdp.39015000613680,0.501452831406986,0.616419165032222
inu.39000005852087,0.586304160463841,0.650513622152747
uc2.ark+=13960=t1zc7v45r,0.505150601229877,0.593181027484634
nyp.33433075749287,0.486412297556959,0.614929528449626
nyp.33433074841895,0.534984322865143,0.605756904789652
nyp.33433074949615,0.514916286149163,0.587744938832954
nyp.33433075741243,0.553020753812559,0.624556926130725
mdp.39076002286230,0.468360517773414,0.59286412512219
umn.319510024638086,0.462402443162538,0.611491391827422
nyp.33433076076144,0.464421974356301,0.624085426141981
uc2.ark+=13960=t53f4nk4h,0.522935990449077,0.62108705809064
nyp.33433076081649,0.569495263395319,0.643517523113309
uc1.b3728033,0.536973699728742,0.659662622077538
nyp.33433074968045,0.531916803159146,0.633699633699634
uc2.ark+=13960=t3125st2r,0.519977070793924,0.613856950873525
uva.x001705067,0.530816594019569,0.56227027027027
mdp.39076002607435,0.495351971524346,0.608365019011407
mdp.39015010776881,0.524795092992808,0.635950776443012
nyp.33433082530043,0.543250233493785,0.636487098234495
nyp.33433068179559,0.550208903616194,0.620037598142209
uc2.ark+=13960=t2h70dm6b,0.526881720430108,0.647449521785335
uc2.ark+=13960=t7pn9035n,0.556498030899727,0.626578900551503
nyp.33433074807342,0.469266824473672,0.591061778881262
nyp.33433082485636,0.475091925653554,0.590350681259772
nyp.33433076054620,0.508152475320738,0.599387953818334
uc2.ark+=13960=t1pg1k81k,0.568690437948388,0.679375639713408
uc2.ark+=13960=t7np1xq4d,0.532519886261383,0.602881933684537
nyp.33433082251855,0.534338295803097,0.602827239363871
mdp.39015013429249,0.509194367646113,0.580124223602485
mdp.39076002660483,0.512197671987175,0.595777951524629
nyp.33433082524822,0.533191612716204,0.678745267712277
nyp.33433074926712,0.527001236967662,0.602593733949666
LindsayVoyageToArcturus1920,0.725422913843598,0.638436935057711
4485,0.690731654715048,0.59628217349857
4463,0.637954711468225,0.526871131119865
nyp.33433082514302,0.556433564501423,0.609383675735702
4459,0.683628719509985,0.577071391349661
4458,0.703354564755839,0.597093307278945
4497,0.688760675303323,0.550653740104954
mdp.39015063960556,0.475395746722098,0.635847674844379
nyp.33433075746812,0.544564929912722,0.603087770483832
nyp.33433074970710,0.462672258837627,0.626681614349776
mdp.39015031235545,0.508330141708158,0.660564691281415
4449,0.736493540388882,0.643989071038251
nyp.33433076047608,0.518506499052044,0.607857672349889
4625,0.653606130026068,0.585136217948718
4529,0.721153846153846,0.665437479047938
mdp.39076002194368,0.496529731757644,0.613375640712717
4528,0.689551339957844,0.626217645421653
4599,0.74862002088617,0.702027027027027
nyp.33433075732655,0.529886000911993,0.580508921972337
mdp.39015002753815,0.505748319622142,0.632622181873203
4605,0.724360103692145,0.576060968320383
4514,0.704054382131585,0.646337629676202
4611,0.648357906726571,0.468592964824121
uc1.32106002123104,0.500545102866186,0.527482957977392
dul1.ark+=13960=t16m3xm4f,0.536238507446637,0.603417796110784
4705,0.73662150719729,0.670286707211121
njp.32101067301786,0.556057941890647,0.667940052894505
4708,0.697833124862041,0.597482912010416
uc2.ark+=13960=t93776z9n,0.551206799970774,0.632661130881771
mdp.39015063096088,0.596338747351839,0.632847935068035
uc1.31822033251729,0.521420218985862,0.642515923566879
nyp.33433074968417,0.590265486725664,0.657272986051808
nyp.33433076073893,0.454728669014383,0.624426605504587
4730,0.697809728943467,0.592761557177616
4720,0.694394924496644,0.602296072507553
4655,0.71374879612882,0.638741872070165
mdp.39015062473205,0.486426531347919,0.655078534031414
4698,0.679754107971391,0.584516269927932
4690,0.719063460219914,0.628229849595064
nyp.33433076072051,0.488083102762002,0.613926975812664
mdp.39015085351131,0.514111922141119,0.607919930374238
4748,0.695019459642394,0.623608017817372
uc2.ark+=13960=t9c53g45j,0.522320950647682,0.631604459524964
uc2.ark+=13960=t70v8bj6k,0.548204345041628,0.610236724248241
uc2.ark+=13960=t23b5ww6x,0.550854736375474,0.639491046182846
11113,0.717483660130719,0.613954860598908
11114,0.717909183695629,0.65097335358277
11109,0.703075051628052,0.615720524017467
10008,0.737991748931781,0.647347224654176
11018,0.732046678635548,0.604870956015994
10216,0.710763308882272,0.577499414656989
11123,0.730241624951868,0.623033187888404
11121,0.67779632721202,0.633346124328473
10235,0.742327795890907,0.663998170173833
11022,0.658735739959369,0.492709658479303
11156,0.708846195012309,0.628667998156399
11148,0.702265372168285,0.616239469438968
11141,0.697379223239659,0.600686856072432
11166,0.734637702722809,0.653104925053533
11169,0.734099655661333,0.632979619336365
10265,0.649164621483859,0.546757518796993
10250,0.740337409622423,0.667820069204152
