,docid,group_label,genres,year
61,149,1,teamred | pbgothic | stew,1846
62,150,1,teamred | pbgothic | lavin_ghost | lavin_magic | lavin_deranged,1846
63,151,1,teamred | pbgothic | lavin_deranged,1847
64,152,1,teamred | pbgothic | stew | lavin_deranged,1847
65,156,1,teamred | pbgothic | stew | lavin_deranged,1847
66,157,1,teamred | locghost | stew | lavin_ghost,1848
67,160,1,teamblack | pbgothic | lavin_magic,1849
68,161,1,teamblack | pbgothic,1850
69,162,1,teamred | pbgothic | stew,1850
70,166,1,teamblack | pbgothic,1851
71,168,1,teamblack | pbgothic,1853
72,172,1,teamblack | pbgothic,1858
73,174,1,teamblack | pbgothic | stew | lavin_magic,1858
74,179,1,teamred | sensation | pbgothic | stew | lavin_deranged,1860
75,188,1,sensation | pbgothic | teamblack | stew,1864
76,189,1,teamred | sensation | pbgothic | stew,1864
77,190,1,teamred | sensation | pbgothic | stew,1864
78,193,1,teamblack | pbgothic,1865
79,197,1,teamred | sensation | pbgothic | stew,1866
80,207,1,teamred | det100 | pbgothic | lavin_deranged,1868
81,219,1,teamblack | pbgothic | stew | lavin_ghost | lavin_magic | lavin_deranged,1872
82,240,1,teamred | pbgothic | stew | lavin_ghost,1878
83,256,1,teamred | pbgothic | stew,1882
84,260,1,teamred | pbgothic | lavin_magic,1885
85,268,1,teamred | pbgothic | anatscifi | stew,1886
86,270,1,teamblack | locghost | lavin_ghost,1887
87,276,1,teamred | locghost | lavin_ghost,1888
88,277,1,teamred | pbgothic | lavin_ghost,1888
89,280,1,teamblack | locghost | stew | lavin_ghost,1888
90,281,1,teamred | locghost | stew | lavin_ghost,1888
91,284,1,teamblack | pbgothic | stew,1888
92,290,1,teamblack | locghost | stew | lavin_ghost,1888
93,291,1,teamblack | locghost | lavin_ghost,1888
94,294,1,teamred | pbgothic | stew | lavin_ghost,1890
95,295,1,teamblack | locghost | lavin_ghost,1890
96,297,1,teamblack | locghost | stew | lavin_ghost,1890
97,299,1,teamblack | pbgothic | lavin_magic | lavin_deranged,1891
98,301,1,teamblack | pbgothic | stew,1891
99,308,1,teamblack | pbgothic | stew,1892
100,312,1,teamblack | pbgothic | lavin_ghost,1893
101,320,1,teamred | pbgothic | lavin_magic,1895
102,327,4,teamblack | pbgothic | stew | lavin_magic,1897
103,331,1,teamred | locghost | stew | lavin_ghost,1898
104,332,1,teamblack | locghost | lavin_ghost,1898
105,334,1,teamred | pbgothic | lavin_ghost | lavin_magic,1898
106,353,1,teamblack | pbgothic | lavin_ghost,1903
107,360,1,teamred | locghost | stew | lavin_ghost,1904
108,364,1,teamred | locghost | lavin_ghost,1905
109,366,2,teamblack | pbgothic | stew,1905
110,368,1,teamblack | pbgothic | stew | lavin_ghost,1906
111,370,1,teamred | locghost | stew | lavin_ghost,1906
112,391,1,teamred | pbgothic | lavin_ghost,1910
113,404,1,teamred | pbgothic | stew | lavin_ghost,1911
114,412,1,teamblack | locghost | lavin_ghost,1912
115,420,3,teamred | locghost | lavin_ghost,1913
116,433,1,teamred | locghost | lavin_ghost,1914
117,455,1,teamblack | locghost | stew | lavin_ghost,1918
118,462,1,teamred | pbgothic | lavin_ghost,1919
119,464,1,teamblack | locghost | stew | lavin_ghost,1919
120,467,1,teamred | pbgothic,1919
121,475,1,teamred | locghost | stew | lavin_ghost,1920
122,490,1,teamred | locghost | stew | lavin_ghost,1921
123,491,1,teamred | locghost | lavin_ghost,1921
124,499,1,teamblack | locghost | stew | lavin_ghost,1922
125,501,1,teamblack | locdetmyst | locghost | stew | lavin_ghost,1922
126,516,1,teamblack | locdetmyst | locghost | lavin_ghost,1922
127,517,1,teamblack | locdetmyst | locghost | lavin_ghost,1922
128,518,1,teamblack | locdetmyst | locghost | lavin_ghost,1922
129,542,4,teamblack | pbgothic | lavin_magic,1927
130,591,4,teamblack | pbgothic,1932
131,596,4,chifantasy | teamblack | chihorror | stew,1933
132,601,4,teamblack | pbgothic | stew,1934
133,621,4,teamred | pbgothic | stew,1938
134,676,4,teamblack | pbgothic | stew,1946
135,688,4,chifantasy | teamblack | chihorror | chiscifi,1948
136,690,4,teamred | pbgothic | chiscifi | lavin_ghost | lavin_magic,1948
137,744,4,teamred | pbgothic | chihorror | chiscifi | lavin_magic,1954
138,766,4,teamblack | pbgothic | lavin_slasher,1959
139,767,4,teamblack | pbgothic | stew | lavin_ghost,1959
140,780,4,teamblack | chihorror | chiscifi | lavin_magic,1962
141,821,4,teamblack | pbgothic | chihorror | stew | lavin_magic,1967
142,823,4,teamred | pbgothic | chihorror | lavin_magic,1968
143,824,4,teamred | chihorror | lavin_magic,1968
144,844,4,teamblack | pbgothic | lavin_magic,1971
145,849,4,teamblack | chihorror | chiscifi,1972
146,868,4,teamblack | chihorror | stew | lavin_magic,1976
147,869,4,teamblack | pbgothic | lavin_magic,1976
148,881,4,teamred | chihorror | lavin_slasher,1977
149,893,4,teamred | pbgothic,1978
150,896,4,teamred | chihorror | stew,1978
151,898,4,teamred | chihorror | stew | lavin_magic,1978
152,900,4,teamred | chimyst | chihorror | lavin_magic,1978
153,907,4,teamblack | chihorror | chiscifi | stew | lavin_ghost,1979
154,912,4,teamred | chihorror,1980
155,914,4,chimyst | pbgothic | teamred | lavin_slasher,1981
156,920,4,teamblack | pbgothic | stew | lavin_magic,1981
157,926,4,teamblack | chihorror | stew | lavin_slasher | lavin_deranged,1982
158,938,4,teamred | pbgothic | chiscifi | stew,1984
159,947,4,teamred | chihorror | chiscifi | stew | lavin_magic,1986
160,960,4,teamred | pbgothic | chihorror | lavin_slasher | lavin_deranged,1987
161,964,4,teamblack | pbgothic | lavin_ghost,1987
162,968,4,chifantasy | teamblack | pbgothic | stew | lavin_magic,1988
163,976,4,teamblack | chihorror | stew,1989
164,978,4,teamred | chihorror | chiscifi | stew,1989
165,980,4,chifantasy | teamblack | chimyst | chihorror | lavin_slasher | lavin_magic,1989
