,docid,group_label,genres,year
578,579,3,chirandom | teamblack | chimyst,1931
579,580,3,teamblack | chiscifi,1931
580,581,3,teamblack | chimyst | stew,1931
581,582,3,chirandom | teamblack,1931
582,583,1,teamblack | chimyst | stew,1932
583,584,7,teamred | chiscifi,1932
584,585,6,chirandom | teamred,1932
585,586,1,chirandom | teamred,1932
586,587,7,chifantasy | teamblack,1932
587,588,3,chiutopia | teamblack | chiscifi,1932
588,589,3,chirandom | teamred,1932
589,590,6,chirandom | teamred,1932
590,591,6,teamblack | pbgothic,1932
591,592,6,chirandom | teamred | chimyst,1933
592,593,1,chiutopia | chifantasy | teamblack,1933
593,594,7,chiutopia | teamblack,1933
594,595,3,teamred | chimyst,1933
595,596,1,chifantasy | teamblack | chihorror | stew,1933
596,597,1,chirandom | teamred | chimyst,1933
597,598,6,chirandom | teamred | chimyst,1934
598,599,3,chirandom | teamred,1934
599,600,9,teamblack | chimyst,1934
600,601,3,teamblack | pbgothic | stew,1934
601,602,6,chirandom | teamblack,1935
602,603,6,chirandom | teamred,1935
603,604,3,chirandom | teamblack | chimyst | cozy,1935
604,605,1,chirandom | teamblack,1935
605,606,1,teamred | chiscifi,1935
606,607,9,chifantasy | teamblack,1935
607,608,1,chirandom | teamred | chimyst | stew,1936
608,609,6,chirandom | teamred,1936
609,610,5,teamblack | chimyst,1936
610,611,5,chirandom | teamblack,1937
611,612,3,teamred | chiscifi,1937
612,613,3,teamred | det100 | stew,1937
613,614,5,chirandom | teamred,1937
614,615,7,chirandom | teamblack | chiscifi,1937
615,616,6,chirandom | teamred | chimyst | cozy,1937
616,617,3,chirandom | teamred,1937
617,618,1,chiutopia | teamblack,1938
618,619,7,chirandom | chiutopia | teamblack | chiscifi | stew,1938
619,620,3,chirandom | teamred,1938
620,621,6,teamred | pbgothic | stew,1938
621,622,3,teamblack | chimyst | stew,1938
622,623,6,teamred | chiscifi,1938
623,624,6,det100 | teamblack,1938
624,625,3,teamred | chiscifi,1938
625,626,1,teamred | chimyst,1939
626,627,3,teamblack | chimyst,1939
627,628,6,chirandom | teamred,1939
628,629,3,teamred | det100 | chimyst,1939
629,630,6,hardboiled | det100 | teamblack | chimyst,1939
630,631,6,det100 | teamblack | hardboiled | stew,1940
631,632,5,teamred | chimyst | stew,1940
632,633,3,teamred | chimyst | stew,1940
633,634,6,chirandom | teamblack,1940
634,635,3,chirandom | teamred,1940
635,636,3,chirandom | teamblack | chimyst,1941
636,637,3,teamred | chiscifi | stew,1941
637,638,1,chirandom | teamred,1941
638,639,7,chirandom | chifantasy | teamblack,1942
639,640,3,chirandom | teamblack,1942
640,641,1,teamred | chimyst | chiscifi | stew,1942
641,642,5,chirandom | teamred | chimyst,1942
642,643,5,det100 | teamblack | cozy,1942
643,644,1,teamred | det100 | chimyst,1942
644,645,5,det100 | teamblack | chimyst,1942
645,646,3,chirandom | teamblack | chimyst | cozy,1942
646,647,3,chirandom | teamblack | chimyst | stew,1942
647,648,7,teamred | chiscifi,1942
648,649,3,chirandom | teamred | chimyst,1943
649,650,3,chirandom | teamred | chimyst,1943
650,651,6,chirandom | teamblack,1943
651,652,6,hardboiled | chimyst | teamred,1943
652,653,3,teamred | det100 | chimyst | cozy | stew,1943
653,654,1,teamred | chifantasy | chiscifi,1944
654,655,6,chirandom | teamred | chimyst,1944
655,656,6,chifantasy | teamblack | chimyst,1944
656,657,3,chirandom | teamred,1944
657,658,6,chirandom | teamred,1944
658,659,1,chifantasy | teamblack | chiscifi,1945
659,660,6,hardboiled | teamblack | chimyst,1945
660,661,5,teamred | chimyst,1945
661,662,3,chiutopia | teamblack,1945
662,663,1,chirandom | teamred,1945
663,664,6,teamred | chimyst,1945
664,665,3,chirandom | teamblack,1946
665,666,6,chirandom | teamblack,1946
666,667,3,teamred | chiscifi | stew,1946
667,668,3,teamblack | chiscifi | stew,1946
668,669,6,teamred | det100 | chimyst,1946
669,670,2,teamred | chiscifi,1946
670,671,5,chirandom | teamblack,1946
671,672,3,teamred | chiscifi,1946
672,673,3,teamblack | chiscifi | stew,1946
673,674,3,chirandom | teamblack,1946
674,675,3,teamblack | chiscifi,1946
675,676,1,teamblack | pbgothic | stew,1946
