,0,1,2,3,4,5,6
764,14409,Esther,"Adams, Henry",62.0,47,Mystery,Francis LATHOM
765,29117,Bygone Punishments,"Andrews, William",55.0,191,Astonishment!!!,Francis LATHOM
766,41565,Consignment,"Nourse, Alan Edward",54.0,191,Astonishment!!!,Francis LATHOM
767,17846,Aseet pois!,"Suttner, Bertha von",54.0,191,Astonishment!!!,Francis LATHOM
768,13595,Avondstonden,"Conscience, Hendrik",52.0,191,Astonishment!!!,Francis LATHOM
769,50931,stories of enchantment: o,"Myers, Jane Pentzer",50.0,191,Astonishment!!!,Francis LATHOM
770,21135,nearly lost but dearly wo,"Wilson, Theodore P.",60.0,261,"very strange, but very tr",Francis LATHOM
771,36739,the strange story of rab ,"Jókai, Mór",60.0,261,"very strange, but very tr",Francis LATHOM
772,35459,the strange story of harp,"Barry, Joseph",60.0,261,"very strange, but very tr",Francis LATHOM
773,41687,how france built her cath,"O'Reilly, Elizabeth Boyle",56.0,261,"very strange, but very tr",Francis LATHOM
774,7694,a strange story — volume ,"Lytton, Edward Bulwer Lytton, Baron",56.0,261,"very strange, but very tr",Francis LATHOM
775,49450,petrarch's secret: or the,"Petrarca, Francesco",57.0,418,"Impenetrable Secret, The",Francis LATHOM
776,16593,General Science,"Clark, Bertha May",56.0,418,"Impenetrable Secret, The",Francis LATHOM
777,5748,In Secret,"Chambers, Robert W. (Robert William)",55.0,418,"Impenetrable Secret, The",Francis LATHOM
778,17444,General Scott,"Wright, Marcus Joseph",54.0,418,"Impenetrable Secret, The",Francis LATHOM
779,220,The Secret Sharer,"Conrad, Joseph",54.0,418,"Impenetrable Secret, The",Francis LATHOM
780,46379,Human Origins,"Laing, S. (Samuel)",72.0,554,Human Beings,Francis LATHOM
781,15866,Humanly Speaking,"Crothers, Samuel McChord",71.0,554,Human Beings,Francis LATHOM
782,351,Of Human Bondage,"Maugham, W. Somerset (William Somerset)",64.0,554,Human Beings,Francis LATHOM
783,40772,Human Animals,"Hamel, Frank",64.0,554,Human Beings,Francis LATHOM
784,43618,Human Life,"Knight, Sherwood Sweet",64.0,554,Human Beings,Francis LATHOM
785,39176,"delusion; or, the witch o","Lee, Eliza Buckminster",68.0,736,"london; or, truth without",Francis LATHOM
786,25887,"lola; or, the thought and","Kindermann, Henny",64.0,736,"london; or, truth without",Francis LATHOM
787,36291,"ormond; or, the secret wi","Brown, Charles Brockden",60.0,736,"london; or, truth without",Francis LATHOM
788,10434,"wyandotté; or, the hutted","Cooper, James Fenimore",60.0,736,"london; or, truth without",Francis LATHOM
789,9377,"london pride, or, when th","Braddon, M. E. (Mary Elizabeth)",60.0,736,"london; or, truth without",Francis LATHOM
790,41462,Behind the Throne,"Le Queux, William",56.0,1487,"One-Pound Note, The",Francis LATHOM
791,527,The End of the Tether,"Conrad, Joseph",55.0,1487,"One-Pound Note, The",Francis LATHOM
792,28933,One Out of Ten,"Ferlaine, J. Anthony",55.0,1487,"One-Pound Note, The",Francis LATHOM
793,36366,"dangerous ground; or, the","Lynch, Lawrence L.",55.0,1487,"One-Pound Note, The",Francis LATHOM
794,27771,Once on a Time,"Milne, A. A. (Alan Alexander)",55.0,1487,"One-Pound Note, The",Francis LATHOM
795,16778,Pulpit and Press,"Eddy, Mary Baker",63.0,1643,Puzzled and Pleased,Francis LATHOM
796,45651,Mildred and Elsie,"Finley, Martha",61.0,1643,Puzzled and Pleased,Francis LATHOM
797,21738,Hunted and Harried,"Ballantyne, R. M. (Robert Michael)",59.0,1643,Puzzled and Pleased,Francis LATHOM
798,12600,Old and New Masters,"Lynd, Robert",58.0,1643,Puzzled and Pleased,Francis LATHOM
799,4095,Plato and Platonism,"Pater, Walter",58.0,1643,Puzzled and Pleased,Francis LATHOM
800,36079,Love and hatred,"Lowndes, Marie Belloc",69.0,1722,Live and Learn,Francis LATHOM
801,3804,Pierre and Jean,"Maupassant, Guy de",69.0,1722,Live and Learn,Francis LATHOM
802,18781,Hero and Leander,"Marlowe, Christopher",67.0,1722,Live and Learn,Francis LATHOM
803,1385,Lin McLean,"Wister, Owen",67.0,1722,Live and Learn,Francis LATHOM
804,29868,Love and Lucy,"Hewlett, Maurice",67.0,1722,Live and Learn,Francis LATHOM
805,36668,Polish Fairy Tales,"Gliński, A. J. (Antoni Józef)",67.0,1819,"Polish Bandit, The",Francis LATHOM
806,37188,Plish and Plum,"Busch, Wilhelm",63.0,1819,"Polish Bandit, The",Francis LATHOM
807,44611,Polnische Gedichte,"Leonhard, Rudolf",61.0,1819,"Polish Bandit, The",Francis LATHOM
808,46049,Twos and Threes,"Stern, G. B. (Gladys Bronwyn)",61.0,1819,"Polish Bandit, The",Francis LATHOM
809,10282,Polish National Dance,,56.0,1819,"Polish Bandit, The",Francis LATHOM
810,27553,Lord John Russell,"Reid, Stuart J. (Stuart Johnson)",63.0,2159,Young John Bull,Francis LATHOM
811,42902,Young Blood,"Hornung, E. W. (Ernest William)",62.0,2159,Young John Bull,Francis LATHOM
812,11097,Young Robin Hood,"Fenn, George Manville",58.0,2159,Young John Bull,Francis LATHOM
813,2249,King John,"Shakespeare, William",58.0,2159,Young John Bull,Francis LATHOM
814,1775,King John,"Shakespeare, William",58.0,2159,Young John Bull,Francis LATHOM
815,18679,Historical Mysteries,"Lang, Andrew",68.0,2243,Fashionable Mysteries,Francis LATHOM
816,22278,A Master of Mysteries,"Meade, L. T.",62.0,2243,Fashionable Mysteries,Francis LATHOM
817,16939,Gems of Divine Mysteries,Bahá'u'lláh,62.0,2243,Fashionable Mysteries,Francis LATHOM
818,4929,the fashionable adventure,"Phillips, David Graham",61.0,2243,Fashionable Mysteries,Francis LATHOM
819,49832,English Monasteries,"Thompson, A. Hamilton (Alexander Hamilton)",60.0,2243,Fashionable Mysteries,Francis LATHOM
820,23952,Valerie,"Marryat, Frederick",80.0,1569,Valerius,John Gibson LOCKHART
821,26825,Valérie,"Krüdener, Barbara Juliane, Freifrau von",67.0,1569,Valerius,John Gibson LOCKHART
822,30886,Vampyrismus,"Swieten, Gerard, Freiherr van",63.0,1569,Valerius,John Gibson LOCKHART
823,48489,Merisusi,"London, Jack",63.0,1569,Valerius,John Gibson LOCKHART
824,38894,Vagaries,"Munthe, Axel",63.0,1569,Valerius,John Gibson LOCKHART
825,31350,bible studies in the life,"Sell, Henry T. (Henry Thorne)",68.0,1644,some passages in the life,John Gibson LOCKHART
826,7877,passages from the english,"Hawthorne, Nathaniel",64.0,1644,some passages in the life,John Gibson LOCKHART
827,7881,passages from the french ,"Hawthorne, Nathaniel",64.0,1644,some passages in the life,John Gibson LOCKHART
828,7876,passages from the english,"Hawthorne, Nathaniel",64.0,1644,some passages in the life,John Gibson LOCKHART
829,32252,the stages in the social ,"Pirenne, Henri",64.0,1644,some passages in the life,John Gibson LOCKHART
830,2830,Reginald,Saki,70.0,1727,Reginald Dalton,John Gibson LOCKHART
831,37213,Reincarnations,"Stephens, James",62.0,1727,Reginald Dalton,John Gibson LOCKHART
832,19964,Regeneration,"Dye, Charles",59.0,1727,Reginald Dalton,John Gibson LOCKHART
833,24723,Final Weapon,"Cole, Everett B.",59.0,1727,Reginald Dalton,John Gibson LOCKHART
834,37032,Religion And Health,"Walsh, James J. (James Joseph)",59.0,1727,Reginald Dalton,John Gibson LOCKHART
835,46136,History of the Fan,"Rhead, George Woolliscroft",78.0,1820,History of Matthew Wald,John Gibson LOCKHART
836,46166,History of the Zulu War,"Wilmot, A.",74.0,1820,History of Matthew Wald,John Gibson LOCKHART
837,20218,History of the Incas,"Sarmiento de Gamboa, Pedro",74.0,1820,History of Matthew Wald,John Gibson LOCKHART
838,31061,A History of Mathematics,"Cajori, Florian",72.0,1820,History of Matthew Wald,John Gibson LOCKHART
839,6988,history of the ottawa and,"Blackbird, Andrew J.",71.0,1820,History of Matthew Wald,John Gibson LOCKHART
840,37346,Mortmain,"Train, Arthur Cheney",63.0,55,Mordaunt,John MOORE
841,4963,Moral,"Thoma, Ludwig",62.0,55,Mordaunt,John MOORE
842,24556,Mr. Faust,"Ficke, Arthur Davison",59.0,55,Mordaunt,John MOORE
843,51449,Moral Equivalent,"Neville, Kris",58.0,55,Mordaunt,John MOORE
844,12684,Dorian,"Anderson, Nephi",57.0,55,Mordaunt,John MOORE
845,21331,the adventures of hajji b,"Morier, James Justinian",84.0,1830,"adventures of hajji baba,",James Justinian MORIER
846,28671,"the adventures of a bear,","Elwes, Alfred",76.0,1830,"adventures of hajji baba,",James Justinian MORIER
847,44777,adventures of the ojibbew,"Catlin, George",76.0,1830,"adventures of hajji baba,",James Justinian MORIER
848,44776,adventures of the ojibbew,"Catlin, George",76.0,1830,"adventures of hajji baba,",James Justinian MORIER
849,32518,"the adventures of a cat, ","Elwes, Alfred",72.0,1830,"adventures of hajji baba,",James Justinian MORIER
850,21331,the adventures of hajji b,"Morier, James Justinian",84.0,2165,"adventures of hajji baba,",James Justinian MORIER
851,28671,"the adventures of a bear,","Elwes, Alfred",76.0,2165,"adventures of hajji baba,",James Justinian MORIER
852,44777,adventures of the ojibbew,"Catlin, George",76.0,2165,"adventures of hajji baba,",James Justinian MORIER
853,44776,adventures of the ojibbew,"Catlin, George",76.0,2165,"adventures of hajji baba,",James Justinian MORIER
854,32518,"the adventures of a cat, ","Elwes, Alfred",72.0,2165,"adventures of hajji baba,",James Justinian MORIER
855,38329,the romance of industry a,,67.0,2166,"Romance of History, The",Henry NEELE
856,12909,Romance of the Rabbit,"Jammes, Francis",64.0,2166,"Romance of History, The",Henry NEELE
857,38719,A Romance of Wastdale,"Mason, A. E. W. (Alfred Edward Woodley)",64.0,2166,"Romance of History, The",Henry NEELE
858,10949,the romance of zion chape,"Le Gallienne, Richard",63.0,2166,"Romance of History, The",Henry NEELE
859,27312,nero: makers of history s,"Abbott, Jacob",63.0,2166,"Romance of History, The",Henry NEELE
860,46722,"giovanni boccaccio, a bio","Hutton, Edward",57.0,1500,Giovanni Sbogarro,Jean Emmanuel Charles NODIER
861,18088,Libro bizzarro,"Ghislanzoni, Antonio",52.0,1500,Giovanni Sbogarro,Jean Emmanuel Charles NODIER
862,46901,Giordano Bruno,"McIntyre, James Lewis",52.0,1500,Giovanni Sbogarro,Jean Emmanuel Charles NODIER
863,4228,Giordano Bruno,"Pater, Walter",52.0,1500,Giovanni Sbogarro,Jean Emmanuel Charles NODIER
864,46999,Suor Giovanna della Croce,"Serao, Matilde",52.0,1500,Giovanni Sbogarro,Jean Emmanuel Charles NODIER
865,15588,The Pilot and his Wife,"Lie, Jonas",73.0,1354,Altham and his Wife,Charles OLLIER
866,13449,the plain man and his wif,"Bennett, Arnold",68.0,1354,Altham and his Wife,Charles OLLIER
867,45107,Frey and His Wife,"Hewlett, Maurice",67.0,1354,Altham and his Wife,Charles OLLIER
868,1586,Man and Wife,"Collins, Wilkie",65.0,1354,Altham and his Wife,Charles OLLIER
869,2727,Allan's Wife,"Haggard, H. Rider (Henry Rider)",65.0,1354,Altham and his Wife,Charles OLLIER
870,6648,Penthesilea,"Kleist, Heinrich von",63.0,1832,Inesilla,Charles OLLIER
871,3607,Ismailia,"Baker, Samuel White, Sir",63.0,1832,Inesilla,Charles OLLIER
872,8431,Liesilauluja,"Onerva, L.",60.0,1832,Inesilla,Charles OLLIER
873,1169,Agesilaus,Xenophon,59.0,1832,Inesilla,Charles OLLIER
874,21766,Ionica,"Cory, William Johnson",57.0,1832,Inesilla,Charles OLLIER
875,40696,Who Goes There!,"Chambers, Robert W. (Robert William)",61.0,273,"World as It Goes, The",John PALMER
876,30816,A World by the Tale,"Garrett, Randall",60.0,273,"World as It Goes, The",John PALMER
877,38028,The World Masters,"Griffith, George Chetwynd",58.0,273,"World as It Goes, The",John PALMER
878,45178,red as a rose is she: a n,"Broughton, Rhoda",57.0,273,"World as It Goes, The",John PALMER
879,49821,worlds within worlds: the,"Asimov, Isaac",57.0,273,"World as It Goes, The",John PALMER
880,26581,Master and Man,"Tolstoy, Leo, graf",65.0,932,Like Master like Man,John PALMER
881,986,Master and Man,"Tolstoy, Leo, graf",65.0,932,Like Master like Man,John PALMER
882,33601,The Master's Violin,"Reed, Myrtle",62.0,932,Like Master like Man,John PALMER
883,22536,"jane austen, her life and","Austen-Leigh, Richard Arthur",62.0,932,Like Master like Man,John PALMER
884,40455,Master of Men,"Oppenheim, E. Phillips (Edward Phillips)",61.0,932,Like Master like Man,John PALMER
885,16490,Kuningas Lear,"Shakespeare, William",64.0,1739,Koningsmarke,James Kirke PAULDING
886,2722,Morning Star,"Haggard, H. Rider (Henry Rider)",58.0,1739,Koningsmarke,James Kirke PAULDING
887,33867,King of Camargue,"Aicard, Jean",57.0,1739,Koningsmarke,James Kirke PAULDING
888,2266,King Lear,"Shakespeare, William",57.0,1739,Koningsmarke,James Kirke PAULDING
889,13424,Honoring Parents,Anonymous,57.0,1739,Koningsmarke,James Kirke PAULDING
890,25400,Colleges in America,"Barker, John Marshall",72.0,1923,John Bull in America,James Kirke PAULDING
891,27423,"Elkan Lubliner, American","Glass, Montague",64.0,1923,John Bull in America,James Kirke PAULDING
892,27250,What I Saw in America,"Chesterton, G. K. (Gilbert Keith)",63.0,1923,John Bull in America,James Kirke PAULDING
893,44919,Discourses in America,"Arnold, Matthew",63.0,1923,John Bull in America,James Kirke PAULDING
894,5123,The Contest in America,"Mill, John Stuart",62.0,1923,John Bull in America,James Kirke PAULDING
895,9909,Nightmare Abbey,"Peacock, Thomas Love",100.0,1358,Nightmare Abbey,Thomas Love PEACOCK
896,44559,Nightmare Tales,"Blavatsky, H. P. (Helena Petrovna)",73.0,1358,Nightmare Abbey,Thomas Love PEACOCK
897,42987,Nightmare Planet,"Leinster, Murray",71.0,1358,Nightmare Abbey,Thomas Love PEACOCK
898,121,Northanger Abbey,"Austen, Jane",65.0,1358,Nightmare Abbey,Thomas Love PEACOCK
899,20682,Northanger Abbey,"Austen, Jane",65.0,1358,Nightmare Abbey,Thomas Love PEACOCK
900,42359,tales and legends of the ,"Armistead, Wilson",80.0,1836,tales and sketches of the,Andrew PICKEN
901,46047,tales and legends of the ,"Günther, Marie A., countess",80.0,1836,tales and sketches of the,Andrew PICKEN
902,9589,tales and sketches: part ,"Whittier, John Greenleaf",80.0,1836,tales and sketches of the,Andrew PICKEN
903,36819,visits and sketches at ho,"Jameson, Mrs. (Anna)",72.0,1836,tales and sketches of the,Andrew PICKEN
904,5620,palaces and courts of the,"James, Juliet Helena Lumbard",72.0,1836,tales and sketches of the,Andrew PICKEN
905,9807,Scarhaven Keep,"Fletcher, J. S. (Joseph Smith)",57.0,2255,"Sectarian, The",Andrew PICKEN
906,46076,Sebastian Bach,"Poole, Reginald Lane",57.0,2255,"Sectarian, The",Andrew PICKEN
907,27639,New Vegetarian Dishes,"Bowdich, Mrs.",57.0,2255,"Sectarian, The",Andrew PICKEN
908,26957,Star Mother,"Young, Robert F.",56.0,2255,"Sectarian, The",Andrew PICKEN
909,50668,The Secret Martians,"Sharkey, Jack",55.0,2255,"Sectarian, The",Andrew PICKEN
910,4622,trials and confessions of,"Arthur, T. S. (Timothy Shay)",78.0,2258,Tales and Confessions,Leitch RITCHIE
911,1963,The Confession,"Rinehart, Mary Roberts",74.0,2258,Tales and Confessions,Leitch RITCHIE
912,426,Tales and Fantasies,"Stevenson, Robert Louis",70.0,2258,Tales and Confessions,Leitch RITCHIE
913,33849,Confessiones,"Augustine, Saint, Bishop of Hippo",67.0,2258,Tales and Confessions,Leitch RITCHIE
914,46447,Ma confession,"Tolstoy, Leo, graf",65.0,2258,Tales and Confessions,Leitch RITCHIE
915,51009,Picture Bride,"Samachson, Joseph",69.0,1937,"Pictures, The",Johann Ludwig TIECK
916,12313,Pictures of Sweden,"Andersen, H. C. (Hans Christian)",65.0,1937,"Pictures, The",Johann Ludwig TIECK
917,51193,Pictures Don't Lie,"MacLean, Katherine",65.0,1937,"Pictures, The",Johann Ludwig TIECK
918,21103,Sisters Three,"Vaizey, George de Horne, Mrs.",62.0,1937,"Pictures, The",Johann Ludwig TIECK
919,10742,The Picture Alphabet,"Spafford, Oliver",61.0,1937,"Pictures, The",Johann Ludwig TIECK
920,19405,Confessions of an Etonian,I. E. M.,68.0,369,Confessions in Elysium,Christoph Martin WIELAND
921,44881,Confessions of a Thug,"Taylor, Philip Meadows",65.0,369,Confessions in Elysium,Christoph Martin WIELAND
922,33849,Confessiones,"Augustine, Saint, Bishop of Hippo",65.0,369,Confessions in Elysium,Christoph Martin WIELAND
923,3387,confessions of a summer c,"Howells, William Dean",64.0,369,Confessions in Elysium,Christoph Martin WIELAND
924,12278,confessions of a young ma,"Moore, George Augustus",64.0,369,Confessions in Elysium,Christoph Martin WIELAND
925,31551,Pirates and Piracy,"Herrmann, Oscar",67.0,1757,Crates and Hipparchia,Christoph Martin WIELAND
926,42948,Coaches and Coaching,"Hunt, Leigh",63.0,1757,Crates and Hipparchia,Christoph Martin WIELAND
927,3329,Caesar and Cleopatra,"Shaw, Bernard",63.0,1757,Crates and Hipparchia,Christoph Martin WIELAND
928,36475,privateers and privateeri,"Statham, Edward Phillips",61.0,1757,Crates and Hipparchia,Christoph Martin WIELAND
929,19185,santa teresa: an apprecia,"Teresa, of Avila, Saint",61.0,1757,Crates and Hipparchia,Christoph Martin WIELAND
930,24385,lights and shadows in con,"Sprague, Homer B. (Homer Baxter)",88.0,1672,lights and shadows of sco,John WILSON
931,19642,lights and shadows of new,"McCabe, James Dabney",88.0,1672,lights and shadows of sco,John WILSON
932,4627,the lights and shadows of,"Arthur, T. S. (Timothy Shay)",84.0,1672,lights and shadows of sco,John WILSON
933,4594,Home Lights and Shadows,"Arthur, T. S. (Timothy Shay)",67.0,1672,lights and shadows of sco,John WILSON
934,8156,"twilight and dawn; or, si","Pridham, Caroline",64.0,1672,lights and shadows of sco,John WILSON
935,13105,memoirs of margaret fulle,"Fuller, Margaret",64.0,1759,trials of margaret lyndsa,John WILSON
936,39326,the history of margaret c,"Cobbold, Richard",64.0,1759,trials of margaret lyndsa,John WILSON
937,13106,memoirs of margaret fulle,"Fuller, Margaret",64.0,1759,trials of margaret lyndsa,John WILSON
938,12640,Trial of Mary Blandy,,62.0,1759,trials of margaret lyndsa,John WILSON
939,37353,stories of great musician,"Scobey, Kathrine Lois",60.0,1759,trials of margaret lyndsa,John WILSON
940,21103,Sisters Three,"Vaizey, George de Horne, Mrs.",67.0,1948,"Foresters, The",John WILSON
941,611,Prester John,"Buchan, John",62.0,1948,"Foresters, The",John WILSON
942,40836,The Mysterious Three,"Le Queux, William",59.0,1948,"Foresters, The",John WILSON
943,8934,The Forest Lovers,"Hewlett, Maurice",58.0,1948,"Foresters, The",John WILSON
944,2432,Barchester Towers,"Trollope, Anthony",58.0,1948,"Foresters, The",John WILSON
945,16757,Life of John Milton,"Garnett, Richard",59.0,1950,Sir John Chiverton,William Harrison AINSWORTH
946,18707,Gilbert Keith Chesterton,"Ward, Maisie",57.0,1950,Sir John Chiverton,William Harrison AINSWORTH
947,27569,Gilbert Keith Chesterton,"Braybrooke, Patrick",57.0,1950,Sir John Chiverton,William Harrison AINSWORTH
948,43235,First on the Moon,"Sutton, Jeff",57.0,1950,Sir John Chiverton,William Harrison AINSWORTH
949,1788,Sir John Oldcastle,Shakespeare (spurious and doubtful works),56.0,1950,Sir John Chiverton,William Harrison AINSWORTH
950,26787,"alf the freebooter, littl",,64.0,488,"mysterious freebooter, th",Francis LATHOM
951,33973,"the mysterious wanderer, ","Reeve, Sophia",64.0,488,"mysterious freebooter, th",Francis LATHOM
952,18116,the freebooters of the wi,"Laut, Agnes C.",64.0,488,"mysterious freebooter, th",Francis LATHOM
953,3186,"the mysterious stranger, ","Twain, Mark",64.0,488,"mysterious freebooter, th",Francis LATHOM
954,39425,"the mysterious wanderer, ","Reeve, Sophia",64.0,488,"mysterious freebooter, th",Francis LATHOM
955,35060,Santal Folk Tales,"Campbell, A., of the Santal mission",58.0,553,"Fatal Vow, The",Francis LATHOM
956,6436,Castle Nowhere,"Woolson, Constance Fenimore",57.0,553,"Fatal Vow, The",Francis LATHOM
957,15989,The Fatal Glove,"Augusta, Clara",55.0,553,"Fatal Vow, The",Francis LATHOM
958,44015,The Fatal Dowry,"Massinger, Philip",55.0,553,"Fatal Vow, The",Francis LATHOM
959,13494,Fables For The Times,"Phillips, Henry Wallace",53.0,553,"Fatal Vow, The",Francis LATHOM
960,33945,The Unknown Sea,"Housman, Clemence",67.0,654,"Unknown, The",Francis LATHOM
961,32936,An Unknown Lover,"Vaizey, George de Horne, Mrs.",64.0,654,"Unknown, The",Francis LATHOM
962,35074,His Unknown Wife,"Tracy, Louis",64.0,654,"Unknown, The",Francis LATHOM
963,2033,The Unknown Guest,"Maeterlinck, Maurice",62.0,654,"Unknown, The",Francis LATHOM
964,13672,The Unknown Eros,"Patmore, Coventry",57.0,654,"Unknown, The",Francis LATHOM
965,29894,a romance of the west ind,"Sue, Eugène",72.0,737,"romance of the hebrides, ",Francis LATHOM
966,14193,love romances of the aris,"Hall, Thornton",72.0,737,"romance of the hebrides, ",Francis LATHOM
967,32998,the romance of the red tr,"Yapp, Arthur K. (Arthur Keysall)",72.0,737,"romance of the hebrides, ",Francis LATHOM
968,12909,Romance of the Rabbit,"Jammes, Francis",70.0,737,"romance of the hebrides, ",Francis LATHOM
969,21973,anecdotes of the habits a,"Lee, R., Mrs.",68.0,737,"romance of the hebrides, ",Francis LATHOM
970,18679,Historical Mysteries,"Lang, Andrew",70.0,1486,Italian Mysteries,Francis LATHOM
971,6354,Italian Hours,"James, Henry",67.0,1486,Italian Mysteries,Francis LATHOM
972,14276,Italian Journeys,"Howells, William Dean",67.0,1486,Italian Mysteries,Francis LATHOM
973,35087,the eleusinian mysteries ,"Wright, Dudley",67.0,1486,Italian Mysteries,Francis LATHOM
974,21869,Immortal Memories,"Shorter, Clement King",65.0,1486,Italian Mysteries,Francis LATHOM
975,50698,My Uncle Florimond,"Harland, Henry",67.0,140,My Uncle Thomas,Guillaume Charles Antoine PIGAULT-LEBRUN
976,203,Uncle Tom's Cabin,"Stowe, Harriet Beecher",63.0,140,My Uncle Thomas,Guillaume Charles Antoine PIGAULT-LEBRUN
977,45717,Uncle Sam,"Mathews, Albert",58.0,140,My Uncle Thomas,Guillaume Charles Antoine PIGAULT-LEBRUN
978,16080,Uncle Max,"Carey, Rosa Nouchette",58.0,140,My Uncle Thomas,Guillaume Charles Antoine PIGAULT-LEBRUN
979,10167,Mr. Thomas Cat,Edison Concert Band,55.0,140,My Uncle Thomas,Guillaume Charles Antoine PIGAULT-LEBRUN
980,1983,Monsieur Beaucaire,"Tarkington, Booth",69.0,275,Monsieur Botte,Guillaume Charles Antoine PIGAULT-LEBRUN
981,34338,Monsieur Cherami,"Kock, Paul de",67.0,275,Monsieur Botte,Guillaume Charles Antoine PIGAULT-LEBRUN
982,8383,Monsieur Maurice,"Edwards, Amelia Ann Blanford",67.0,275,Monsieur Botte,Guillaume Charles Antoine PIGAULT-LEBRUN
983,36528,Monsieur Vénus,Rachilde,64.0,275,Monsieur Botte,Guillaume Charles Antoine PIGAULT-LEBRUN
984,4071,"Monsieur Lecoq, v. 1","Gaboriau, Emile",59.0,275,Monsieur Botte,Guillaume Charles Antoine PIGAULT-LEBRUN
985,28650,Year of the Big Thaw,"Bradley, Marion Zimmer",56.0,354,"Barons of Felsheim, The",Guillaume Charles Antoine PIGAULT-LEBRUN
986,11381,Sermons for the Times,"Kingsley, Charles",55.0,354,"Barons of Felsheim, The",Guillaume Charles Antoine PIGAULT-LEBRUN
987,43091,outlines of english histo,"Curtis, John Charles",54.0,354,"Barons of Felsheim, The",Guillaume Charles Antoine PIGAULT-LEBRUN
988,43053,donald ross of heimra (vo,"Black, William",54.0,354,"Barons of Felsheim, The",Guillaume Charles Antoine PIGAULT-LEBRUN
989,44289,an outline of english spe,"Barnes, William",54.0,354,"Barons of Felsheim, The",Guillaume Charles Antoine PIGAULT-LEBRUN
990,18986,response in the living an,"Bose, Jagadis Chandra",60.0,431,"polanders, the lying fami",Guillaume Charles Antoine PIGAULT-LEBRUN
991,50032,"a dog of flanders, the nü",Louise de la Ramé (Ouida),60.0,431,"polanders, the lying fami",Guillaume Charles Antoine PIGAULT-LEBRUN
992,48319,lincoln and the sleeping ,"Chittenden, L. E. (Lucius Eugene)",60.0,431,"polanders, the lying fami",Guillaume Charles Antoine PIGAULT-LEBRUN
993,21061,under the chilian flag: a,"Collingwood, Harry",60.0,431,"polanders, the lying fami",Guillaume Charles Antoine PIGAULT-LEBRUN
994,22585,—and devious the line of ,"Godwin, Tom",60.0,431,"polanders, the lying fami",Guillaume Charles Antoine PIGAULT-LEBRUN
995,28663,"the ranger; or, the fugit","Ellis, Edward Sylvester",68.0,677,"theodore; or, the peruvia",Guillaume Charles Antoine PIGAULT-LEBRUN
996,1905,"the governess; or, the li","Fielding, Sarah",68.0,677,"theodore; or, the peruvia",Guillaume Charles Antoine PIGAULT-LEBRUN
997,28180,hanover; or the persecuti,"Thorne, Jack",68.0,677,"theodore; or, the peruvia",Guillaume Charles Antoine PIGAULT-LEBRUN
998,31463,"the orphan; or, the unhap","Otway, Thomas",68.0,677,"theodore; or, the peruvia",Guillaume Charles Antoine PIGAULT-LEBRUN
999,41736,"the girl of the period, a","Linton, E. Lynn (Elizabeth Lynn)",64.0,677,"theodore; or, the peruvia",Guillaume Charles Antoine PIGAULT-LEBRUN
1000,40233,war experiences and the s,"Kellogg, J. J. (John Jackson)",72.0,1653,wizard priest and the wit,Quintin POYNET
1001,42180,parish priests and their ,"Cutts, Edward Lewes",72.0,1653,wizard priest and the wit,Quintin POYNET
1002,5006,Harriet and the Piper,"Norris, Kathleen Thompson",70.0,1653,wizard priest and the wit,Quintin POYNET
1003,3657,wild beasts and their way,"Baker, Samuel White, Sir",68.0,1653,wizard priest and the wit,Quintin POYNET
1004,26399,fairy prince and other st,"Abbott, Eleanor Hallowell",68.0,1653,wizard priest and the wit,Quintin POYNET
1005,36996,"mystic immanence, the ind","Wilberforce, Basil",57.0,501,"Mystic Sepulchre, The",John PALMER
1006,44363,storia delle repubbliche ,"Sismondi, J. C. L. Simondo",52.0,501,"Mystic Sepulchre, The",John PALMER
1007,44365,storia delle repubbliche ,"Sismondi, J. C. L. Simondo",52.0,501,"Mystic Sepulchre, The",John PALMER
1008,25619,"mystic london; or, phases","Davies, Charles Maurice",52.0,501,"Mystic Sepulchre, The",John PALMER
1009,43948,storia delle repubbliche ,"Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",52.0,501,"Mystic Sepulchre, The",John PALMER
1010,32110,montezuma: an epic on the,"Richmond, Hiram Hoyt",64.0,2147,montauban and the monk hi,George FITZ-GEORGE
1011,13111,the brain and the voice i,"Mott, F. W. (Frederick Walker)",64.0,2147,montauban and the monk hi,George FITZ-GEORGE
1012,37957,"man and nature; or, physi","Marsh, George P. (George Perkins)",60.0,2147,montauban and the monk hi,George FITZ-GEORGE
1013,34679,jonathan and his continen,"Allyn, Jack",60.0,2147,montauban and the monk hi,George FITZ-GEORGE
1014,3426,on books and the housing ,"Gladstone, W. E. (William Ewart)",60.0,2147,montauban and the monk hi,George FITZ-GEORGE
1015,10225,Their Crimes,,70.0,1706,Other Times,Thomas GASPEY
1016,9709,Hard Times,"Dickens, Charles",67.0,1706,Other Times,Thomas GASPEY
1017,44794,The Thames,"Mitton, G. E. (Geraldine Edith)",67.0,1706,Other Times,Thomas GASPEY
1018,40020,The Thames,"Mitton, G. E. (Geraldine Edith)",67.0,1706,Other Times,Thomas GASPEY
1019,786,Hard Times,"Dickens, Charles",67.0,1706,Other Times,Thomas GASPEY
1020,16457,All Around the Moon,"Verne, Jules",63.0,409,"Gondez, the Monk",Samuel William Henry IRELAND
